죄종별(1),죄종별(2),죄종별(3),요일별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
계,소계,소계,계,1309326,1329694,1419811,1536652,1712233,1654064,1739558,1860687,1833271,1894762,1968183,1733122,1719075,1836496,2063737,2020209,1784953
계,소계,소계,일요일,113390,124762,129931,129247,153977,147670,163775,168981,159684,156739,237884,208248,203516,222278,248351,236732,213860
계,소계,소계,월요일,163222,204418,233873,252088,285255,260266,265404,271643,266589,274494,283695,250836,245820,260188,294789,294054,260612
계,소계,소계,화요일,163936,198227,197440,218909,230814,221084,232546,241430,229303,237656,296271,259577,257828,272862,312556,303427,267992
계,소계,소계,수요일,184010,239726,311642,339724,385102,389466,391054,412886,406079,389249,289198,251979,256370,272834,301095,303618,260217
계,소계,소계,목요일,150113,172499,173836,194756,209550,195040,209412,208664,198683,188425,289785,256386,258618,275767,309426,304192,269117
계,소계,소계,금요일,155783,186346,186702,195362,223257,199731,213325,220963,213900,205870,292731,263790,260812,278751,311326,308390,271056
계,소계,소계,토요일,142631,162751,163263,162674,180975,189010,190455,189232,171699,164690,278619,242306,236111,253816,286194,269796,242099
계,소계,소계,미상,236241,40965,23124,43892,43303,51797,73587,146888,187334,277639,,,,,,,
형법범,소계,소계,계,467901,497352,545178,553334,633235,689558,773121,802573,754605,827074,803135,790847,818725,828610,885671,980325,934839
형법범,소계,소계,일요일,41217,45308,46000,42852,52024,55320,69116,70339,60285,61642,92790,91950,95323,100289,105019,115721,111604
형법범,소계,소계,월요일,60779,79786,96038,95079,111984,112522,121081,117547,112136,125477,119002,116051,118689,119142,128681,143598,138506
형법범,소계,소계,화요일,57928,74461,76061,79281,83324,90420,102487,104661,94018,102366,121617,119413,122670,122732,134097,145446,139820
형법범,소계,소계,수요일,66672,94241,127824,134740,157341,180897,186911,188027,178077,182623,120677,116041,122473,123014,128473,146921,136524
형법범,소계,소계,목요일,52268,62783,63640,65566,74404,77451,90412,85203,76258,77386,118539,116686,122489,123223,132002,146610,140020
형법범,소계,소계,금요일,52680,63753,65778,63222,74735,76712,88681,89293,81699,84467,119571,121553,125730,126792,135596,150562,142546
형법범,소계,소계,토요일,48965,57866,58552,54492,60277,71479,78422,76018,64175,63760,110939,109153,111351,113418,121803,131467,125819
형법범,소계,소계,미상,87392,19154,11285,18102,19146,24757,36011,71485,87957,129353,,,,,,,
형법범,강력범,소계,계,12114,9762,10655,11599,13602,13400,14520,14858,14353,16519,15496,15357,16397,15973,17758,19790,25771
형법범,강력범,소계,일요일,1264,1229,1248,1180,1406,1408,1553,1480,1349,1472,2244,2240,2341,2446,2556,3020,3831
형법범,강력범,소계,월요일,1511,1561,1811,1845,2330,2110,2279,2151,2122,2394,2154,2034,2182,2125,2333,2622,3699
형법범,강력범,소계,화요일,1472,1400,1483,1686,1697,1779,1951,1994,1842,2020,2241,2197,2339,2277,2480,2756,3613
형법범,강력범,소계,수요일,1457,1531,2115,2460,2864,3088,3203,3288,3052,3242,2180,2138,2437,2176,2523,2736,3543
형법범,강력범,소계,목요일,1338,1274,1262,1415,1670,1477,1714,1601,1550,1654,2103,2254,2238,2198,2482,2827,3554
형법범,강력범,소계,금요일,1267,1282,1329,1387,1754,1520,1659,1596,1567,1772,2265,2263,2375,2293,2563,2875,3699
형법범,강력범,소계,토요일,1353,1151,1245,1291,1497,1562,1539,1554,1277,1343,2309,2231,2485,2458,2821,2954,3832
형법범,강력범,소계,미상,2452,334,162,335,384,456,622,1194,1594,2622,,,,,,,
형법범,강력범,살인,계,653,630,679,784,963,976,941,1051,957,998,1083,1061,1073,1111,1109,1374,1251
형법범,강력범,살인,일요일,76,80,87,83,98,109,104,112,100,115,168,141,162,161,141,209,195
형법범,강력범,살인,월요일,77,113,128,135,151,159,151,160,148,137,147,152,141,147,158,203,193
형법범,강력범,살인,화요일,87,94,90,125,141,116,122,138,127,147,156,151,160,159,166,183,202
형법범,강력범,살인,수요일,75,97,133,148,199,208,178,217,183,197,139,157,149,185,154,204,163
형법범,강력범,살인,목요일,75,79,90,107,128,108,127,108,112,108,167,154,152,143,175,194,177
형법범,강력범,살인,금요일,72,78,69,75,126,127,100,125,113,96,148,160,149,153,156,203,159
형법범,강력범,살인,토요일,73,77,69,88,100,119,109,115,89,77,158,146,160,163,159,178,162
형법범,강력범,살인,미상,118,12,13,23,20,30,50,76,85,121,,,,,,,
형법범,강력범,강도,계,4580,3674,3670,4400,5516,4972,5461,5692,5906,7292,5832,5170,4838,4439,4811,6351,4409
형법범,강력범,강도,일요일,441,445,415,469,532,458,527,514,441,579,771,683,607,645,632,944,612
형법범,강력범,강도,월요일,563,580,574,633,952,813,886,795,953,1017,838,659,662,577,636,853,677
형법범,강력범,강도,화요일,560,532,483,631,681,663,723,777,710,826,836,758,682,680,626,894,620
형법범,강력범,강도,수요일,546,580,738,997,1183,1158,1213,1306,1285,1448,864,749,753,601,723,904,591
형법범,강력범,강도,목요일,490,464,442,533,677,527,644,614,650,758,833,810,663,626,706,945,604
형법범,강력범,강도,금요일,444,494,489,558,726,566,677,600,676,771,858,804,736,700,714,934,637
형법범,강력범,강도,토요일,505,441,473,482,631,563,544,612,442,536,832,707,735,610,774,877,668
형법범,강력범,강도,미상,1031,138,56,117,134,224,247,474,749,1357,,,,,,,
형법범,강력범,강간,계,6173,4844,5580,5627,5978,6359,6855,6751,6119,6531,6950,7316,8755,8726,9883,10192,18220
형법범,강력범,강간,일요일,667,626,666,541,667,718,786,717,653,620,1062,1124,1316,1391,1506,1605,2728
형법범,강력범,강간,월요일,790,769,979,923,1025,982,1034,995,850,996,947,962,1121,1156,1259,1320,2540
형법범,강력범,강간,화요일,720,687,800,825,740,839,934,868,787,817,1006,1028,1239,1188,1415,1389,2512
형법범,강력범,강간,수요일,760,766,1115,1170,1286,1464,1557,1473,1292,1273,943,996,1252,1151,1327,1361,2522
형법범,강력범,강간,목요일,688,640,641,686,691,717,788,726,659,638,888,1039,1193,1179,1337,1398,2525
형법범,강력범,강간,금요일,666,632,672,669,780,712,737,738,624,704,1020,1041,1275,1219,1440,1473,2648
형법범,강력범,강간,토요일,688,562,626,637,634,751,736,696,619,574,1084,1126,1359,1442,1599,1646,2745
형법범,강력범,강간,미상,1194,162,81,176,155,176,283,538,635,909,,,,,,,
형법범,강력범,방화,계,708,614,726,768,1145,1093,1263,1364,1371,1698,1631,1810,1731,1697,1955,1873,1891
형법범,강력범,방화,일요일,80,78,80,87,109,123,136,137,155,158,243,292,256,249,277,262,296
형법범,강력범,방화,월요일,81,99,130,154,202,156,208,201,171,244,222,261,258,245,280,246,289
형법범,강력범,방화,화요일,105,87,110,105,135,161,172,211,218,230,243,260,258,250,273,290,279
형법범,강력범,방화,수요일,76,88,129,145,196,258,255,292,292,324,234,236,283,239,319,267,267
형법범,강력범,방화,목요일,85,91,89,89,174,125,155,153,129,150,215,251,230,250,264,290,248
형법범,강력범,방화,금요일,85,78,99,85,122,115,145,133,154,201,239,258,215,221,253,265,255
형법범,강력범,방화,토요일,87,71,77,84,132,129,150,131,127,156,235,252,231,243,289,253,257
형법범,강력범,방화,미상,109,22,12,19,75,26,42,106,125,235,,,,,,,
형법범,절도범,소계,계,60255,62710,70238,83063,91438,89395,173876,180704,178457,187352,155311,188780,192670,212458,223216,256423,269410
형법범,절도범,소계,일요일,6387,7323,7821,8772,9855,8834,16721,16807,14214,14963,19795,23824,24375,28256,28565,33346,35069
형법범,절도범,소계,월요일,7461,9574,11252,13277,15214,14241,27547,26084,26789,28012,22385,27141,26643,29538,31699,36801,38334
형법범,절도범,소계,화요일,6991,9081,9476,11551,12009,11478,23148,23716,21632,21967,22266,27226,27374,30003,32877,35417,38990
형법범,절도범,소계,수요일,7745,10170,14088,16205,18385,20049,37782,39575,40137,39929,22357,27137,28126,30518,31585,38113,37504
형법범,절도범,소계,목요일,6695,7969,8598,10373,11383,10247,20973,19766,18097,18431,22727,26950,27943,30438,32345,36574,38837
형법범,절도범,소계,금요일,6870,8321,8826,10346,11373,10086,20950,21255,19364,19535,22549,28476,28943,32120,33312,38636,40101
형법범,절도범,소계,토요일,7305,8381,8955,10252,10701,10877,19799,19224,16012,15942,23232,28026,29266,31585,32833,37536,40575
형법범,절도범,소계,미상,10801,1891,1222,2287,2518,3583,6956,14277,22212,28573,,,,,,,
형법범,절도범,절도,계,38787,,,,,,,,,,,,,,,,
형법범,절도범,절도,일요일,3853,,,,,,,,,,,,,,,,
형법범,절도범,절도,월요일,4808,,,,,,,,,,,,,,,,
형법범,절도범,절도,화요일,4531,,,,,,,,,,,,,,,,
형법범,절도범,절도,수요일,5118,,,,,,,,,,,,,,,,
형법범,절도범,절도,목요일,4365,,,,,,,,,,,,,,,,
형법범,절도범,절도,금요일,4344,,,,,,,,,,,,,,,,
형법범,절도범,절도,토요일,4772,,,,,,,,,,,,,,,,
형법범,절도범,절도,미상,6996,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),계,3879,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),일요일,400,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),월요일,438,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),화요일,422,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),수요일,466,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),목요일,466,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),금요일,491,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),토요일,381,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),미상,815,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도강간),계,1,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도강간),화요일,1,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,계,3037,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,일요일,369,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,월요일,396,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,화요일,359,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,수요일,368,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,목요일,339,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,금요일,365,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,토요일,359,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,미상,482,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도(상습),계,2,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도(상습),수요일,1,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도(상습),토요일,1,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,계,13891,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,일요일,1706,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,월요일,1745,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,화요일,1633,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,수요일,1718,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,목요일,1470,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,금요일,1569,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,토요일,1723,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,미상,2327,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),계,17,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),일요일,1,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),월요일,2,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),금요일,3,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),미상,11,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,계,641,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,일요일,58,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,월요일,72,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,화요일,45,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,수요일,74,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,목요일,55,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,금요일,98,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,토요일,69,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,미상,170,,,,,,,,,,,,,,,,
형법범,폭력범,소계,계,193047,186490,194891,200675,226409,282274,333630,338045,283930,294893,286464,285363,281969,295156,305508,315747,292347
형법범,폭력범,소계,일요일,21389,22632,22405,21320,25004,31500,39316,38705,30773,30031,43433,42689,42502,44758,46150,47224,44946
형법범,폭력범,소계,월요일,23391,27908,31439,31902,35744,41451,48116,45608,38852,41583,37399,37051,36064,38280,38527,40640,38095
형법범,폭력범,소계,화요일,23719,26698,27093,28759,29687,36619,43670,44302,36105,37689,40979,40591,39764,41543,43377,44456,40456
형법범,폭력범,소계,수요일,25594,31030,39849,42332,49531,66202,70652,70270,59010,55495,40414,39444,39413,40851,41968,43405,39716
형법범,폭력범,소계,목요일,21875,23551,23365,24528,27402,32871,40041,37368,30143,28668,40253,39802,39331,40749,42499,44360,40278
형법범,폭력범,소계,금요일,21997,24172,24084,23920,28485,32654,39975,38669,32387,31914,40394,41492,40760,42445,44153,45605,42130
형법범,폭력범,소계,토요일,23174,24883,24266,23323,26186,34459,39414,37752,29703,28675,43592,44294,44135,46530,48834,50057,46726
형법범,폭력범,소계,미상,31908,5616,2390,4591,4370,6518,12446,25371,26957,40838,,,,,,,
형법범,지능범,소계,계,158399,196845,227064,213445,253297,249769,192574,209364,220719,273867,290643,244680,258705,233213,260327,282106,268191
형법범,지능범,소계,일요일,8477,10297,10920,8203,11954,9680,7112,8693,9599,11215,21093,17091,18639,16267,18397,19614,18531
형법범,지능범,소계,월요일,22912,34130,43843,40336,50022,45668,33600,34610,35885,45345,48955,41447,43733,38790,45040,48141,46763
형법범,지능범,소계,화요일,20334,31076,32061,30791,33550,33234,25998,26671,27201,33842,47968,40188,42484,38085,43119,47040,44843
형법범,지능범,소계,수요일,25615,43662,62344,63243,74818,77170,60656,60676,62759,72196,47113,38937,41898,38673,40999,45987,43809
형법범,지능범,소계,목요일,17434,24465,25389,23683,28042,26573,20664,19905,20587,23514,45146,39116,41964,38919,42585,46661,45136
형법범,지능범,소계,금요일,17458,24529,26200,22240,27188,26191,19284,21107,21257,25051,46035,40564,43102,39010,43447,47158,44466
형법범,지능범,소계,토요일,12770,18826,19637,15430,17311,19281,12285,12266,12526,13690,34333,27337,26885,23469,26740,27505,24643
형법범,지능범,소계,미상,33399,9860,6670,9519,10412,11972,12975,25436,30905,49014,,,,,,,
형법범,풍속범,소계,계,16515,15815,15070,14722,15497,17655,19342,18519,16605,13668,13998,11492,19040,13563,14411,34793,15673
형법범,풍속범,소계,일요일,1449,1578,1418,1213,1390,1502,1673,1640,1380,1056,1769,1472,2016,1791,1820,4179,1858
형법범,풍속범,소계,월요일,1991,2442,2756,2556,2646,2793,3085,2688,2534,2074,1934,1621,2826,1884,2007,5427,2280
형법범,풍속범,소계,화요일,2014,2264,2052,2155,2023,2294,2517,2421,2107,1723,1948,1665,2898,1936,2093,5197,2227
형법범,풍속범,소계,수요일,2245,2969,3179,3348,3534,4324,4359,4147,3815,2932,2070,1541,2897,1944,1943,5088,2468
형법범,풍속범,소계,목요일,1716,1999,1732,1763,1753,1903,2371,2156,1685,1308,1965,1733,2994,2017,2137,5177,2368
형법범,풍속범,소계,금요일,1837,2015,1927,1715,1932,2116,2240,2081,1804,1342,2040,1681,2837,1981,2185,5419,2334
형법범,풍속범,소계,토요일,1748,1977,1676,1515,1759,2044,2181,1932,1591,1201,2272,1779,2572,2010,2226,4306,2138
형법범,풍속범,소계,미상,3515,571,330,457,460,679,916,1454,1689,2032,,,,,,,
형법범,기타형법범,소계,계,27571,25730,27260,29830,32992,37065,39179,41083,40541,40775,41223,45175,49944,58247,64451,71466,63447
형법범,기타형법범,소계,일요일,2251,2249,2188,2164,2415,2396,2741,3014,2970,2905,4456,4634,5450,6771,7531,8338,7369
형법범,기타형법범,소계,월요일,3513,4171,4937,5163,6028,6259,6454,6406,5954,6069,6175,6757,7241,8525,9075,9967,9335
형법범,기타형법범,소계,화요일,3398,3942,3896,4339,4358,5016,5203,5557,5131,5125,6215,7546,7811,8888,10151,10580,9691
형법범,기타형법범,소계,수요일,4016,4879,6249,7152,8209,10064,10259,10071,9304,8829,6543,6844,7702,8852,9455,11592,9484
형법범,기타형법범,소계,목요일,3210,3525,3294,3804,4154,4380,4649,4407,4196,3811,6345,6831,8019,8902,9954,11011,9847
형법범,기타형법범,소계,금요일,3251,3434,3412,3614,4003,4145,4573,4585,5320,4853,6288,7077,7713,8943,9936,10869,9816
형법범,기타형법범,소계,토요일,2615,2648,2773,2681,2823,3256,3204,3290,3066,2909,5201,5486,6008,7366,8349,9109,7905
형법범,기타형법범,소계,미상,5317,882,511,913,1002,1549,2096,3753,4600,6274,,,,,,,
형법범,기타형법범,장물에 관한죄,계,1097,868,852,898,1716,1857,1476,1235,1290,1032,1492,3138,2410,2772,2144,3287,2918
형법범,기타형법범,장물에 관한죄,일요일,114,92,81,71,115,114,85,73,80,63,150,259,312,307,206,273,329
형법범,기타형법범,장물에 관한죄,월요일,155,143,164,149,360,280,245,266,196,158,229,613,322,408,286,394,463
형법범,기타형법범,장물에 관한죄,화요일,117,139,110,101,199,266,180,170,171,160,243,907,333,386,486,429,423
형법범,기타형법범,장물에 관한죄,수요일,142,142,159,205,316,528,431,257,312,275,230,395,357,373,243,872,429
형법범,기타형법범,장물에 관한죄,목요일,113,94,100,136,192,214,139,118,113,72,243,321,439,461,383,445,467
형법범,기타형법범,장물에 관한죄,금요일,129,120,105,118,168,182,174,114,141,71,217,334,358,447,307,442,438
형법범,기타형법범,장물에 관한죄,토요일,118,93,111,87,328,157,114,85,87,70,180,309,289,390,233,432,369
형법범,기타형법범,장물에 관한죄,미상,209,45,22,31,38,116,108,152,190,163,,,,,,,
형법범,기타형법범,특가법(장물),계,26,12,15,11,12,311,240,161,56,62,64,377,79,246,47,72,283
형법범,기타형법범,특가법(장물),일요일,2,1,,,1,10,3,13,5,2,12,46,8,18,8,6,20
형법범,기타형법범,특가법(장물),월요일,4,2,1,1,5,43,61,14,14,22,6,55,15,38,5,9,45
형법범,기타형법범,특가법(장물),화요일,3,1,3,,2,62,31,88,8,4,7,54,10,37,4,11,45
형법범,기타형법범,특가법(장물),수요일,3,1,6,5,1,47,89,6,10,19,13,51,12,38,5,10,46
형법범,기타형법범,특가법(장물),목요일,2,,2,,2,58,5,6,7,2,6,54,17,29,12,21,44
형법범,기타형법범,특가법(장물),금요일,5,3,2,2,,13,13,13,8,3,11,62,8,44,5,5,52
형법범,기타형법범,특가법(장물),토요일,3,1,1,2,1,11,5,8,3,5,9,55,9,42,8,10,31
형법범,기타형법범,특가법(장물),미상,4,3,,1,,67,33,13,1,5,,,,,,,
형법범,기타형법범,내란의 죄,계,,,,,,,,,,0,2,,,,,,
형법범,기타형법범,내란의 죄,화요일,,,,,,,,,,,2,,,,,,
형법범,기타형법범,외환의 죄,계,2,1,,1,2,,,7,2,4,,,,,,,
형법범,기타형법범,외환의 죄,일요일,,,,,,,,1,,,,,,,,,
형법범,기타형법범,외환의 죄,월요일,2,,,,,,,1,,1,,,,,,,
형법범,기타형법범,외환의 죄,화요일,,,,,,,,1,,,,,,,,,
형법범,기타형법범,외환의 죄,수요일,,1,,1,1,,,2,1,2,,,,,,,
형법범,기타형법범,외환의 죄,목요일,,,,,,,,,1,,,,,,,,
형법범,기타형법범,외환의 죄,금요일,,,,,1,,,1,,,,,,,,,
형법범,기타형법범,외환의 죄,토요일,,,,,,,,1,,1,,,,,,,
형법범,기타형법범,국기에 관한 죄,계,,1,,,,,,1,,0,,,,,,,
형법범,기타형법범,국기에 관한 죄,수요일,,1,,,,,,,,,,,,,,,
형법범,기타형법범,국기에 관한 죄,미상,,,,,,,,1,,,,,,,,,
형법범,기타형법범,국교에 관한 죄,계,,,,,,,,,,0,,,,,,,
형법범,기타형법범,공안을 해하는 죄,계,52,43,32,42,46,55,44,46,36,40,30,28,31,31,30,23,20
형법범,기타형법범,공안을 해하는 죄,일요일,7,2,2,4,5,3,3,2,1,,3,3,4,4,,5,4
형법범,기타형법범,공안을 해하는 죄,월요일,6,7,7,5,11,10,5,6,5,5,8,5,5,4,4,3,1
형법범,기타형법범,공안을 해하는 죄,화요일,7,5,5,5,4,6,8,4,7,4,1,1,7,3,9,2,5
형법범,기타형법범,공안을 해하는 죄,수요일,12,14,9,11,8,12,10,13,13,10,2,5,1,6,5,2,2
형법범,기타형법범,공안을 해하는 죄,목요일,1,5,2,5,7,5,6,3,1,9,3,6,5,4,5,,4
형법범,기타형법범,공안을 해하는 죄,금요일,5,6,4,7,5,6,6,5,4,3,7,6,7,3,5,6,1
형법범,기타형법범,공안을 해하는 죄,토요일,3,3,2,2,5,6,3,,3,,6,2,2,7,2,5,3
형법범,기타형법범,공안을 해하는 죄,미상,11,1,1,3,1,7,3,13,2,9,,,,,,,
형법범,기타형법범,폭발물에 관한 죄,계,1,,1,,2,1,,6,1,1,1,2,,1,5,,5
형법범,기타형법범,폭발물에 관한 죄,일요일,,,,,,,,1,,,,,,1,1,,1
형법범,기타형법범,폭발물에 관한 죄,월요일,,,1,,1,,,,,,1,1,,,1,,
형법범,기타형법범,폭발물에 관한 죄,화요일,,,,,,,,2,,,,,,,1,,1
형법범,기타형법범,폭발물에 관한 죄,수요일,1,,,,,,,,,,,1,,,1,,1
형법범,기타형법범,폭발물에 관한 죄,목요일,,,,,1,1,,,,,,,,,,,
형법범,기타형법범,폭발물에 관한 죄,금요일,,,,,,,,1,,1,,,,,,,1
형법범,기타형법범,폭발물에 관한 죄,토요일,,,,,,,,2,1,,,,,,1,,1
형법범,기타형법범,공무방해에 관한 죄,계,5946,5573,6190,7313,8350,8526,9142,10083,10876,10787,10239,9917,10961,14576,16352,17142,13321
형법범,기타형법범,공무방해에 관한 죄,일요일,547,540,578,624,733,664,908,997,1065,1071,1396,1289,1473,2050,2344,2359,1963
형법범,기타형법범,공무방해에 관한 죄,월요일,730,872,998,1163,1384,1337,1387,1460,1589,1528,1413,1304,1464,1972,2098,2101,1793
형법범,기타형법범,공무방해에 관한 죄,화요일,769,840,873,1077,1099,1238,1253,1381,1432,1415,1493,1533,1630,2248,2379,2362,1932
형법범,기타형법범,공무방해에 관한 죄,수요일,825,1049,1358,1679,2028,2219,2016,2190,2224,2040,1607,1405,1583,2119,2355,2796,1859
형법범,기타형법범,공무방해에 관한 죄,목요일,687,742,807,947,1111,970,1164,1120,1255,1087,1533,1465,1669,2106,2350,2521,1919
형법범,기타형법범,공무방해에 관한 죄,금요일,731,727,787,953,1041,1012,1184,1232,1255,1144,1499,1536,1661,2019,2449,2641,1985
형법범,기타형법범,공무방해에 관한 죄,토요일,600,614,690,674,753,831,869,993,1046,985,1298,1385,1481,2062,2377,2362,1870
형법범,기타형법범,공무방해에 관한 죄,미상,1057,189,99,196,201,255,361,710,1010,1517,,,,,,,
형법범,기타형법범,도주와 도주원조죄,계,123,92,11,93,168,179,255,86,135,128,16,20,9,11,8,16,11
형법범,기타형법범,도주와 도주원조죄,일요일,19,19,,11,20,25,17,3,8,1,1,3,,1,3,4,1
형법범,기타형법범,도주와 도주원조죄,월요일,12,10,3,14,20,25,28,13,15,4,7,4,1,2,,2,1
형법범,기타형법범,도주와 도주원조죄,화요일,15,12,1,15,18,27,40,24,4,1,,,,2,2,,3
형법범,기타형법범,도주와 도주원조죄,수요일,19,13,2,21,40,27,77,14,13,4,1,2,2,1,,,1
형법범,기타형법범,도주와 도주원조죄,목요일,9,9,1,10,22,22,40,4,8,2,4,3,1,1,1,3,2
형법범,기타형법범,도주와 도주원조죄,금요일,9,10,2,11,24,27,36,23,79,110,2,5,1,2,1,2,2
형법범,기타형법범,도주와 도주원조죄,토요일,19,19,1,11,22,26,15,4,5,1,1,3,4,2,1,5,1
형법범,기타형법범,도주와 도주원조죄,미상,21,,,,2,,2,1,3,5,,,,,,,
형법범,기타형법범,범인은닉·범인도피죄,계,219,174,193,230,248,255,256,322,333,354,222,123,125,187,218,355,145
형법범,기타형법범,범인은닉·범인도피죄,일요일,22,30,20,20,35,35,24,41,41,37,36,14,20,17,20,40,24
형법범,기타형법범,범인은닉·범인도피죄,월요일,18,19,25,43,46,37,36,43,46,54,32,14,12,28,35,61,23
형법범,기타형법범,범인은닉·범인도피죄,화요일,27,20,28,42,43,27,32,49,42,36,30,18,19,28,29,59,18
형법범,기타형법범,범인은닉·범인도피죄,수요일,29,29,39,38,40,49,55,60,66,60,27,15,25,32,36,53,20
형법범,기타형법범,범인은닉·범인도피죄,목요일,26,29,20,36,25,22,31,41,34,42,34,21,14,31,48,50,22
형법범,기타형법범,범인은닉·범인도피죄,금요일,25,19,29,24,26,34,39,31,29,43,33,18,17,32,29,49,22
형법범,기타형법범,범인은닉·범인도피죄,토요일,33,23,29,21,26,33,29,29,42,34,30,23,18,19,21,43,16
형법범,기타형법범,범인은닉·범인도피죄,미상,39,5,3,6,7,18,10,28,33,48,,,,,,,
형법범,기타형법범,위증죄,계,1973,1747,1635,1831,1913,2440,2320,2108,1750,1664,1999,2010,2007,2094,2129,2330,2188
형법범,기타형법범,위증죄,일요일,46,29,35,28,31,38,39,43,26,50,48,27,35,38,48,36,33
형법범,기타형법범,위증죄,월요일,187,216,262,242,314,338,293,243,205,222,133,136,111,150,169,171,187
형법범,기타형법범,위증죄,화요일,266,302,258,265,269,315,315,286,221,207,336,371,380,369,396,446,418
형법범,기타형법범,위증죄,수요일,364,429,448,589,624,774,795,717,585,473,456,432,434,466,472,563,529
형법범,기타형법범,위증죄,목요일,313,347,277,290,312,408,366,283,221,243,494,506,509,526,527,567,488
형법범,기타형법범,위증죄,금요일,265,282,250,282,252,379,321,241,242,180,474,494,496,490,480,510,505
형법범,기타형법범,위증죄,토요일,65,64,61,48,39,63,39,40,29,22,58,44,42,55,37,37,28
형법범,기타형법범,위증죄,미상,467,78,44,87,72,125,152,255,221,267,,,,,,,
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,계,28,55,28,28,34,51,44,45,45,38,35,37,42,44,30,48,44
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,일요일,1,1,3,1,,5,2,2,,1,4,3,3,6,,4,4
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,월요일,4,11,6,11,4,13,6,7,10,7,5,8,5,8,4,7,11
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,화요일,3,7,4,4,6,5,4,3,1,3,4,5,7,5,11,9,10
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,수요일,2,10,7,9,9,14,15,19,20,14,5,8,5,8,4,8,11
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,목요일,2,6,4,1,3,6,3,3,4,3,5,6,6,6,7,8,1
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,금요일,4,7,2,1,4,3,7,5,2,2,9,3,9,6,4,9,4
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,토요일,3,7,1,,4,3,3,1,2,1,3,4,7,5,,3,3
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,미상,9,6,1,1,4,2,4,5,6,7,,,,,,,
형법범,기타형법범,무고의 죄,계,1388,1296,1253,1371,1445,1910,2055,2074,1833,1857,2073,2194,2270,1943,2075,2410,2466
형법범,기타형법범,무고의 죄,일요일,66,65,39,45,53,57,63,70,55,63,140,132,143,131,139,161,153
형법범,기타형법범,무고의 죄,월요일,204,247,271,260,293,352,377,358,290,327,374,396,395,343,360,460,446
