죄종별(1),죄종별(2),죄종별(3),요일별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,공연법,소계,일요일,2,2,,1,,,,,1,2,,,,1,,1,
특별법범,공연법,소계,월요일,,3,4,3,1,1,2,,1,1,,2,,1,1,,2
특별법범,공연법,소계,화요일,2,2,4,,1,,,2,,,,1,,,,,
특별법범,공연법,소계,수요일,3,5,4,9,1,3,2,3,3,,,1,,,,,
특별법범,공연법,소계,목요일,1,3,3,2,1,,1,1,1,2,,2,,,2,,2
특별법범,공연법,소계,금요일,4,1,2,2,,,1,1,,,,1,1,,,,
특별법범,공연법,소계,토요일,,1,3,3,2,2,1,1,,1,,,,,,,
특별법범,공연법,소계,미상,4,2,,,,,1,3,3,,,,,,,,
특별법범,공유수면관리법,소계,계,,,,,,,,,,,1347,923,351,1348,465,1288,1449
특별법범,공유수면관리법,소계,일요일,,,,,,,,,,,84,97,35,162,33,155,99
특별법범,공유수면관리법,소계,월요일,,,,,,,,,,,164,128,76,170,68,194,205
특별법범,공유수면관리법,소계,화요일,,,,,,,,,,,140,128,45,191,81,188,292
특별법범,공유수면관리법,소계,수요일,,,,,,,,,,,105,141,46,187,61,192,301
특별법범,공유수면관리법,소계,목요일,,,,,,,,,,,655,144,46,158,95,203,280
특별법범,공유수면관리법,소계,금요일,,,,,,,,,,,128,152,54,253,69,210,125
특별법범,공유수면관리법,소계,토요일,,,,,,,,,,,71,133,49,227,58,146,147
특별법범,공중목욕장업법,소계,계,,,,,,,,,,0,,,,,,,
특별법범,공중위생관리법,소계,계,,,,,,,,,,,506,285,430,458,429,355,425
특별법범,공중위생관리법,소계,일요일,,,,,,,,,,,28,15,41,66,60,47,51
특별법범,공중위생관리법,소계,월요일,,,,,,,,,,,77,74,69,82,58,58,53
특별법범,공중위생관리법,소계,화요일,,,,,,,,,,,92,44,71,52,67,55,68
특별법범,공중위생관리법,소계,수요일,,,,,,,,,,,74,48,56,60,61,45,61
특별법범,공중위생관리법,소계,목요일,,,,,,,,,,,97,40,61,68,51,52,63
특별법범,공중위생관리법,소계,금요일,,,,,,,,,,,82,37,63,58,63,56,63
특별법범,공중위생관리법,소계,토요일,,,,,,,,,,,56,27,69,72,69,42,66
특별법범,공중위생법,소계,계,2363,3533,3380,3659,5659,2672,204,128,92,125,,,,,,,
특별법범,공중위생법,소계,일요일,183,264,250,244,387,193,15,5,10,15,,,,,,,
특별법범,공중위생법,소계,월요일,289,651,583,665,1027,489,28,27,10,15,,,,,,,
특별법범,공중위생법,소계,화요일,264,468,441,585,854,353,26,5,10,13,,,,,,,
특별법범,공중위생법,소계,수요일,353,630,768,920,1256,664,60,21,15,24,,,,,,,
특별법범,공중위생법,소계,목요일,304,431,421,437,732,341,25,18,15,20,,,,,,,
특별법범,공중위생법,소계,금요일,336,656,563,429,880,302,21,24,15,20,,,,,,,
특별법범,공중위생법,소계,토요일,216,324,300,299,428,261,15,19,6,4,,,,,,,
특별법범,공중위생법,소계,미상,418,109,54,80,95,69,14,9,11,14,,,,,,,
특별법범,공직선거 및 선거부정방지법,소계,계,,,,86,2057,141,1355,82,3379,380,1926,156,94,1,,,1
특별법범,공직선거 및 선거부정방지법,소계,일요일,,,,7,172,7,97,8,206,21,201,9,8,,,,
특별법범,공직선거 및 선거부정방지법,소계,월요일,,,,14,339,17,234,10,492,59,289,26,12,1,,,
특별법범,공직선거 및 선거부정방지법,소계,화요일,,,,12,306,22,185,10,497,40,297,19,22,,,,1
특별법범,공직선거 및 선거부정방지법,소계,수요일,,,,16,483,31,336,17,893,91,274,28,11,,,,
특별법범,공직선거 및 선거부정방지법,소계,목요일,,,,13,283,13,150,13,305,37,301,26,12,,,,
특별법범,공직선거 및 선거부정방지법,소계,금요일,,,,7,237,26,127,8,310,25,311,30,15,,,,
특별법범,공직선거 및 선거부정방지법,소계,토요일,,,,13,157,18,99,10,213,23,253,18,14,,,,
특별법범,공직선거 및 선거부정방지법,소계,미상,,,,4,80,7,127,6,463,84,,,,,,,
특별법범,공직선거법,소계,계,,,,,,,,,,,,,2313,649,1536,164,2076
특별법범,공직선거법,소계,일요일,,,,,,,,,,,,,224,61,180,13,194
특별법범,공직선거법,소계,월요일,,,,,,,,,,,,,380,97,228,24,361
특별법범,공직선거법,소계,화요일,,,,,,,,,,,,,335,96,260,36,351
특별법범,공직선거법,소계,수요일,,,,,,,,,,,,,353,107,207,31,329
특별법범,공직선거법,소계,목요일,,,,,,,,,,,,,359,102,199,24,329
특별법범,공직선거법,소계,금요일,,,,,,,,,,,,,389,130,202,21,272
특별법범,공직선거법,소계,토요일,,,,,,,,,,,,,273,56,260,15,240
특별법범,관세법,소계,계,22,18,15,11,16,24,33,24,18,16,34,27,223,31,314,48,10
특별법범,관세법,소계,일요일,5,,3,1,2,5,,1,1,3,3,4,5,12,18,11,
특별법범,관세법,소계,월요일,3,1,1,6,4,5,11,4,7,3,6,2,51,3,72,6,
특별법범,관세법,소계,화요일,,2,2,2,5,1,3,3,1,3,4,4,35,3,54,10,1
특별법범,관세법,소계,수요일,3,5,4,,,1,4,6,4,2,4,6,14,3,42,6,4
특별법범,관세법,소계,목요일,1,2,,,2,3,3,2,4,1,10,5,58,4,47,6,
특별법범,관세법,소계,금요일,7,2,4,1,,6,7,3,1,1,6,4,54,5,58,6,5
특별법범,관세법,소계,토요일,,2,1,1,3,3,2,2,,2,1,2,6,1,23,3,
특별법범,관세법,소계,미상,3,4,,,,,3,3,,1,,,,,,,
특별법범,교통사고처리특례법,소계,계,,,,,,,,,,,211796,191502,193698,192332,186917,199712,198313
특별법범,교통사고처리특례법,소계,일요일,,,,,,,,,,,27848,24766,25209,24950,23668,24295,24220
특별법범,교통사고처리특례법,소계,월요일,,,,,,,,,,,29725,26438,26757,26370,26282,27926,27947
특별법범,교통사고처리특례법,소계,화요일,,,,,,,,,,,29775,27170,27257,27048,26118,28496,27697
특별법범,교통사고처리특례법,소계,수요일,,,,,,,,,,,29716,27308,27781,27207,26777,28690,28476
특별법범,교통사고처리특례법,소계,목요일,,,,,,,,,,,29857,26708,27255,27352,26516,28674,28944
특별법범,교통사고처리특례법,소계,금요일,,,,,,,,,,,31328,29314,29225,29209,28380,30806,30586
특별법범,교통사고처리특례법,소계,토요일,,,,,,,,,,,33547,29798,30214,30196,29176,30825,30443
특별법범,교통사고특례법,소계,계,250789,231935,244827,226043,210112,239050,255712,234298,211209,212528,,,,,,,
특별법범,교통사고특례법,소계,일요일,29015,31094,31068,27026,25163,28198,30372,26444,22164,20863,,,,,,,
특별법범,교통사고특례법,소계,월요일,30878,33224,37817,34716,32702,36860,37612,34200,29596,29423,,,,,,,
특별법범,교통사고특례법,소계,화요일,31050,32903,34146,32049,28009,30729,33729,31268,27766,27177,,,,,,,
특별법범,교통사고특례법,소계,수요일,31823,34168,41225,38485,36124,41206,45877,42811,39610,38329,,,,,,,
특별법범,교통사고특례법,소계,목요일,29270,30961,31754,27966,26541,29924,32503,27543,24322,23004,,,,,,,
특별법범,교통사고특례법,소계,금요일,29350,31379,32601,30022,28190,31213,32856,29094,26071,25394,,,,,,,
특별법범,교통사고특례법,소계,토요일,33363,35258,34398,31319,29850,35974,35381,30427,26240,24460,,,,,,,
특별법범,교통사고특례법,소계,미상,36040,2948,1818,4460,3533,4946,7382,12511,15440,23878,,,,,,,
특별법범,구국가보안법,소계,계,102,51,88,103,90,61,39,18,19,4,,,,,,,
특별법범,구국가보안법,소계,일요일,3,,3,2,5,2,3,,2,,,,,,,,
특별법범,구국가보안법,소계,월요일,14,6,9,17,6,5,3,3,,1,,,,,,,
특별법범,구국가보안법,소계,화요일,12,13,12,12,10,10,3,1,4,,,,,,,,
특별법범,구국가보안법,소계,수요일,7,3,13,16,20,14,6,1,5,2,,,,,,,
특별법범,구국가보안법,소계,목요일,7,5,10,11,23,5,11,2,2,,,,,,,,
특별법범,구국가보안법,소계,금요일,15,18,24,31,13,15,4,2,2,,,,,,,,
특별법범,구국가보안법,소계,토요일,2,6,16,14,13,10,5,3,1,,,,,,,,
특별법범,구국가보안법,소계,미상,42,,1,,,,4,6,3,1,,,,,,,
특별법범,국가보안법,소계,계,354,211,325,479,343,224,110,46,37,32,92,35,30,50,31,33,69
특별법범,국가보안법,소계,일요일,29,11,26,33,19,22,5,2,2,,7,2,3,11,1,6,14
특별법범,국가보안법,소계,월요일,35,24,38,68,32,31,5,5,4,2,8,2,2,4,6,1,11
특별법범,국가보안법,소계,화요일,71,18,41,61,34,12,7,2,2,1,10,4,3,9,5,5,6
특별법범,국가보안법,소계,수요일,38,23,48,69,53,44,35,7,7,5,15,10,6,9,2,6,11
특별법범,국가보안법,소계,목요일,28,31,50,71,57,32,13,2,2,,11,6,6,3,5,5,9
특별법범,국가보안법,소계,금요일,29,54,53,82,35,23,7,8,10,2,29,4,6,3,2,4,9
특별법범,국가보안법,소계,토요일,37,23,34,53,38,21,6,6,,2,12,7,4,11,10,6,9
특별법범,국가보안법,소계,미상,87,27,35,42,75,39,32,14,10,20,,,,,,,
특별법범,국민건강보험법,소계,계,,,,,,,,,,,7,12,6,28,27,56,33
특별법범,국민건강보험법,소계,일요일,,,,,,,,,,,1,,1,,1,1,1
특별법범,국민건강보험법,소계,월요일,,,,,,,,,,,2,4,3,4,7,13,8
특별법범,국민건강보험법,소계,화요일,,,,,,,,,,,2,1,,2,5,7,1
특별법범,국민건강보험법,소계,수요일,,,,,,,,,,,2,,,4,4,10,8
특별법범,국민건강보험법,소계,목요일,,,,,,,,,,,,1,2,8,1,12,10
특별법범,국민건강보험법,소계,금요일,,,,,,,,,,,,4,,5,6,10,4
특별법범,국민건강보험법,소계,토요일,,,,,,,,,,,,2,,5,3,3,1
특별법범,국민연금법,소계,계,,,,,,,,,,,151,68,83,32,34,24,38
특별법범,국민연금법,소계,일요일,,,,,,,,,,,25,9,11,6,1,4,5
특별법범,국민연금법,소계,월요일,,,,,,,,,,,20,11,11,4,7,3,8
특별법범,국민연금법,소계,화요일,,,,,,,,,,,21,14,16,6,2,6,4
특별법범,국민연금법,소계,수요일,,,,,,,,,,,20,7,15,7,5,1,4
특별법범,국민연금법,소계,목요일,,,,,,,,,,,15,12,13,3,12,4,4
특별법범,국민연금법,소계,금요일,,,,,,,,,,,32,12,7,3,2,4,6
특별법범,국민연금법,소계,토요일,,,,,,,,,,,18,3,10,3,5,2,7
특별법범,국민투표법,소계,계,1,,,,,,,,,0,,,,,,,
특별법범,국민투표법,소계,월요일,1,,,,,,,,,,,,,,,,
특별법범,국토의계획 및 이용에 관한 법률,소계,계,,,,,,,,,,,1319,2087,1415,1300,1201,948,868
특별법범,국토의계획 및 이용에 관한 법률,소계,일요일,,,,,,,,,,,138,98,91,86,77,100,55
특별법범,국토의계획 및 이용에 관한 법률,소계,월요일,,,,,,,,,,,234,360,250,224,226,142,172
특별법범,국토의계획 및 이용에 관한 법률,소계,화요일,,,,,,,,,,,194,345,228,210,216,160,148
특별법범,국토의계획 및 이용에 관한 법률,소계,수요일,,,,,,,,,,,193,356,232,210,192,162,146
특별법범,국토의계획 및 이용에 관한 법률,소계,목요일,,,,,,,,,,,170,310,260,225,207,159,169
특별법범,국토의계획 및 이용에 관한 법률,소계,금요일,,,,,,,,,,,186,380,226,248,164,146,124
특별법범,국토의계획 및 이용에 관한 법률,소계,토요일,,,,,,,,,,,204,238,128,97,119,79,54
특별법범,국회의원 선거법,소계,계,1,,1,,,,,,,,,,,,,,
특별법범,국회의원 선거법,소계,미상,1,,1,,,,,,,,,,,,,,
특별법범,근로기준법,소계,계,24,41,47,56,60,195,114,105,83,45,38,35,30,28,29,48,34
특별법범,근로기준법,소계,일요일,,1,1,3,4,14,7,1,5,,5,2,2,3,3,2,3
특별법범,근로기준법,소계,월요일,4,6,6,6,10,36,18,23,12,4,10,11,3,5,5,3,8
특별법범,근로기준법,소계,화요일,4,12,6,14,6,27,14,18,16,8,6,7,7,5,2,8,2
특별법범,근로기준법,소계,수요일,3,8,15,18,21,48,30,25,17,18,3,3,4,1,5,12,5
특별법범,근로기준법,소계,목요일,2,6,6,3,4,27,19,11,8,2,5,5,4,8,7,8,6
특별법범,근로기준법,소계,금요일,1,2,6,5,7,19,14,7,5,6,2,6,4,3,5,11,6
특별법범,근로기준법,소계,토요일,2,5,4,6,7,19,8,18,11,1,7,1,6,3,2,4,4
특별법범,근로기준법,소계,미상,8,1,3,1,1,5,4,2,9,6,,,,,,,
특별법범,낚시어선업법,소계,계,,,,,,,,,,,374,378,271,327,959,235,216
특별법범,낚시어선업법,소계,일요일,,,,,,,,,,,118,122,77,55,152,58,66
특별법범,낚시어선업법,소계,월요일,,,,,,,,,,,16,19,21,27,125,25,15
특별법범,낚시어선업법,소계,화요일,,,,,,,,,,,21,33,20,43,127,16,10
특별법범,낚시어선업법,소계,수요일,,,,,,,,,,,32,18,37,57,132,26,21
특별법범,낚시어선업법,소계,목요일,,,,,,,,,,,40,34,25,26,127,14,15
특별법범,낚시어선업법,소계,금요일,,,,,,,,,,,58,35,29,47,122,26,25
특별법범,낚시어선업법,소계,토요일,,,,,,,,,,,89,117,62,72,174,70,64
특별법범,내수면어업법,소계,계,,,,,,,,,,,184,187,173,167,211,217,98
특별법범,내수면어업법,소계,일요일,,,,,,,,,,,33,39,31,32,43,41,20
특별법범,내수면어업법,소계,월요일,,,,,,,,,,,25,25,28,19,33,27,11
특별법범,내수면어업법,소계,화요일,,,,,,,,,,,21,24,17,25,19,25,9
특별법범,내수면어업법,소계,수요일,,,,,,,,,,,21,29,24,25,26,23,13
특별법범,내수면어업법,소계,목요일,,,,,,,,,,,31,25,22,28,36,32,23
특별법범,내수면어업법,소계,금요일,,,,,,,,,,,27,25,23,24,28,29,5
특별법범,내수면어업법,소계,토요일,,,,,,,,,,,26,20,28,14,26,40,17
특별법범,노동쟁의조정법,소계,계,6,4,10,1,,,,2,,0,,,,,,,
특별법범,노동쟁의조정법,소계,일요일,,,1,,,,,,,,,,,,,,
특별법범,노동쟁의조정법,소계,월요일,3,2,2,,,,,,,,,,,,,,
특별법범,노동쟁의조정법,소계,화요일,,1,2,,,,,,,,,,,,,,
특별법범,노동쟁의조정법,소계,수요일,1,,1,1,,,,2,,,,,,,,,
특별법범,노동쟁의조정법,소계,목요일,1,,1,,,,,,,,,,,,,,
특별법범,노동쟁의조정법,소계,금요일,1,1,2,,,,,,,,,,,,,,
특별법범,노동쟁의조정법,소계,토요일,,,1,,,,,,,,,,,,,,
특별법범,노동조합 및 노동관계 조정법,소계,계,,,,,,,,,,,,20,7,6,2,1,3
특별법범,노동조합 및 노동관계 조정법,소계,월요일,,,,,,,,,,,,8,,3,1,1,1
특별법범,노동조합 및 노동관계 조정법,소계,화요일,,,,,,,,,,,,2,1,,,,
특별법범,노동조합 및 노동관계 조정법,소계,수요일,,,,,,,,,,,,2,5,1,,,
특별법범,노동조합 및 노동관계 조정법,소계,목요일,,,,,,,,,,,,2,1,,,,1
특별법범,노동조합 및 노동관계 조정법,소계,금요일,,,,,,,,,,,,6,,2,1,,
특별법범,노동조합 및 노동관계 조정법,소계,토요일,,,,,,,,,,,,,,,,,1
특별법범,농산물품질관리법,소계,계,,,,,,,,,,,297,102,52,34,187,161,70
특별법범,농산물품질관리법,소계,일요일,,,,,,,,,,,19,8,3,2,5,5,2
특별법범,농산물품질관리법,소계,월요일,,,,,,,,,,,50,18,8,4,30,29,8
특별법범,농산물품질관리법,소계,화요일,,,,,,,,,,,52,17,13,4,40,22,14
특별법범,농산물품질관리법,소계,수요일,,,,,,,,,,,48,21,8,9,45,36,15
특별법범,농산물품질관리법,소계,목요일,,,,,,,,,,,63,20,8,9,32,29,13
특별법범,농산물품질관리법,소계,금요일,,,,,,,,,,,38,13,8,3,24,31,16
특별법범,농산물품질관리법,소계,토요일,,,,,,,,,,,27,5,4,3,11,9,2
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,계,56,12,31,53,79,39,41,106,67,355,66,91,60,41,60,87,55
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,일요일,4,,,2,1,,2,1,1,6,4,2,2,2,,3,4
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,월요일,5,2,16,32,56,31,23,20,9,31,20,12,9,7,16,16,10
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,화요일,5,1,2,4,3,2,1,2,10,17,10,5,11,4,16,14,14
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,수요일,6,1,5,5,12,2,2,11,18,73,10,7,11,8,8,29,8
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,목요일,13,3,3,2,2,2,1,3,,27,7,10,15,11,6,15,10
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,금요일,7,3,3,1,4,,2,2,6,26,10,50,8,7,10,7,6
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,토요일,,1,2,2,,,,1,1,15,5,5,4,2,4,3,3
특별법범,농수산물 유통 및 가격안정에 관한 법률,소계,미상,16,1,,5,1,2,10,66,22,160,,,,,,,
특별법범,농지법,소계,계,,,,,,,,,,,1137,1035,1134,957,910,710,622
특별법범,농지법,소계,일요일,,,,,,,,,,,107,95,104,87,80,68,44
특별법범,농지법,소계,월요일,,,,,,,,,,,164,164,163,179,179,130,143
특별법범,농지법,소계,화요일,,,,,,,,,,,184,122,166,145,176,122,112
특별법범,농지법,소계,수요일,,,,,,,,,,,163,175,178,156,104,94,87
특별법범,농지법,소계,목요일,,,,,,,,,,,213,142,180,154,151,135,105
특별법범,농지법,소계,금요일,,,,,,,,,,,157,184,180,151,124,97,88
특별법범,농지법,소계,토요일,,,,,,,,,,,149,153,163,85,96,64,43
특별법범,농지의 보전 및 이용에 관한 법률,소계,계,569,516,147,49,28,8,5,1,,1,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,일요일,39,26,4,2,2,,,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,월요일,71,106,28,10,7,1,,,,1,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,화요일,67,66,19,11,4,2,2,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,수요일,69,95,45,7,6,1,,1,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,목요일,43,76,18,6,2,1,1,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,금요일,68,58,16,8,1,1,1,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,토요일,48,53,7,1,5,1,1,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,미상,164,36,10,4,1,1,,,,,,,,,,,
특별법범,담배사업법,소계,계,,,,,,,,,,,412,451,981,683,384,441,219
특별법범,담배사업법,소계,일요일,,,,,,,,,,,23,35,67,57,28,28,10
특별법범,담배사업법,소계,월요일,,,,,,,,,,,60,53,141,127,55,78,38
특별법범,담배사업법,소계,화요일,,,,,,,,,,,62,88,177,118,80,56,41
특별법범,담배사업법,소계,수요일,,,,,,,,,,,72,88,182,101,61,81,37
특별법범,담배사업법,소계,목요일,,,,,,,,,,,78,60,170,121,62,91,43
특별법범,담배사업법,소계,금요일,,,,,,,,,,,80,80,163,100,57,86,30
특별법범,담배사업법,소계,토요일,,,,,,,,,,,37,47,81,59,41,21,20
특별법범,대기환경보전법,소계,계,1391,1252,1165,1054,1504,1186,3764,3560,2901,2269,2446,2428,1318,1017,2516,1402,489
특별법범,대기환경보전법,소계,일요일,57,60,52,34,78,45,154,106,64,60,142,201,60,31,168,77,23
특별법범,대기환경보전법,소계,월요일,191,235,286,230,243,220,822,661,666,431,422,408,239,181,452,281,96
특별법범,대기환경보전법,소계,화요일,169,178,173,166,204,168,483,438,290,264,454,376,206,181,384,235,97
특별법범,대기환경보전법,소계,수요일,203,256,294,284,342,313,912,925,738,443,388,384,255,201,442,225,76
특별법범,대기환경보전법,소계,목요일,129,184,120,131,226,151,493,409,204,209,414,405,257,200,348,244,90
특별법범,대기환경보전법,소계,금요일,164,172,128,114,174,119,452,433,293,199,359,385,206,178,406,216,87
특별법범,대기환경보전법,소계,토요일,91,102,76,60,174,95,238,203,103,100,267,269,95,45,316,124,20
특별법범,대기환경보전법,소계,미상,387,65,36,35,63,75,210,385,543,563,,,,,,,
특별법범,대마관리법,소계,계,595,572,415,454,914,1217,1177,916,1078,975,,,,,,,
특별법범,대마관리법,소계,일요일,67,66,56,37,96,115,117,60,105,87,,,,,,,
특별법범,대마관리법,소계,월요일,73,88,69,79,172,178,182,154,179,140,,,,,,,
특별법범,대마관리법,소계,화요일,84,101,56,60,104,134,119,97,117,121,,,,,,,
특별법범,대마관리법,소계,수요일,88,81,75,87,156,346,250,201,203,125,,,,,,,
특별법범,대마관리법,소계,목요일,84,73,50,49,89,149,151,80,81,99,,,,,,,
특별법범,대마관리법,소계,금요일,68,61,55,65,139,130,125,89,106,101,,,,,,,
특별법범,대마관리법,소계,토요일,70,67,44,45,74,135,124,66,96,89,,,,,,,
특별법범,대마관리법,소계,미상,61,35,10,32,84,30,109,169,191,213,,,,,,,
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,계,,,,,,,,,,,817,524,538,3065,4872,15126,2540
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,일요일,,,,,,,,,,,56,27,37,172,170,434,90
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,월요일,,,,,,,,,,,140,104,100,504,870,2852,477
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,화요일,,,,,,,,,,,160,99,81,503,896,3197,490
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,수요일,,,,,,,,,,,146,82,98,566,883,2653,428
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,목요일,,,,,,,,,,,118,81,94,569,848,2575,452
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,금요일,,,,,,,,,,,124,91,86,486,811,2647,439
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,토요일,,,,,,,,,,,73,40,42,265,394,768,164
특별법범,대통령 선거법,소계,계,1,1,,,,,,,,,,,,,,,
특별법범,대통령 선거법,소계,일요일,1,,,,,,,,,,,,,,,,
특별법범,대통령 선거법,소계,월요일,,1,,,,,,,,,,,,,,,
특별법범,도로교통법(공동위험행위),소계,계,,,,,,,,,,,,,,,97,157,140
특별법범,도로교통법(공동위험행위),소계,일요일,,,,,,,,,,,,,,,38,61,48
특별법범,도로교통법(공동위험행위),소계,월요일,,,,,,,,,,,,,,,7,10,10
특별법범,도로교통법(공동위험행위),소계,화요일,,,,,,,,,,,,,,,4,12,12
특별법범,도로교통법(공동위험행위),소계,수요일,,,,,,,,,,,,,,,7,14,16
특별법범,도로교통법(공동위험행위),소계,목요일,,,,,,,,,,,,,,,3,8,5
특별법범,도로교통법(공동위험행위),소계,금요일,,,,,,,,,,,,,,,18,8,13
특별법범,도로교통법(공동위험행위),소계,토요일,,,,,,,,,,,,,,,20,44,36
특별법범,도로교통법(교통사고),소계,계,231725,262407,307451,427340,473786,388232,361932,395252,381986,323440,65778,73122,59681,58890,51052,24876,22006
특별법범,도로교통법(교통사고),소계,일요일,22821,27941,34003,41778,51393,44470,40118,41926,40397,34813,10143,10853,9019,8946,7521,3492,2717
특별법범,도로교통법(교통사고),소계,월요일,25459,33293,41228,61622,67963,52531,49805,54520,53660,44114,8429,9518,7320,7194,6498,3212,3142
특별법범,도로교통법(교통사고),소계,화요일,28587,38380,42881,60714,66557,55725,49497,51003,45777,39543,9025,10126,8108,7900,7037,3438,3160
특별법범,도로교통법(교통사고),소계,수요일,30907,43094,60072,80585,91945,77304,71983,82383,80982,60667,9019,10151,8346,8119,7015,3474,3078
특별법범,도로교통법(교통사고),소계,목요일,27516,34530,39489,61366,60956,47990,45018,48362,45256,33915,9024,10009,8236,8243,7036,3541,3157
특별법범,도로교통법(교통사고),소계,금요일,31385,44987,47671,63411,71025,51859,49504,50895,47817,35251,9458,10772,8808,8671,7348,3719,3505
특별법범,도로교통법(교통사고),소계,토요일,27962,34907,39416,48367,55891,49478,43727,45429,39770,31680,10680,11693,9844,9817,8597,4000,3247
특별법범,도로교통법(교통사고),소계,미상,37088,5275,2691,9497,8056,8875,12280,20734,28327,43457,,,,,,,
특별법범,도로교통법(무면허운전),소계,계,,,,,,,,,,,103437,75028,57509,89815,156382,98131,58700
특별법범,도로교통법(무면허운전),소계,일요일,,,,,,,,,,,13933,10422,7934,11914,23089,14382,8381
특별법범,도로교통법(무면허운전),소계,월요일,,,,,,,,,,,14771,11112,8518,13073,23251,14365,8369
특별법범,도로교통법(무면허운전),소계,화요일,,,,,,,,,,,15129,10887,8209,13077,22503,13997,8424
특별법범,도로교통법(무면허운전),소계,수요일,,,,,,,,,,,14848,10428,8225,13050,21775,14277,8250
특별법범,도로교통법(무면허운전),소계,목요일,,,,,,,,,,,14989,10683,8283,13224,21930,13775,8481
특별법범,도로교통법(무면허운전),소계,금요일,,,,,,,,,,,15093,10736,8248,13172,21852,13821,8550
특별법범,도로교통법(무면허운전),소계,토요일,,,,,,,,,,,14674,10760,8092,12305,21982,13514,8245
특별법범,도로교통법(사고후미조치),소계,계,,,,,,,,,,,,,,,286,15282,21797
특별법범,도로교통법(사고후미조치),소계,일요일,,,,,,,,,,,,,,,30,2261,3073
특별법범,도로교통법(사고후미조치),소계,월요일,,,,,,,,,,,,,,,35,1943,2833
특별법범,도로교통법(사고후미조치),소계,화요일,,,,,,,,,,,,,,,33,2028,2950
특별법범,도로교통법(사고후미조치),소계,수요일,,,,,,,,,,,,,,,37,2078,3037
특별법범,도로교통법(사고후미조치),소계,목요일,,,,,,,,,,,,,,,53,2152,3041
특별법범,도로교통법(사고후미조치),소계,금요일,,,,,,,,,,,,,,,50,2345,3204
특별법범,도로교통법(사고후미조치),소계,토요일,,,,,,,,,,,,,,,48,2475,3659
특별법범,도로교통법(음주운전),소계,계,,,,,,,,,,,449057,323613,286117,351285,387289,290124,267242
특별법범,도로교통법(음주운전),소계,일요일,,,,,,,,,,,66388,47708,41034,50691,57116,41876,40409
특별법범,도로교통법(음주운전),소계,월요일,,,,,,,,,,,55794,41307,36303,42220,45397,35012,32785
특별법범,도로교통법(음주운전),소계,화요일,,,,,,,,,,,64065,45453,41665,48909,53524,41034,37211
특별법범,도로교통법(음주운전),소계,수요일,,,,,,,,,,,64595,44923,41005,50996,55208,42042,37649
특별법범,도로교통법(음주운전),소계,목요일,,,,,,,,,,,64034,47753,42096,51196,57144,42231,38498
특별법범,도로교통법(음주운전),소계,금요일,,,,,,,,,,,65478,47195,41395,51323,57021,42810,39207
특별법범,도로교통법(음주운전),소계,토요일,,,,,,,,,,,68703,49274,42619,55950,61879,45119,41483
특별법범,도로교통법(음주측정거부),소계,계,,,,,,,,,,,5506,4050,3486,3820,3876,3050,2936
특별법범,도로교통법(음주측정거부),소계,일요일,,,,,,,,,,,717,565,494,535,522,395,433
특별법범,도로교통법(음주측정거부),소계,월요일,,,,,,,,,,,660,485,434,433,416,346,367
특별법범,도로교통법(음주측정거부),소계,화요일,,,,,,,,,,,840,623,489,560,562,468,421
특별법범,도로교통법(음주측정거부),소계,수요일,,,,,,,,,,,791,597,519,560,585,428,433
특별법범,도로교통법(음주측정거부),소계,목요일,,,,,,,,,,,827,587,511,583,605,466,429
특별법범,도로교통법(음주측정거부),소계,금요일,,,,,,,,,,,831,583,518,570,599,473,424
특별법범,도로교통법(음주측정거부),소계,토요일,,,,,,,,,,,840,610,521,579,587,474,429
특별법범,도로법,소계,계,40006,20249,20230,20200,14406,16904,18455,21230,32201,37391,37687,31665,34415,37319,37314,35054,28007
