죄종별(1),죄종별(2),죄종별(3),범죄발생장소별(1),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
총범죄,특별경제범죄,소계,의료기관,437,525,763,623,661,635,568,879,907,791,564,539
총범죄,특별경제범죄,소계,종교기관,66,122,88,110,87,87,79,106,96,82,50,64
총범죄,특별경제범죄,소계,산야,107,103,110,110,100,95,110,111,134,117,112,81
총범죄,특별경제범죄,소계,해상,74,12,4,12,7,9,10,18,14,11,10,12
총범죄,특별경제범죄,소계,부대,1,3,3,4,6,2,3,3,6,2,2,5
총범죄,특별경제범죄,소계,구금장소,-,-,-,-,-,1,-,1,-,-,-,-
총범죄,특별경제범죄,소계,공지,17,7,10,4,8,2,7,3,6,4,5,3
총범죄,특별경제범죄,소계,주차장,135,149,151,111,146,174,156,200,234,216,187,183
총범죄,특별경제범죄,소계,공중화장실,2,4,4,3,5,3,-,3,4,2,4,4
총범죄,특별경제범죄,소계,PC방,950,754,285,249,399,230,162,179,152,127,91,83
총범죄,특별경제범죄,소계,기타,22373,32385,23118,32124,43760,31580,24535,15498,14141,14353,14946,21131
총범죄,마약범죄,소계,아파트 연립다세대,208,214,410,357,455,635,589,622,836,883,963,1209
총범죄,마약범죄,소계,단독주택,866,697,807,891,1155,1446,1594,1350,1674,1982,1430,1938
총범죄,마약범죄,소계,고속도로,11,8,9,7,11,22,10,13,16,5,7,6
총범죄,마약범죄,소계,노상,1068,1177,1180,1307,1676,1746,1745,1288,1774,1771,1719,1880
총범죄,마약범죄,소계,백화점,-,1,-,1,-,1,3,1,1,4,-,-
총범죄,마약범죄,소계,슈퍼마켓,-,-,1,1,5,2,2,4,2,4,1,2
총범죄,마약범죄,소계,편의점,3,2,3,5,9,14,22,23,25,52,17,20
총범죄,마약범죄,소계,대형할인매장,-,1,-,-,-,2,-,-,-,-,-,-
총범죄,마약범죄,소계,상점,64,45,39,41,53,81,70,58,77,139,98,70
총범죄,마약범죄,소계,시장노점,20,23,24,23,18,28,28,17,30,36,30,31
총범죄,마약범죄,소계,숙박업소 목욕탕,595,645,544,574,863,1059,1091,804,818,849,934,920
총범죄,마약범죄,소계,유흥접객업소,169,167,141,144,203,205,198,182,221,221,148,314
총범죄,마약범죄,소계,사무실,165,190,177,231,247,263,212,195,209,207,152,173
총범죄,마약범죄,소계,공장,4,7,6,15,10,22,23,17,42,67,67,46
총범죄,마약범죄,소계,공사장광산,3,3,4,3,3,5,3,1,2,1,2,-
총범죄,마약범죄,소계,창고,4,3,2,4,3,-,7,3,5,3,6,4
총범죄,마약범죄,소계,역대합실,36,51,37,72,84,100,68,58,59,54,55,52
총범죄,마약범죄,소계,지하철,-,1,3,5,4,1,2,4,5,5,1,4
총범죄,마약범죄,소계,기타교통수단내,106,122,147,102,156,169,189,162,144,174,127,112
총범죄,마약범죄,소계,흥행장,4,-,1,3,6,6,-,-,4,3,1,4
총범죄,마약범죄,소계,유원지,22,22,24,21,27,11,28,14,26,17,17,19
총범죄,마약범죄,소계,학교,5,2,2,3,2,3,3,6,3,3,7,6
총범죄,마약범죄,소계,금융기관,12,8,14,26,19,40,73,118,198,221,52,151
총범죄,마약범죄,소계,의료기관,84,110,196,97,94,182,143,144,195,350,311,243
총범죄,마약범죄,소계,종교기관,5,4,-,1,2,4,3,5,6,3,3,2
총범죄,마약범죄,소계,산야,83,79,123,116,164,218,223,227,238,336,278,402
총범죄,마약범죄,소계,해상,1,4,1,-,3,21,27,1,2,-,-,5
총범죄,마약범죄,소계,부대,1,-,7,-,-,-,-,1,1,1,-,2
총범죄,마약범죄,소계,구금장소,-,-,-,-,-,-,-,1,1,-,1,-
총범죄,마약범죄,소계,공지,7,7,3,3,-,3,5,4,2,4,-,6
총범죄,마약범죄,소계,주차장,57,52,49,43,74,113,118,74,110,104,90,102
총범죄,마약범죄,소계,공중화장실,35,31,34,29,52,56,54,29,35,31,26,30
총범죄,마약범죄,소계,PC방,17,18,12,13,14,20,11,8,16,11,5,10
총범죄,마약범죄,소계,기타,505,574,598,687,999,851,957,1079,1261,1645,1540,2568
총범죄,보건범죄,소계,아파트 연립다세대,188,197,240,278,288,836,684,662,1021,1083,1426,958
총범죄,보건범죄,소계,단독주택,268,721,311,290,279,266,309,293,332,638,874,423
총범죄,보건범죄,소계,고속도로,2,1,3,5,1,5,3,3,4,3,5,2
총범죄,보건범죄,소계,노상,501,484,833,750,764,656,699,646,746,983,919,1337
총범죄,보건범죄,소계,백화점,1,5,8,3,-,4,-,3,2,4,1,-
총범죄,보건범죄,소계,슈퍼마켓,36,124,859,142,237,134,47,78,92,75,59,33
총범죄,보건범죄,소계,편의점,7,6,21,10,20,65,56,21,29,41,52,54
총범죄,보건범죄,소계,대형할인매장,9,8,22,18,19,16,5,4,3,5,1,1
총범죄,보건범죄,소계,상점,1405,2662,2555,2008,1320,1190,873,875,948,865,780,851
총범죄,보건범죄,소계,시장노점,828,460,1389,650,601,481,592,459,594,475,454,419
총범죄,보건범죄,소계,숙박업소 목욕탕,253,244,333,260,485,205,148,248,165,280,164,159
총범죄,보건범죄,소계,유흥접객업소,4353,3126,5091,3351,2960,3074,2266,2796,3325,3975,5865,7441
총범죄,보건범죄,소계,사무실,1109,1330,3754,1650,1455,1500,1366,984,1054,1041,841,671
총범죄,보건범죄,소계,공장,146,1447,484,216,263,223,139,56,155,101,384,48
총범죄,보건범죄,소계,공사장광산,10,3,4,7,4,5,2,2,2,1,3,1
총범죄,보건범죄,소계,창고,16,24,130,45,87,94,47,4,16,19,4,7
총범죄,보건범죄,소계,역대합실,4,7,20,13,4,16,12,7,6,11,9,15
총범죄,보건범죄,소계,지하철,-,1,3,1,2,2,2,-,-,4,-,-
총범죄,보건범죄,소계,기타교통수단내,152,120,196,6,469,6,3,3,4,4,7,4
총범죄,보건범죄,소계,흥행장,3,-,16,12,4,2,19,20,29,15,29,70
총범죄,보건범죄,소계,유원지,14,30,25,18,27,25,18,16,16,20,49,47
총범죄,보건범죄,소계,학교,4,12,13,11,6,2,5,4,8,10,7,9
총범죄,보건범죄,소계,금융기관,1,2,5,2,4,4,8,5,2,3,7,4
총범죄,보건범죄,소계,의료기관,989,951,950,1168,1167,1096,1373,1419,1544,1161,964,977
총범죄,보건범죄,소계,종교기관,10,23,16,12,7,10,17,10,3,76,59,13
총범죄,보건범죄,소계,산야,84,62,76,95,98,148,105,110,53,60,85,113
총범죄,보건범죄,소계,해상,1,11,8,2,3,495,1,-,-,287,2,-
총범죄,보건범죄,소계,부대,4,-,-,1,-,2,-,1,4,-,-,-
총범죄,보건범죄,소계,구금장소,-,-,-,1,2,-,-,1,-,-,1,-
총범죄,보건범죄,소계,공지,21,11,6,2,3,6,2,5,3,2,2,2
총범죄,보건범죄,소계,주차장,16,19,34,25,33,25,32,19,26,22,15,19
총범죄,보건범죄,소계,공중화장실,2,-,-,1,-,2,-,-,-,-,-,1
총범죄,보건범죄,소계,PC방,29,40,19,11,10,40,9,7,21,64,41,150
총범죄,보건범죄,소계,기타,3617,4669,2959,3593,3980,4027,3719,2272,2363,3267,3827,3920
총범죄,환경범죄,소계,아파트 연립다세대,4,6,7,5,1,11,12,8,8,11,12,12
총범죄,환경범죄,소계,단독주택,15,26,26,26,23,24,25,19,35,14,19,19
총범죄,환경범죄,소계,고속도로,2,2,-,1,1,2,4,4,4,2,3,2
총범죄,환경범죄,소계,노상,286,217,321,245,272,322,369,422,520,589,599,628
총범죄,환경범죄,소계,백화점,-,1,1,-,-,-,-,-,-,-,1,-
총범죄,환경범죄,소계,슈퍼마켓,1,1,-,-,-,-,-,-,-,6,1,-
총범죄,환경범죄,소계,편의점,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,환경범죄,소계,대형할인매장,-,-,-,-,-,-,-,-,-,-,-,1
총범죄,환경범죄,소계,상점,16,29,37,29,37,29,50,33,44,20,43,33
총범죄,환경범죄,소계,시장노점,8,1,4,5,9,7,14,13,9,4,5,8
총범죄,환경범죄,소계,숙박업소 목욕탕,2,6,5,6,34,18,7,7,2,4,5,6
총범죄,환경범죄,소계,유흥접객업소,47,33,53,56,67,63,71,74,190,4,2,4
총범죄,환경범죄,소계,사무실,60,66,634,102,110,144,171,161,173,140,168,111
총범죄,환경범죄,소계,공장,531,628,961,739,699,814,846,751,818,694,832,581
총범죄,환경범죄,소계,공사장광산,175,160,258,184,177,347,422,430,448,368,262,270
총범죄,환경범죄,소계,창고,69,8,10,15,10,13,11,10,31,26,24,17
총범죄,환경범죄,소계,역대합실,33,43,19,10,11,18,16,15,5,3,6,12
총범죄,환경범죄,소계,지하철,-,-,-,-,-,-,-,-,-,-,1,-
총범죄,환경범죄,소계,기타교통수단내,12,19,18,10,25,11,13,8,20,10,18,146
총범죄,환경범죄,소계,흥행장,4,1,7,3,-,3,4,5,9,3,13,8
총범죄,환경범죄,소계,유원지,-,5,1,1,1,3,3,10,4,4,5,5
총범죄,환경범죄,소계,학교,1,6,4,1,1,4,1,4,2,3,2,3
총범죄,환경범죄,소계,금융기관,-,1,-,-,-,-,-,-,-,-,-,-
총범죄,환경범죄,소계,의료기관,1,5,12,72,41,10,13,13,21,8,7,9
총범죄,환경범죄,소계,종교기관,1,1,3,-,-,-,2,1,2,-,1,-
총범죄,환경범죄,소계,산야,366,198,253,201,224,244,261,275,326,305,228,204
총범죄,환경범죄,소계,해상,224,705,321,205,543,1508,1637,633,324,389,170,183
총범죄,환경범죄,소계,부대,-,1,-,-,-,1,2,-,1,2,-,-
총범죄,환경범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,환경범죄,소계,공지,29,28,11,12,11,20,20,19,27,10,13,15
총범죄,환경범죄,소계,주차장,1,2,4,4,3,9,3,8,7,7,9,2
총범죄,환경범죄,소계,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,환경범죄,소계,PC방,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,환경범죄,소계,기타,759,929,1165,604,655,724,902,1868,847,942,1207,1198
총범죄,교통범죄,소계,아파트 연립다세대,134,80,134,105,124,96,80,101,104,114,105,106
총범죄,교통범죄,소계,단독주택,40,18,33,34,41,40,36,34,27,45,38,37
총범죄,교통범죄,소계,고속도로,2133,3052,2519,2578,2727,3516,4881,4408,5163,4154,5327,7471
총범죄,교통범죄,소계,노상,524351,526938,567776,562472,584632,587582,488787,401095,369771,342058,300530,230183
총범죄,교통범죄,소계,백화점,-,2,2,1,-,1,-,1,-,-,1,-
총범죄,교통범죄,소계,슈퍼마켓,6,3,4,3,3,5,3,2,2,1,1,2
총범죄,교통범죄,소계,편의점,2,3,1,1,5,5,3,3,6,4,4,3
총범죄,교통범죄,소계,대형할인매장,2,1,1,1,-,-,-,3,2,1,-,-
총범죄,교통범죄,소계,상점,42,32,58,38,45,39,30,32,42,29,36,48
총범죄,교통범죄,소계,시장노점,62,40,44,55,102,80,55,103,91,59,79,53
총범죄,교통범죄,소계,숙박업소 목욕탕,10,9,8,6,10,4,4,10,5,4,7,7
총범죄,교통범죄,소계,유흥접객업소,15,8,15,5,11,9,7,8,10,19,14,14
총범죄,교통범죄,소계,사무실,161,69,79,76,191,83,56,73,76,63,74,76
총범죄,교통범죄,소계,공장,8,7,17,14,16,7,8,110,28,31,9,10
총범죄,교통범죄,소계,공사장광산,14,19,25,30,20,19,33,30,18,23,21,21
총범죄,교통범죄,소계,창고,2,-,3,1,3,2,2,6,5,2,3,1
총범죄,교통범죄,소계,역대합실,23,23,14,14,16,16,9,11,9,39,7,10
총범죄,교통범죄,소계,지하철,-,-,-,-,-,1,-,-,1,1,-,4
총범죄,교통범죄,소계,기타교통수단내,77,49,49,39,47,56,51,77,91,60,63,62
총범죄,교통범죄,소계,흥행장,-,4,2,2,-,4,5,6,-,3,4,3
총범죄,교통범죄,소계,유원지,9,6,11,12,14,5,12,8,10,13,9,6
총범죄,교통범죄,소계,학교,20,8,9,10,9,3,2,9,11,6,4,6
총범죄,교통범죄,소계,금융기관,-,2,-,2,-,1,-,1,-,1,1,-
총범죄,교통범죄,소계,의료기관,23,11,11,14,16,12,9,11,7,11,3,7
총범죄,교통범죄,소계,종교기관,5,1,4,2,4,-,3,4,1,3,3,1
총범죄,교통범죄,소계,산야,39,26,40,49,63,60,48,54,44,49,56,51
총범죄,교통범죄,소계,해상,228,179,114,100,118,97,103,213,125,119,132,64
총범죄,교통범죄,소계,부대,1,-,1,-,2,-,-,-,-,3,1,-
총범죄,교통범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,교통범죄,소계,공지,8,6,4,3,4,6,4,4,3,4,1,3
총범죄,교통범죄,소계,주차장,706,952,1593,1617,1901,1592,1115,797,768,826,769,692
총범죄,교통범죄,소계,공중화장실,-,-,1,-,-,-,1,-,1,-,-,-
총범죄,교통범죄,소계,PC방,6,-,-,-,-,-,-,-,-,-,-,-
총범죄,교통범죄,소계,기타,8040,11236,881,6209,6541,7060,5815,1157,933,980,1332,2088
총범죄,노동범죄,소계,아파트 연립다세대,13,20,18,10,4,7,16,12,3,8,3,2
총범죄,노동범죄,소계,단독주택,29,27,20,12,3,27,10,19,12,8,5,1
총범죄,노동범죄,소계,고속도로,-,-,1,-,-,-,-,-,-,-,-,1
총범죄,노동범죄,소계,노상,137,102,109,76,108,57,58,58,40,23,21,26
총범죄,노동범죄,소계,백화점,-,-,-,-,-,1,-,2,-,-,-,-
총범죄,노동범죄,소계,슈퍼마켓,1,-,-,1,-,-,5,4,-,-,-,-
총범죄,노동범죄,소계,편의점,-,2,2,4,3,5,3,2,2,1,1,3
총범죄,노동범죄,소계,대형할인매장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,노동범죄,소계,상점,8,43,2,4,4,6,11,9,4,4,1,5
총범죄,노동범죄,소계,시장노점,13,7,9,8,4,8,3,4,2,1,4,2
총범죄,노동범죄,소계,숙박업소 목욕탕,7,1,8,13,4,9,6,5,5,3,10,2
총범죄,노동범죄,소계,유흥접객업소,355,216,282,154,167,166,141,155,127,53,44,37
총범죄,노동범죄,소계,사무실,499,481,538,424,529,1571,1956,615,126,98,134,124
총범죄,노동범죄,소계,공장,42,33,31,93,42,45,72,34,14,13,19,14
총범죄,노동범죄,소계,공사장광산,8,17,18,21,23,51,56,25,11,7,7,6
총범죄,노동범죄,소계,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,노동범죄,소계,역대합실,48,2,401,326,2,4,-,4,1,1,-,-
총범죄,노동범죄,소계,지하철,-,-,-,-,-,-,-,-,-,-,1,-
총범죄,노동범죄,소계,기타교통수단내,13,17,22,1,2,6,10,5,7,9,1,10
총범죄,노동범죄,소계,흥행장,2,2,-,-,1,-,6,-,-,-,-,1
총범죄,노동범죄,소계,유원지,-,-,-,-,-,-,-,2,-,-,-,-
총범죄,노동범죄,소계,학교,1,3,2,3,2,-,-,4,3,1,4,-
총범죄,노동범죄,소계,금융기관,1,2,-,1,1,2,1,-,-,-,-,-
총범죄,노동범죄,소계,의료기관,1,2,4,3,6,5,10,4,3,2,3,3
총범죄,노동범죄,소계,종교기관,1,-,1,-,-,-,1,-,-,1,-,-
총범죄,노동범죄,소계,산야,6,2,2,2,2,4,1,14,8,2,3,6
총범죄,노동범죄,소계,해상,3,14,11,3,6,69,8,13,460,14,4,277
총범죄,노동범죄,소계,부대,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,노동범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,1,-,-
총범죄,노동범죄,소계,공지,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,노동범죄,소계,주차장,3,-,-,-,1,1,1,-,-,-,-,-
총범죄,노동범죄,소계,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,노동범죄,소계,PC방,5,18,1,-,-,-,2,-,-,-,-,-
총범죄,노동범죄,소계,기타,388,380,239,149,231,413,485,893,147,106,141,194
총범죄,안보범죄,소계,아파트 연립다세대,10,8,5,6,3,7,4,6,6,3,2,3
총범죄,안보범죄,소계,단독주택,18,13,9,9,10,4,14,5,8,7,6,7
총범죄,안보범죄,소계,고속도로,-,-,-,-,-,-,-,-,-,-,-,1
총범죄,안보범죄,소계,노상,14,4,19,7,25,11,10,15,33,42,32,30
총범죄,안보범죄,소계,백화점,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,슈퍼마켓,-,1,-,1,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,편의점,-,-,-,-,1,-,-,-,-,-,1,1
총범죄,안보범죄,소계,대형할인매장,-,-,-,-,1,-,-,-,-,-,-,-
총범죄,안보범죄,소계,상점,1,-,-,1,-,-,-,1,-,1,-,1
총범죄,안보범죄,소계,시장노점,-,-,-,-,-,-,1,-,-,-,-,-
총범죄,안보범죄,소계,숙박업소 목욕탕,-,4,2,-,3,1,-,2,-,-,3,3
총범죄,안보범죄,소계,유흥접객업소,3,-,2,3,2,1,2,1,2,1,4,3
총범죄,안보범죄,소계,사무실,14,19,18,14,15,22,20,7,27,56,49,76
총범죄,안보범죄,소계,공장,-,-,-,1,-,1,-,-,-,-,2,-
총범죄,안보범죄,소계,공사장광산,-,-,-,1,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,역대합실,2,-,4,2,2,-,-,1,-,2,-,1
총범죄,안보범죄,소계,지하철,1,-,-,-,-,-,-,-,-,-,-,1
총범죄,안보범죄,소계,기타교통수단내,1,1,-,-,-,1,-,-,-,-,2,1
총범죄,안보범죄,소계,흥행장,-,-,-,-,-,-,-,-,-,1,-,-
총범죄,안보범죄,소계,유원지,-,-,-,-,-,-,2,1,-,-,-,-
총범죄,안보범죄,소계,학교,5,3,6,-,2,2,2,1,-,-,1,1
총범죄,안보범죄,소계,금융기관,-,-,-,-,-,-,-,1,-,3,3,3
총범죄,안보범죄,소계,의료기관,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,종교기관,-,-,2,-,1,-,1,3,-,1,-,3
총범죄,안보범죄,소계,산야,-,-,-,1,-,-,-,-,2,-,-,-
총범죄,안보범죄,소계,해상,-,-,1,-,-,-,-,-,-,-,1,-
총범죄,안보범죄,소계,부대,1,-,-,1,-,1,3,1,-,-,-,-
총범죄,안보범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,공지,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,주차장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,안보범죄,소계,PC방,4,3,3,1,1,2,3,1,-,-,1,-
총범죄,안보범죄,소계,기타,57,53,64,36,55,28,36,23,91,99,99,84
총범죄,선거범죄,소계,아파트 연립다세대,9,37,14,101,5,26,8,58,7,17,6,79
총범죄,선거범죄,소계,단독주택,13,31,15,76,141,26,18,70,79,19,6,76
총범죄,선거범죄,소계,고속도로,-,-,-,-,-,-,-,1,-,-,-,-
총범죄,선거범죄,소계,노상,31,292,136,358,102,202,256,421,85,264,101,999
총범죄,선거범죄,소계,백화점,-,1,-,1,-,2,-,-,-,-,-,-
총범죄,선거범죄,소계,슈퍼마켓,-,1,-,1,1,-,-,3,-,-,-,2
총범죄,선거범죄,소계,편의점,-,-,-,1,-,-,-,-,-,-,-,1
총범죄,선거범죄,소계,대형할인매장,-,1,-,-,-,-,-,-,-,-,-,1
총범죄,선거범죄,소계,상점,-,8,2,19,6,8,2,13,4,3,3,7
총범죄,선거범죄,소계,시장노점,4,18,2,18,8,10,8,16,2,15,-,19
총범죄,선거범죄,소계,숙박업소 목욕탕,1,6,1,6,4,3,1,8,-,1,-,3
총범죄,선거범죄,소계,유흥접객업소,14,89,13,121,59,66,10,129,53,36,7,71
총범죄,선거범죄,소계,사무실,62,353,83,591,186,294,125,508,164,181,54,527
총범죄,선거범죄,소계,공장,-,-,-,3,-,1,-,2,1,-,-,-
총범죄,선거범죄,소계,공사장광산,-,2,-,-,-,-,-,-,-,-,-,-
총범죄,선거범죄,소계,창고,-,-,-,-,2,-,1,1,1,-,-,1
총범죄,선거범죄,소계,역대합실,1,10,1,4,1,8,5,4,-,13,1,12
총범죄,선거범죄,소계,지하철,-,2,-,1,-,4,-,1,-,1,-,2
총범죄,선거범죄,소계,기타교통수단내,-,4,1,3,4,2,2,1,4,1,-,2
총범죄,선거범죄,소계,흥행장,1,1,1,5,1,2,-,10,1,1,1,6
총범죄,선거범죄,소계,유원지,2,4,3,18,5,6,4,16,4,9,-,20
총범죄,선거범죄,소계,학교,2,21,12,12,2,12,20,11,2,11,1,27
총범죄,선거범죄,소계,금융기관,4,5,2,14,24,4,1,7,16,1,1,1
총범죄,선거범죄,소계,의료기관,-,7,2,2,6,2,2,1,6,2,-,1
총범죄,선거범죄,소계,종교기관,1,8,1,18,3,9,3,10,5,35,3,17
총범죄,선거범죄,소계,산야,-,2,-,2,6,2,2,-,3,-,-,1
총범죄,선거범죄,소계,해상,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,선거범죄,소계,부대,-,1,-,-,-,-,-,-,-,-,-,-
총범죄,선거범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,선거범죄,소계,공지,-,-,1,-,1,-,-,-,-,-,-,-
총범죄,선거범죄,소계,주차장,3,6,-,7,-,1,-,5,4,4,-,10
총범죄,선거범죄,소계,공중화장실,-,-,-,-,-,1,-,-,-,-,-,1
총범죄,선거범죄,소계,PC방,4,7,1,1,-,-,-,1,-,-,-,-
총범죄,선거범죄,소계,기타,60,345,107,491,193,327,172,600,170,215,90,1083
총범죄,병역범죄,소계,아파트 연립다세대,1511,1692,2004,1725,1595,1468,1505,1367,1373,345,128,317
총범죄,병역범죄,소계,단독주택,5216,5327,6044,4789,4267,3663,3344,3083,2441,672,244,411
총범죄,병역범죄,소계,고속도로,-,1,-,-,4,1,-,-,-,-,1,-
총범죄,병역범죄,소계,노상,628,619,776,723,551,511,568,572,463,148,76,212
총범죄,병역범죄,소계,백화점,1,-,-,1,-,-,-,-,1,-,-,-
총범죄,병역범죄,소계,슈퍼마켓,-,2,2,-,-,-,-,1,-,-,-,-
총범죄,병역범죄,소계,편의점,-,-,-,1,-,-,-,-,-,-,-,-
총범죄,병역범죄,소계,대형할인매장,-,1,-,-,-,-,-,-,-,-,-,-
총범죄,병역범죄,소계,상점,8,20,27,43,25,16,18,11,12,4,1,21
총범죄,병역범죄,소계,시장노점,5,10,8,8,7,3,4,5,5,1,-,3
총범죄,병역범죄,소계,숙박업소 목욕탕,88,40,59,62,30,53,50,69,33,10,5,22
총범죄,병역범죄,소계,유흥접객업소,8,10,7,5,7,3,3,3,4,2,-,-
총범죄,병역범죄,소계,사무실,1634,1917,1978,1967,1555,1454,1252,1183,1123,426,248,352
총범죄,병역범죄,소계,공장,10,2,6,1,4,2,6,8,6,1,5,2
총범죄,병역범죄,소계,공사장광산,-,1,1,-,-,-,1,1,-,-,-,-
총범죄,병역범죄,소계,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,병역범죄,소계,역대합실,7,9,16,9,16,11,10,11,3,1,3,5
총범죄,병역범죄,소계,지하철,2,4,4,1,2,-,1,3,3,1,1,-
총범죄,병역범죄,소계,기타교통수단내,3,1,2,4,1,-,-,-,-,1,1,2
총범죄,병역범죄,소계,흥행장,-,5,9,13,2,2,5,6,3,-,-,1
총범죄,병역범죄,소계,유원지,49,88,72,59,66,40,47,43,54,9,6,6
총범죄,병역범죄,소계,학교,18,17,24,15,6,19,16,15,15,8,10,15
총범죄,병역범죄,소계,금융기관,9,4,6,1,-,1,-,2,1,-,-,-
총범죄,병역범죄,소계,의료기관,15,13,24,15,28,11,10,12,6,3,4,7
총범죄,병역범죄,소계,종교기관,3,2,1,5,1,1,2,3,-,-,-,-
총범죄,병역범죄,소계,산야,27,25,37,25,18,10,8,7,8,-,1,-
총범죄,병역범죄,소계,해상,-,-,-,-,-,-,-,-,-,1,-,-
총범죄,병역범죄,소계,부대,4296,4476,5679,4255,3433,2945,2508,2369,1941,401,76,405
총범죄,병역범죄,소계,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,병역범죄,소계,공지,16,9,13,7,1,1,10,8,8,3,-,1
총범죄,병역범죄,소계,주차장,-,1,1,-,1,-,-,1,1,-,-,-
총범죄,병역범죄,소계,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,병역범죄,소계,PC방,12,7,2,-,2,2,2,-,-,-,-,-
총범죄,병역범죄,소계,기타,7021,8840,9371,7815,7104,6434,5957,5488,5208,1808,1013,2856
총범죄,기타범죄,소계,아파트 연립다세대,6648,6823,9317,9563,10490,13056,12270,14476,16672,17930,23270,25525
총범죄,기타범죄,소계,단독주택,9458,9327,11368,10863,12185,12469,12239,14420,15780,15522,16456,16484
총범죄,기타범죄,소계,고속도로,2201,644,415,1078,931,640,981,987,930,1267,1225,1195
총범죄,기타범죄,소계,노상,23074,22006,32554,32824,37658,65372,51045,41158,42567,43020,44243,48616
총범죄,기타범죄,소계,백화점,54,47,58,67,49,66,75,81,96,94,77,96
총범죄,기타범죄,소계,슈퍼마켓,852,588,968,650,633,637,636,835,819,687,588,569
총범죄,기타범죄,소계,편의점,696,716,1398,1267,1548,1695,1685,2021,1999,1925,1871,2150
총범죄,기타범죄,소계,대형할인매장,55,48,61,88,66,59,55,54,59,68,67,82
총범죄,기타범죄,소계,상점,4742,2963,4236,3297,3388,2959,3109,3314,3559,3224,2620,2849
총범죄,기타범죄,소계,시장노점,1981,1494,2243,2029,1996,1722,1730,1920,1818,1548,1336,1400
총범죄,기타범죄,소계,숙박업소 목욕탕,2691,1872,2566,2135,2063,4754,3782,3386,2991,2535,2766,2742
총범죄,기타범죄,소계,유흥접객업소,18173,13851,19425,16076,15015,15951,15373,18242,18298,14713,11028,13059
총범죄,기타범죄,소계,사무실,20015,19888,24272,23997,24095,24860,24109,25287,26264,23364,20274,19087
총범죄,기타범죄,소계,공장,4942,3759,3592,2563,2664,2301,2878,2870,2486,2210,1742,1542
총범죄,기타범죄,소계,공사장광산,1164,1225,2238,1186,1313,1825,2350,2012,1552,1323,1067,1178
총범죄,기타범죄,소계,창고,724,478,1085,495,1145,759,487,508,536,463,338,2130
총범죄,기타범죄,소계,역대합실,2592,774,5387,1890,2152,680,1193,1189,2059,1919,3218,4599
총범죄,기타범죄,소계,지하철,42,71,92,86,172,128,107,182,198,197,173,217
총범죄,기타범죄,소계,기타교통수단내,2186,2531,3090,536,1079,1452,1770,1166,3299,1006,1743,2972
총범죄,기타범죄,소계,흥행장,575,590,471,368,378,250,322,290,325,303,259,344
총범죄,기타범죄,소계,유원지,468,399,587,543,674,641,676,712,814,874,737,896
총범죄,기타범죄,소계,학교,630,864,1106,970,1098,1159,1302,1685,1881,1493,1759,2171
총범죄,기타범죄,소계,금융기관,240,255,392,322,558,605,530,454,407,264,209,225
총범죄,기타범죄,소계,의료기관,1339,1531,1585,1645,1811,1869,1850,2051,2248,2081,1826,2112
총범죄,기타범죄,소계,종교기관,509,464,661,513,479,488,534,855,822,566,510,413
총범죄,기타범죄,소계,산야,2619,2581,2671,2755,2974,2970,3403,3070,3240,2842,2782,2515
총범죄,기타범죄,소계,해상,13164,10877,14135,4723,13998,13249,12878,14077,18902,24156,15713,20344
총범죄,기타범죄,소계,부대,28,25,40,47,48,71,80,104,137,131,125,325
총범죄,기타범죄,소계,구금장소,3,7,13,17,20,21,30,36,24,28,33,32
총범죄,기타범죄,소계,공지,318,192,160,141,131,74,95,109,122,90,72,72
총범죄,기타범죄,소계,주차장,1299,1425,1310,1236,1414,1827,1724,1540,1662,1673,1791,2115
