대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,부정경쟁방지법,소계,고등학교,졸업,162,98,74,117,97,140,79,94,32,30,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년미만),재중,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년미만),중퇴,2,4,1,-,2,1,1,1,1,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년미만),졸업,18,8,10,13,20,27,14,13,9,12,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년이상),재중,2,-,-,2,-,1,1,2,1,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년이상),중퇴,6,5,2,5,5,3,6,4,3,2,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학(4년이상),졸업,36,44,18,32,33,37,27,62,22,23,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,대학원,소계,1,3,2,2,3,1,6,5,7,2,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,기타,소계,1,1,-,1,-,1,-,1,2,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,미상,소계,4,2,3,9,15,483,2,2,4,5,-,-,-,-,-,-,-
특별법범,부정수표단속법,소계,불취학,소계,191,316,261,201,303,164,94,76,68,51,92,61,55,40,22,12,10
특별법범,부정수표단속법,소계,초등학교,재중,5,13,13,6,13,6,5,3,3,1,2,1,-,-,-,-,1
특별법범,부정수표단속법,소계,초등학교,중퇴,174,290,289,257,349,234,109,104,82,71,80,49,30,13,14,11,20
특별법범,부정수표단속법,소계,초등학교,졸업,2840,4119,3983,3246,4746,2257,1104,762,685,768,965,579,291,238,145,191,181
특별법범,부정수표단속법,소계,중학교,재중,19,29,30,39,27,6,5,1,11,1,-,-,5,1,1,-,2
특별법범,부정수표단속법,소계,중학교,중퇴,521,752,796,674,1089,514,281,179,167,181,227,112,81,46,20,53,28
특별법범,부정수표단속법,소계,중학교,졸업,4446,6055,5791,4696,6881,3199,1456,1049,810,976,1267,685,427,328,256,375,189
특별법범,부정수표단속법,소계,고등학교,재중,31,54,53,40,31,13,3,3,2,5,2,1,4,8,-,6,3
특별법범,부정수표단속법,소계,고등학교,중퇴,726,1055,1038,914,1416,700,369,253,239,326,331,165,102,90,91,97,49
특별법범,부정수표단속법,소계,고등학교,졸업,18361,23863,21977,18023,24954,12735,5842,4416,3372,4405,5347,3397,2568,1890,2008,2252,1211
특별법범,부정수표단속법,소계,대학(4년미만),재중,22,50,43,39,107,56,9,28,26,8,5,6,8,1,-,5,2
특별법범,부정수표단속법,소계,대학(4년미만),중퇴,170,242,231,189,336,128,82,90,77,53,51,28,17,8,17,17,14
특별법범,부정수표단속법,소계,대학(4년미만),졸업,1859,2369,2375,1840,2933,1486,698,598,481,568,627,424,321,293,248,300,193
특별법범,부정수표단속법,소계,대학(4년이상),재중,65,64,68,63,99,56,26,23,18,33,29,17,18,8,3,8,5
특별법범,부정수표단속법,소계,대학(4년이상),중퇴,1040,1191,1162,964,1286,661,382,288,222,245,267,120,85,79,60,63,36
특별법범,부정수표단속법,소계,대학(4년이상),졸업,5528,6797,6073,5135,7462,4013,2110,1598,1207,1394,1459,1057,653,590,504,586,373
특별법범,부정수표단속법,소계,대학원,소계,571,629,600,526,820,488,264,209,147,160,201,81,53,44,42,61,70
특별법범,부정수표단속법,소계,기타,소계,421,1139,1053,662,587,275,244,244,194,201,237,93,147,79,105,58,59
특별법범,부정수표단속법,소계,미상,소계,6261,7472,7471,7985,10210,4647,2690,2363,1942,2635,11163,7169,6173,4730,4902,5321,3453
특별법범,사격 및 사격장단속법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,초등학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,중학교,졸업,-,2,-,-,-,-,-,1,-,-,2,1,1,-,-,-,-
특별법범,사격 및 사격장단속법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,고등학교,졸업,-,2,-,-,-,-,-,-,-,-,3,1,-,1,1,2,2
특별법범,사격 및 사격장단속법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,사격 및 사격장단속법,소계,대학(4년미만),졸업,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-
특별법범,사격 및 사격장단속법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,대학(4년이상),졸업,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
특별법범,사격 및 사격장단속법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사격 및 사격장단속법,소계,미상,소계,-,-,-,-,-,690,-,-,-,-,-,-,1,-,-,1,2
특별법범,사설강습소에 관한법률,소계,고등학교,졸업,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사설강습소에 관한법률,소계,대학(4년이상),졸업,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,사설강습소에 관한법률,소계,미상,소계,-,-,-,-,-,604,-,-,-,-,-,-,-,-,-,-,-
특별법범,사행행위등 규제 및 처벌특례법,소계,불취학,소계,4,3,2,3,3,7,1,-,1,1,14,12,14,10,16,14,16
특별법범,사행행위등 규제 및 처벌특례법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
특별법범,사행행위등 규제 및 처벌특례법,소계,초등학교,중퇴,5,1,5,3,6,7,1,-,1,-,14,13,11,28,26,23,25
특별법범,사행행위등 규제 및 처벌특례법,소계,초등학교,졸업,70,27,26,28,29,41,5,4,5,3,111,106,128,167,191,184,168
특별법범,사행행위등 규제 및 처벌특례법,소계,중학교,재중,-,1,-,1,1,-,-,-,-,-,-,-,2,1,-,-,-
특별법범,사행행위등 규제 및 처벌특례법,소계,중학교,중퇴,10,5,6,4,6,4,4,-,3,3,17,25,43,83,103,89,88
특별법범,사행행위등 규제 및 처벌특례법,소계,중학교,졸업,66,19,29,18,31,47,3,6,7,9,186,133,251,366,455,468,364
특별법범,사행행위등 규제 및 처벌특례법,소계,고등학교,재중,3,-,-,-,1,1,1,-,-,-,1,-,2,5,4,3,2
특별법범,사행행위등 규제 및 처벌특례법,소계,고등학교,중퇴,14,7,12,3,6,16,1,1,2,4,64,41,96,186,215,189,184
특별법범,사행행위등 규제 및 처벌특례법,소계,고등학교,졸업,156,52,96,88,86,137,26,22,11,17,633,554,1976,2846,3806,4143,3202
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년미만),재중,-,-,-,-,1,1,1,-,-,-,1,1,19,36,47,41,14
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년미만),중퇴,2,-,4,-,5,1,1,-,-,1,8,4,27,23,56,51,32
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년미만),졸업,10,3,7,6,7,11,2,1,1,2,70,49,175,202,402,404,317
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년이상),재중,1,-,-,-,-,-,-,-,1,-,3,4,40,73,151,94,51
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년이상),중퇴,5,2,2,1,3,6,1,-,1,-,12,12,41,68,61,77,88
특별법범,사행행위등 규제 및 처벌특례법,소계,대학(4년이상),졸업,11,3,8,3,4,7,3,1,1,2,81,74,193,236,244,341,362
특별법범,사행행위등 규제 및 처벌특례법,소계,대학원,소계,2,-,-,-,-,-,-,-,-,-,1,2,9,6,10,8,27
특별법범,사행행위등 규제 및 처벌특례법,소계,기타,소계,2,1,1,1,-,-,-,-,-,-,20,17,220,116,202,159,110
특별법범,사행행위등 규제 및 처벌특례법,소계,미상,소계,3,2,1,6,21,80,-,-,-,2,85,87,516,699,1054,1500,865
특별법범,산림법,소계,불취학,소계,39,48,20,19,33,39,50,48,48,31,30,21,15,2,-,1,-
특별법범,산림법,소계,초등학교,재중,1,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-
특별법범,산림법,소계,초등학교,중퇴,15,13,16,16,15,29,32,31,24,20,17,13,3,-,-,1,-
특별법범,산림법,소계,초등학교,졸업,109,104,76,74,96,138,171,124,111,113,117,82,49,8,7,-,2
특별법범,산림법,소계,중학교,재중,2,1,-,5,-,-,1,4,-,-,1,1,-,-,-,-,-
특별법범,산림법,소계,중학교,중퇴,7,10,3,9,14,12,28,33,21,11,12,7,5,1,-,1,-
특별법범,산림법,소계,중학교,졸업,49,38,46,35,42,94,112,71,73,70,61,66,35,4,1,2,-
특별법범,산림법,소계,고등학교,재중,4,-,1,1,1,-,2,2,-,-,2,2,-,-,-,-,-
특별법범,산림법,소계,고등학교,중퇴,8,4,7,11,4,17,11,18,18,14,20,4,9,-,-,-,-
특별법범,산림법,소계,고등학교,졸업,116,126,121,120,95,172,214,204,214,159,137,113,97,20,5,10,5
특별법범,산림법,소계,대학(4년미만),재중,-,-,-,2,-,2,4,3,-,-,1,-,-,-,-,-,-
특별법범,산림법,소계,대학(4년미만),중퇴,1,-,-,-,-,1,1,2,2,2,1,1,-,-,-,-,-
특별법범,산림법,소계,대학(4년미만),졸업,11,6,9,16,7,18,24,24,23,26,11,15,13,2,-,-,-
특별법범,산림법,소계,대학(4년이상),재중,3,-,1,2,1,-,2,1,4,1,1,1,1,-,-,-,-
특별법범,산림법,소계,대학(4년이상),중퇴,6,5,4,4,7,7,13,15,12,11,10,5,2,-,-,-,-
특별법범,산림법,소계,대학(4년이상),졸업,48,40,35,47,43,83,86,67,80,89,55,34,28,3,2,6,1
특별법범,산림법,소계,대학원,소계,4,8,9,10,14,6,11,13,15,12,6,9,4,1,-,-,1
특별법범,산림법,소계,기타,소계,2,1,4,2,1,3,3,4,5,-,10,4,4,-,-,-,-
특별법범,산림법,소계,미상,소계,8,7,15,14,27,66,27,22,16,23,88,69,96,24,27,30,2
특별법범,산업안전보건법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,1,-,2,-,-,1,1,-
특별법범,산업안전보건법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,초등학교,중퇴,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,초등학교,졸업,7,3,-,2,2,1,6,6,3,2,2,1,-,-,-,1,-
특별법범,산업안전보건법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,중학교,중퇴,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
특별법범,산업안전보건법,소계,중학교,졸업,3,9,1,6,-,2,7,7,5,1,1,-,1,-,1,1,1
특별법범,산업안전보건법,소계,고등학교,재중,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,고등학교,중퇴,1,3,-,-,-,-,3,4,1,-,2,2,1,-,-,-,-
특별법범,산업안전보건법,소계,고등학교,졸업,10,17,9,15,8,15,18,13,15,11,10,15,1,3,9,7,2
특별법범,산업안전보건법,소계,대학(4년미만),재중,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,대학(4년미만),중퇴,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,대학(4년미만),졸업,4,5,5,6,6,5,2,3,4,3,2,2,-,-,2,2,-
특별법범,산업안전보건법,소계,대학(4년이상),재중,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,산업안전보건법,소계,대학(4년이상),중퇴,-,2,-,-,-,-,1,1,4,-,1,-,-,-,-,1,-
특별법범,산업안전보건법,소계,대학(4년이상),졸업,13,21,9,20,9,11,21,13,21,14,7,3,4,4,3,4,1
특별법범,산업안전보건법,소계,대학원,소계,2,1,2,3,-,-,1,-,1,2,1,1,-,-,1,-,-
특별법범,산업안전보건법,소계,기타,소계,-,-,-,1,-,-,1,1,-,-,-,-,1,-,1,-,-
특별법범,산업안전보건법,소계,미상,소계,-,5,2,4,5,1338,-,1,-,4,11,12,9,1,4,20,30
특별법범,상법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-
특별법범,상법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상법,소계,초등학교,중퇴,-,-,-,1,-,-,-,-,3,-,1,2,-,-,-,1,-
특별법범,상법,소계,초등학교,졸업,1,3,-,1,3,2,13,3,5,14,6,16,1,5,1,2,3
특별법범,상법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상법,소계,중학교,중퇴,1,-,-,1,-,-,2,1,-,4,-,2,5,1,1,1,4
특별법범,상법,소계,중학교,졸업,3,5,5,6,4,3,9,1,6,10,8,12,4,10,3,4,4
특별법범,상법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상법,소계,고등학교,중퇴,-,-,-,1,2,-,2,1,5,11,-,4,2,4,1,1,5
특별법범,상법,소계,고등학교,졸업,9,3,13,28,25,7,64,23,58,112,27,56,54,36,35,38,61
특별법범,상법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,4,1
특별법범,상법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,2,-,1,5,1,1,-,-,1,1,-
특별법범,상법,소계,대학(4년미만),졸업,1,-,-,-,9,-,11,11,9,33,2,36,11,7,1,11,12
특별법범,상법,소계,대학(4년이상),재중,-,1,-,-,-,-,-,-,2,1,-,4,2,1,1,-,2
특별법범,상법,소계,대학(4년이상),중퇴,1,1,-,1,3,2,5,1,8,6,-,6,1,3,4,1,1
특별법범,상법,소계,대학(4년이상),졸업,9,2,7,9,4,9,35,18,51,56,16,77,45,21,20,21,47
특별법범,상법,소계,대학원,소계,1,4,2,1,1,-,4,5,9,5,3,3,1,4,2,4,8
특별법범,상법,소계,기타,소계,-,-,-,1,-,-,1,-,6,1,2,2,7,-,-,1,-
특별법범,상법,소계,미상,소계,-,1,-,4,2,32,2,1,4,6,38,84,37,29,38,53,78
특별법범,상표법,소계,불취학,소계,4,4,2,8,6,19,8,30,29,14,36,11,35,5,15,20,31
특별법범,상표법,소계,초등학교,재중,-,-,-,-,1,-,-,-,1,2,1,-,-,-,-,1,-
특별법범,상표법,소계,초등학교,중퇴,7,6,10,6,8,21,14,19,25,19,34,15,45,17,27,34,31
특별법범,상표법,소계,초등학교,졸업,54,55,49,84,82,171,141,222,209,166,347,86,279,86,220,190,165
특별법범,상표법,소계,중학교,재중,-,-,1,1,1,-,-,1,1,-,-,-,-,2,1,-,-
특별법범,상표법,소계,중학교,중퇴,6,10,4,14,16,42,27,36,62,41,51,22,49,25,39,46,44
특별법범,상표법,소계,중학교,졸업,65,55,61,73,83,188,176,253,238,209,382,139,405,142,371,279,237
특별법범,상표법,소계,고등학교,재중,-,-,-,-,1,1,1,-,1,4,3,-,7,11,9,5,4
특별법범,상표법,소계,고등학교,중퇴,8,12,10,20,16,37,30,51,72,58,91,34,91,42,62,70,78
특별법범,상표법,소계,고등학교,졸업,159,164,202,287,285,891,689,1039,1314,1066,1960,731,3007,1023,2633,2330,1747
특별법범,상표법,소계,대학(4년미만),재중,-,-,-,1,1,2,2,8,13,11,7,5,7,13,11,13,2
특별법범,상표법,소계,대학(4년미만),중퇴,3,3,1,5,6,6,10,18,32,27,29,12,32,28,25,21,14
특별법범,상표법,소계,대학(4년미만),졸업,9,21,15,18,32,109,94,216,260,218,324,122,391,189,313,346,292
특별법범,상표법,소계,대학(4년이상),재중,1,-,2,-,3,11,6,19,39,32,46,22,48,42,62,50,63
특별법범,상표법,소계,대학(4년이상),중퇴,10,12,11,9,15,34,25,42,62,42,70,34,81,42,54,80,85
특별법범,상표법,소계,대학(4년이상),졸업,65,52,53,82,95,247,225,304,369,380,547,231,646,302,569,493,605
특별법범,상표법,소계,대학원,소계,5,5,5,12,12,10,16,16,32,31,33,15,26,19,14,23,36
특별법범,상표법,소계,기타,소계,2,3,2,6,3,2,5,16,21,12,29,5,42,15,34,106,92
특별법범,상표법,소계,미상,소계,13,12,13,14,25,78,36,36,31,88,408,380,892,606,755,713,849
특별법범,상품권법,소계,초등학교,졸업,-,-,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,중학교,중퇴,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,중학교,졸업,1,2,6,-,1,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,고등학교,중퇴,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,고등학교,졸업,2,3,14,10,2,3,-,1,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,대학(4년미만),중퇴,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,대학(4년미만),졸업,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,대학(4년이상),중퇴,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,대학(4년이상),졸업,3,2,7,6,2,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,대학원,소계,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상품권법,소계,미상,소계,-,-,3,-,1,6478,-,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,불취학,소계,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,초등학교,중퇴,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,초등학교,졸업,2,1,5,8,3,3,2,1,1,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,중학교,재중,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,중학교,중퇴,-,1,1,2,-,4,-,-,2,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,중학교,졸업,-,3,3,15,2,7,5,1,5,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,고등학교,중퇴,1,-,4,5,3,1,-,1,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,고등학교,졸업,7,8,20,57,25,34,35,18,25,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,대학(4년미만),졸업,-,-,1,4,5,2,4,1,5,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,대학(4년이상),재중,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,대학(4년이상),중퇴,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,대학(4년이상),졸업,1,1,4,5,8,15,14,10,24,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,대학원,소계,-,-,2,1,-,1,3,1,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,기타,소계,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-
특별법범,상호신용금고법,소계,미상,소계,-,-,-,-,1,35,4,2,1,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,불취학,소계,1,-,2,1,-,-,2,-,-,-,-,-,-,2,1,-,-
특별법범,새마을금고법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,새마을금고법,소계,초등학교,졸업,8,2,1,3,4,1,3,2,1,2,3,-,-,9,1,-,-
특별법범,새마을금고법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,중학교,중퇴,-,-,1,1,2,-,-,-,-,-,-,-,-,-,1,-,-
특별법범,새마을금고법,소계,중학교,졸업,3,1,4,5,4,7,5,2,-,2,5,2,1,11,3,-,-
특별법범,새마을금고법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,고등학교,중퇴,3,-,-,2,-,-,2,-,-,-,2,-,-,2,-,-,1
특별법범,새마을금고법,소계,고등학교,졸업,17,10,4,23,18,15,12,6,10,5,27,10,6,21,11,5,-
특별법범,새마을금고법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
특별법범,새마을금고법,소계,대학(4년미만),중퇴,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,대학(4년미만),졸업,-,1,3,2,1,4,1,6,1,3,1,1,-,-,1,-,1
특별법범,새마을금고법,소계,대학(4년이상),재중,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,새마을금고법,소계,대학(4년이상),중퇴,1,-,-,3,-,-,-,-,3,-,-,-,-,-,-,-,-
특별법범,새마을금고법,소계,대학(4년이상),졸업,3,4,6,3,9,5,4,5,3,9,3,2,2,1,6,6,-
특별법범,새마을금고법,소계,대학원,소계,1,1,1,1,-,1,1,-,-,-,-,-,-,1,1,-,-
특별법범,새마을금고법,소계,기타,소계,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-
특별법범,새마을금고법,소계,미상,소계,1,-,-,1,1,189,-,3,1,-,5,11,2,11,21,4,9
특별법범,석유 및 석유대체연료사업법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,42,38,27,22,21,17
특별법범,석유 및 석유대체연료사업법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-
특별법범,석유 및 석유대체연료사업법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,53,54,55,10,13,8
특별법범,석유 및 석유대체연료사업법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,332,323,265,134,101,92
특별법범,석유 및 석유대체연료사업법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,석유 및 석유대체연료사업법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,139,167,131,70,45,53
특별법범,석유 및 석유대체연료사업법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,-,453,685,563,294,272,184
특별법범,석유 및 석유대체연료사업법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,3,5,4,4,4,5
