대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
형법범,기타형법범,신용·업무와 경매에 관한 죄,기타도시,139,206,218,149,238,328,279,311,347,386,389,508,597,817,903,1126,917
형법범,기타형법범,신용·업무와 경매에 관한 죄,도시이외,457,388,376,276,385,468,500,498,490,491,486,457,577,710,853,859,757
형법범,기타형법범,신용·업무와 경매에 관한 죄,기타,1,,1,1,,13,109,138,174,192,,,,,,,
형법범,기타형법범,비밀침해죄,서울특별시,,2,1,3,1,2,4,4,4,3,7,1,13,4,5,5,9
형법범,기타형법범,비밀침해죄,부산광역시,,1,,,,1,1,,,,1,,2,2,5,4,2
형법범,기타형법범,비밀침해죄,대구광역시,1,,1,,,1,1,,,,3,1,,2,1,1,2
형법범,기타형법범,비밀침해죄,인천광역시,1,1,,,1,,,1,,,2,1,2,1,1,5,
형법범,기타형법범,비밀침해죄,광주광역시,,,,,,,,,,,,1,,,,1,1
형법범,기타형법범,비밀침해죄,대전광역시,,,1,,,1,,,,,,1,2,1,,,1
형법범,기타형법범,비밀침해죄,울산광역시,,,1,,,,,,,,1,1,1,,,,1
형법범,기타형법범,비밀침해죄,부천시,,,,,,,,,,,,1,,1,,,2
형법범,기타형법범,비밀침해죄,수원시,,,,,,,,,,,,,,1,2,,1
형법범,기타형법범,비밀침해죄,성남시,,1,,1,,,,,,,,,,,,2,
형법범,기타형법범,비밀침해죄,전주시,,,,,,,,,,,,,,1,3,,1
형법범,기타형법범,비밀침해죄,안양시,,,,,,,,,,,1,2,1,,1,2,2
형법범,기타형법범,비밀침해죄,청주시,,,,,,1,,,,,1,1,,,2,1,1
형법범,기타형법범,비밀침해죄,마산시,,,,,,,,,,,,,,,,1,
형법범,기타형법범,비밀침해죄,창원시,,,,,,1,,,,,1,1,,,,1,2
형법범,기타형법범,비밀침해죄,포항시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,비밀침해죄,안산시,,,,1,,,1,,,,,2,,2,1,,
형법범,기타형법범,비밀침해죄,진주시,,,,,,,,,,,,,,,,,2
형법범,기타형법범,비밀침해죄,고양시,,,,,,,,,1,,,1,1,1,,,
형법범,기타형법범,비밀침해죄,제주시,,,,,,,,,,,,,,,,1,
형법범,기타형법범,비밀침해죄,익산시,,,,,,,,,,1,,,1,,,,
형법범,기타형법범,비밀침해죄,천안시,,,,,,,,,,,,,,,,1,
형법범,기타형법범,비밀침해죄,춘천시,,1,,,,,,,,,,,,,,1,
형법범,기타형법범,비밀침해죄,원주시,,,,,,1,,,,,,,,1,,,
형법범,기타형법범,비밀침해죄,평택시,,,,,,,,,,,,,1,1,,1,
형법범,기타형법범,비밀침해죄,경주시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,비밀침해죄,김해시,,,,,,,,,,,,,,1,2,,
형법범,기타형법범,비밀침해죄,순천시,,,,,,,1,,,,,,,,,2,
형법범,기타형법범,비밀침해죄,군포시,,,,,,,,,,,,1,,1,,,
형법범,기타형법범,비밀침해죄,남양주시,,,,,1,,,,,,,,,,,,
형법범,기타형법범,비밀침해죄,충주시,,,,,,,,,,,,1,,,,,
형법범,기타형법범,비밀침해죄,거제시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,비밀침해죄,김천시,,,,,,,,,1,,,,,,,,
형법범,기타형법범,비밀침해죄,정읍시,,,,,,,,,,,,,,,,,1
형법범,기타형법범,비밀침해죄,용인시,,,,,,,,,,,,2,1,,,,
형법범,기타형법범,비밀침해죄,시흥시,,,,,,,,,,,,,,,,1,
형법범,기타형법범,비밀침해죄,파주시,,,,,,,,,,,1,,,1,1,,
형법범,기타형법범,비밀침해죄,양산시,,,,,,,,,,,,,,,,3,
형법범,기타형법범,비밀침해죄,이천시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,비밀침해죄,기타도시,,,,,,,2,,1,1,2,2,1,1,4,2,5
형법범,기타형법범,비밀침해죄,도시이외,3,,3,,1,,1,1,2,,,1,6,1,,3,4
형법범,기타형법범,주거침입의 죄,서울특별시,285,245,477,396,439,508,471,452,406,367,467,494,862,1156,1222,1170,1160
형법범,기타형법범,주거침입의 죄,부산광역시,62,73,80,80,111,114,142,124,81,97,126,157,230,272,363,554,412
형법범,기타형법범,주거침입의 죄,대구광역시,61,46,51,51,97,105,127,98,89,66,94,79,169,213,236,225,206
형법범,기타형법범,주거침입의 죄,인천광역시,57,60,61,42,81,92,112,129,112,112,103,130,222,248,262,235,243
형법범,기타형법범,주거침입의 죄,광주광역시,42,27,44,50,58,64,98,87,92,66,61,86,169,150,188,185,175
형법범,기타형법범,주거침입의 죄,대전광역시,25,19,28,29,38,43,41,43,45,38,39,44,55,77,86,116,94
형법범,기타형법범,주거침입의 죄,울산광역시,21,27,41,32,30,40,21,34,36,39,34,34,68,130,136,137,122
형법범,기타형법범,주거침입의 죄,부천시,9,12,17,18,8,14,40,17,17,21,27,35,104,79,105,117,131
형법범,기타형법범,주거침입의 죄,수원시,21,17,13,12,29,29,59,36,35,41,39,40,97,118,133,148,139
형법범,기타형법범,주거침입의 죄,성남시,56,38,38,45,57,63,23,46,37,39,23,23,67,82,135,132,114
형법범,기타형법범,주거침입의 죄,전주시,16,4,13,19,18,19,23,18,14,14,27,28,39,48,52,42,53
형법범,기타형법범,주거침입의 죄,안양시,7,10,11,13,15,12,12,16,13,16,11,17,44,55,67,61,60
형법범,기타형법범,주거침입의 죄,청주시,14,9,5,9,7,16,12,17,11,16,11,27,45,65,72,70,73
형법범,기타형법범,주거침입의 죄,마산시,6,11,7,11,15,22,19,18,19,12,8,16,30,24,43,40,24
형법범,기타형법범,주거침입의 죄,창원시,13,4,10,14,5,16,7,19,16,20,15,22,30,39,53,53,58
형법범,기타형법범,주거침입의 죄,광명시,3,3,7,1,8,7,7,2,6,3,9,14,31,32,22,32,29
형법범,기타형법범,주거침입의 죄,포항시,14,6,8,8,17,20,10,11,64,17,39,34,48,72,66,69,35
형법범,기타형법범,주거침입의 죄,안산시,4,6,8,13,13,18,11,15,26,19,18,25,40,70,77,71,68
형법범,기타형법범,주거침입의 죄,진주시,6,6,6,19,6,11,6,12,11,8,11,11,26,38,40,34,38
형법범,기타형법범,주거침입의 죄,고양시,2,10,11,14,15,26,27,21,18,21,38,27,63,71,92,101,72
형법범,기타형법범,주거침입의 죄,제주시,11,11,8,8,6,21,12,21,14,33,43,38,102,110,153,144,155
형법범,기타형법범,주거침입의 죄,목포시,7,5,8,7,14,11,8,7,8,14,16,20,43,31,52,41,48
형법범,기타형법범,주거침입의 죄,의정부시,6,2,5,5,6,9,10,16,8,9,18,17,32,42,57,73,58
형법범,기타형법범,주거침입의 죄,익산시,,,,10,16,6,24,25,5,10,6,8,22,28,25,33,43
형법범,기타형법범,주거침입의 죄,이리시,3,5,5,,,,,,,,,,,,,,
형법범,기타형법범,주거침입의 죄,군산시,10,7,13,5,8,9,7,13,7,10,12,7,21,21,13,29,22
형법범,기타형법범,주거침입의 죄,구미시,5,7,6,8,13,25,29,14,23,20,8,10,37,34,41,43,51
형법범,기타형법범,주거침입의 죄,천안시,3,3,6,7,6,9,15,17,19,14,21,23,68,52,66,59,53
형법범,기타형법범,주거침입의 죄,여수시,3,3,2,7,6,7,8,9,9,12,15,15,28,38,47,34,48
형법범,기타형법범,주거침입의 죄,춘천시,5,7,1,4,4,7,6,9,11,5,12,6,16,27,53,41,52
형법범,기타형법범,주거침입의 죄,원주시,1,2,7,8,4,9,10,13,63,316,10,8,28,41,52,45,65
형법범,기타형법범,주거침입의 죄,평택시,,,,2,21,7,16,8,7,9,6,9,22,28,39,46,41
형법범,기타형법범,주거침입의 죄,경주시,,,,32,10,9,7,6,5,8,11,5,22,29,26,32,30
형법범,기타형법범,주거침입의 죄,김해시,,,,8,11,9,20,5,15,75,7,21,45,41,34,48,50
형법범,기타형법범,주거침입의 죄,순천시,,,,24,24,29,20,19,34,33,16,21,43,26,43,38,32
형법범,기타형법범,주거침입의 죄,군포시,,,,,,7,5,11,3,9,7,6,8,14,22,28,19
형법범,기타형법범,주거침입의 죄,남양주시,,,,7,8,12,8,10,9,10,15,11,30,17,45,40,45
형법범,기타형법범,주거침입의 죄,강릉시,,,,5,3,8,13,8,9,9,11,5,28,45,24,48,58
형법범,기타형법범,주거침입의 죄,충주시,,,,,1,3,6,6,5,3,4,6,7,18,19,20,18
형법범,기타형법범,주거침입의 죄,안동시,,,,,2,10,6,8,4,3,9,7,29,17,26,37,31
형법범,기타형법범,주거침입의 죄,경산시,,,,,6,9,6,6,6,9,8,12,19,32,36,45,33
형법범,기타형법범,주거침입의 죄,아산시,,,,2,6,6,7,7,6,3,3,7,16,15,21,14,15
형법범,기타형법범,주거침입의 죄,거제시,,,,7,4,5,6,3,1,4,4,10,14,21,24,21,18
형법범,기타형법범,주거침입의 죄,김천시,,,,2,3,1,2,3,7,5,5,1,8,10,16,8,13
형법범,기타형법범,주거침입의 죄,정읍시,,,,1,1,1,3,3,1,9,5,8,13,12,15,10,14
형법범,기타형법범,주거침입의 죄,용인시,,,,,,,,,,,15,18,34,32,47,39,46
형법범,기타형법범,주거침입의 죄,시흥시,,,,,,,,,,,18,24,27,29,43,31,39
형법범,기타형법범,주거침입의 죄,파주시,,,,,,,,,,,15,9,20,23,25,35,39
형법범,기타형법범,주거침입의 죄,양산시,,,,,,,,,,,8,6,7,20,20,13,25
형법범,기타형법범,주거침입의 죄,이천시,,,,,,,,,,,16,7,20,14,20,17,17
형법범,기타형법범,주거침입의 죄,구리시,,,,,,,,,,,10,8,9,18,32,19,16
형법범,기타형법범,주거침입의 죄,서산시,,,,,,,,,,,5,5,10,11,13,12,23
형법범,기타형법범,주거침입의 죄,제천시,,,,,,,,,,,4,5,15,31,16,16,12
형법범,기타형법범,주거침입의 죄,논산시,,,,,,,,,,,2,11,9,9,16,12,14
형법범,기타형법범,주거침입의 죄,기타도시,82,87,124,73,116,120,119,121,134,123,126,174,319,393,450,482,465
형법범,기타형법범,주거침입의 죄,도시이외,169,123,146,113,157,193,221,221,232,203,175,212,388,454,521,538,496
형법범,기타형법범,주거침입의 죄,기타,2,,,,,9,37,83,43,61,,,,,,,
형법범,기타형법범,권리행사를 방해하는 죄,서울특별시,523,533,554,556,681,833,650,545,450,500,623,736,927,782,803,954,859
형법범,기타형법범,권리행사를 방해하는 죄,부산광역시,148,175,175,254,388,353,252,251,184,196,274,240,304,415,295,304,210
형법범,기타형법범,권리행사를 방해하는 죄,대구광역시,93,119,110,165,289,269,166,133,123,125,131,135,106,113,98,142,136
형법범,기타형법범,권리행사를 방해하는 죄,인천광역시,103,89,120,93,149,151,127,111,114,130,131,132,154,198,125,108,152
형법범,기타형법범,권리행사를 방해하는 죄,광주광역시,70,68,106,109,149,126,94,112,1208,817,76,61,82,91,78,108,79
형법범,기타형법범,권리행사를 방해하는 죄,대전광역시,47,51,54,79,109,93,70,61,43,41,64,70,93,94,70,51,55
형법범,기타형법범,권리행사를 방해하는 죄,울산광역시,45,45,44,65,94,84,32,67,64,91,38,69,64,53,40,43,40
형법범,기타형법범,권리행사를 방해하는 죄,부천시,36,27,46,35,41,59,55,31,21,25,43,65,94,60,41,61,51
형법범,기타형법범,권리행사를 방해하는 죄,수원시,28,28,29,27,63,75,47,44,41,41,41,33,62,38,46,70,55
형법범,기타형법범,권리행사를 방해하는 죄,성남시,33,28,30,38,44,68,52,41,38,32,53,83,101,54,96,79,78
형법범,기타형법범,권리행사를 방해하는 죄,전주시,18,19,43,32,68,52,52,54,56,46,38,43,39,24,47,25,25
형법범,기타형법범,권리행사를 방해하는 죄,안양시,21,17,20,22,19,18,22,22,18,14,15,27,19,26,22,30,23
형법범,기타형법범,권리행사를 방해하는 죄,청주시,18,22,24,37,15,50,42,30,34,38,31,17,23,18,26,27,18
형법범,기타형법범,권리행사를 방해하는 죄,마산시,9,21,24,28,47,35,34,36,23,24,25,23,24,27,13,23,21
형법범,기타형법범,권리행사를 방해하는 죄,창원시,15,23,30,29,61,44,42,29,25,41,28,26,27,30,28,22,25
형법범,기타형법범,권리행사를 방해하는 죄,광명시,6,20,19,13,20,24,10,7,4,5,11,13,20,13,13,15,9
형법범,기타형법범,권리행사를 방해하는 죄,포항시,24,17,35,33,51,38,40,55,28,24,32,30,28,18,15,20,18
형법범,기타형법범,권리행사를 방해하는 죄,안산시,27,27,22,34,40,36,23,23,13,25,23,26,29,40,34,27,31
형법범,기타형법범,권리행사를 방해하는 죄,진주시,10,18,25,28,38,31,36,18,13,21,16,17,17,6,13,23,9
형법범,기타형법범,권리행사를 방해하는 죄,고양시,8,20,23,26,49,45,52,40,39,18,56,52,68,67,50,111,59
형법범,기타형법범,권리행사를 방해하는 죄,제주시,29,22,39,34,19,44,37,35,34,51,45,32,50,28,25,26,33
형법범,기타형법범,권리행사를 방해하는 죄,목포시,3,9,10,13,23,22,24,22,12,9,26,31,22,30,19,31,22
형법범,기타형법범,권리행사를 방해하는 죄,의정부시,8,13,16,14,17,25,14,19,13,15,13,26,26,26,27,31,34
형법범,기타형법범,권리행사를 방해하는 죄,익산시,,,,25,38,57,35,28,41,46,21,22,21,17,17,26,22
형법범,기타형법범,권리행사를 방해하는 죄,이리시,9,42,23,,,,,,,,,,,,,,
형법범,기타형법범,권리행사를 방해하는 죄,군산시,23,27,33,35,38,67,42,33,36,28,21,17,26,18,14,22,19
형법범,기타형법범,권리행사를 방해하는 죄,구미시,9,4,8,4,20,23,16,16,5,8,22,15,9,15,15,34,19
형법범,기타형법범,권리행사를 방해하는 죄,천안시,17,15,13,19,24,38,31,20,18,13,32,29,29,38,31,34,29
형법범,기타형법범,권리행사를 방해하는 죄,여수시,10,9,8,17,12,29,17,25,19,7,15,24,19,13,12,11,12
형법범,기타형법범,권리행사를 방해하는 죄,춘천시,6,5,6,17,6,23,15,16,17,10,13,12,9,9,9,19,9
형법범,기타형법범,권리행사를 방해하는 죄,원주시,7,7,7,10,23,23,14,11,11,13,9,31,15,15,12,19,13
형법범,기타형법범,권리행사를 방해하는 죄,평택시,,,,72,58,40,14,11,10,10,20,21,20,12,23,17,27
형법범,기타형법범,권리행사를 방해하는 죄,경주시,,,,70,50,24,18,13,13,14,21,14,12,16,9,12,12
형법범,기타형법범,권리행사를 방해하는 죄,김해시,,,,18,35,31,44,35,28,33,21,38,28,33,28,45,46
형법범,기타형법범,권리행사를 방해하는 죄,순천시,,,,20,9,32,26,26,18,27,36,28,26,12,14,22,12
형법범,기타형법범,권리행사를 방해하는 죄,군포시,,,,1,5,2,14,7,2,4,7,11,10,12,9,8,12
형법범,기타형법범,권리행사를 방해하는 죄,남양주시,,,,10,31,35,12,22,25,25,22,24,54,41,35,54,22
형법범,기타형법범,권리행사를 방해하는 죄,강릉시,,,,6,19,18,14,14,5,17,12,15,27,13,19,18,13
형법범,기타형법범,권리행사를 방해하는 죄,충주시,,,,2,2,9,11,13,6,5,9,13,16,13,9,16,6
형법범,기타형법범,권리행사를 방해하는 죄,안동시,,,,7,4,9,16,10,3,7,12,5,15,9,9,8,8
형법범,기타형법범,권리행사를 방해하는 죄,경산시,,,,2,3,8,14,14,5,10,15,9,11,7,15,12,10
형법범,기타형법범,권리행사를 방해하는 죄,아산시,,,,7,15,28,10,15,9,8,14,10,13,20,8,9,15
형법범,기타형법범,권리행사를 방해하는 죄,거제시,,,,14,5,12,16,11,4,15,7,7,8,3,9,8,6
형법범,기타형법범,권리행사를 방해하는 죄,김천시,,,,1,11,5,10,6,11,6,9,5,6,7,6,4,5
형법범,기타형법범,권리행사를 방해하는 죄,정읍시,,,,5,4,11,14,9,10,11,3,14,3,7,6,10,7
형법범,기타형법범,권리행사를 방해하는 죄,용인시,,,,,,,,,,,30,23,33,24,33,39,33
형법범,기타형법범,권리행사를 방해하는 죄,시흥시,,,,,,,,,,,21,27,28,33,22,35,32
형법범,기타형법범,권리행사를 방해하는 죄,파주시,,,,,,,,,,,14,20,23,17,23,40,22
형법범,기타형법범,권리행사를 방해하는 죄,양산시,,,,,,,,,,,15,17,19,19,11,17,8
형법범,기타형법범,권리행사를 방해하는 죄,이천시,,,,,,,,,,,7,16,18,11,5,3,6
형법범,기타형법범,권리행사를 방해하는 죄,구리시,,,,,,,,,,,13,15,13,17,13,21,21
형법범,기타형법범,권리행사를 방해하는 죄,서산시,,,,,,,,,,,8,2,7,12,10,12,9
형법범,기타형법범,권리행사를 방해하는 죄,제천시,,,,,,,,,,,4,12,4,2,6,3,5
형법범,기타형법범,권리행사를 방해하는 죄,논산시,,,,,,,,,,,8,12,11,12,12,5,8
형법범,기타형법범,권리행사를 방해하는 죄,기타도시,150,217,256,197,362,335,293,256,239,241,259,306,306,270,252,270,287
형법범,기타형법범,권리행사를 방해하는 죄,도시이외,339,319,325,268,452,525,348,373,324,321,359,283,358,291,335,311,295
형법범,기타형법범,권리행사를 방해하는 죄,기타,2,,,,,9,99,99,80,102,,,,,,,
형법범,기타형법범,인질강요,서울특별시,,,,1,,,,1,,,1,,,,2,,
형법범,기타형법범,인질강요,대구광역시,,,,,,,,,,,,,1,,,,
형법범,기타형법범,인질강요,안양시,,,,,,,,,1,,,,,,,,
형법범,기타형법범,인질강요,고양시,,,,,,,,,,,1,,,,,,
형법범,기타형법범,인질강요,평택시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,인질강요,기타도시,,,,,,,,,1,,1,,,,,,
형법범,기타형법범,인질상해(치상),서울특별시,,,,,,,,,,,,,,1,,,
형법범,기타형법범,인질상해(치상),부산광역시,,,,,,,,,,,,1,,,,,
형법범,기타형법범,인질상해(치상),대구광역시,,,,,,,,,,,,1,,,,,
형법범,기타형법범,인질상해(치상),안산시,,,,,,,,,,,,,,,,,1
형법범,기타형법범,인질상해(치상),원주시,,,,,,1,,,,,,,,,,,
형법범,기타형법범,인질상해(치상),기타도시,,,,,,,,,,,,,1,,,,
형법범,기타형법범,인질상해(치상),도시이외,,,,,,1,,,,,,2,,,,,
형법범,기타형법범,인질살해(치사),서울특별시,,,,,,,,,,,,,,,,,1
형법범,기타형법범,기타,서울특별시,,,,,,,,,,,15,33,15,15,9,2,4
형법범,기타형법범,기타,부산광역시,,,,,,,,,,,,4,1,6,5,1,
형법범,기타형법범,기타,대구광역시,,,,,,,,,,,2,1,,7,6,1,
형법범,기타형법범,기타,인천광역시,,,,,,,,,,,,,2,22,18,,
형법범,기타형법범,기타,광주광역시,,,,,,,,,,,4,,,7,4,,1
형법범,기타형법범,기타,대전광역시,,,,,,,,,,,2,,1,7,3,,
형법범,기타형법범,기타,울산광역시,,,,,,,,,,,1,2,2,7,104,,
형법범,기타형법범,기타,부천시,,,,,,,,,,,1,1,,,,1,
형법범,기타형법범,기타,수원시,,,,,,,,,,,4,,,7,3,,
형법범,기타형법범,기타,성남시,,,,,,,,,,,1,1,1,6,9,,
형법범,기타형법범,기타,전주시,,,,,,,,,,,,,1,6,,,
형법범,기타형법범,기타,안양시,,,,,,,,,,,,,,1,1,,1
형법범,기타형법범,기타,청주시,,,,,,,,,,,1,1,,,,,
형법범,기타형법범,기타,마산시,,,,,,,,,,,,,,1,1,,
형법범,기타형법범,기타,창원시,,,,,,,,,,,1,,1,1,1,,
형법범,기타형법범,기타,광명시,,,,,,,,,,,11,,,1,,,
형법범,기타형법범,기타,포항시,,,,,,,,,,,,,,7,,,
형법범,기타형법범,기타,안산시,,,,,,,,,,,2,2,,8,5,,
형법범,기타형법범,기타,진주시,,,,,,,,,,,,2,,,2,,
형법범,기타형법범,기타,고양시,,,,,,,,,,,1,,1,,,,
형법범,기타형법범,기타,제주시,,,,,,,,,,,,,2,2,3,1,
형법범,기타형법범,기타,목포시,,,,,,,,,,,,,,,1,,
형법범,기타형법범,기타,의정부시,,,,,,,,,,,1,,,,,,
형법범,기타형법범,기타,익산시,,,,,,,,,,,,,,3,,,
형법범,기타형법범,기타,군산시,,,,,,,,,,,,2,,1,2,,
형법범,기타형법범,기타,구미시,,,,,,,,,,,,,,4,,1,
형법범,기타형법범,기타,천안시,,,,,,,,,,,,1,,,,,
형법범,기타형법범,기타,여수시,,,,,,,,,,,2,,8,3,,,
형법범,기타형법범,기타,원주시,,,,,,,,,,,,,,2,4,,
형법범,기타형법범,기타,평택시,,,,,,,,,,,1,3,,,,,
형법범,기타형법범,기타,경주시,,,,,,,,,,,,,2,1,4,,
형법범,기타형법범,기타,김해시,,,,,,,,,,,,,,1,1,,
형법범,기타형법범,기타,순천시,,,,,,,,,,,,1,,,4,,
형법범,기타형법범,기타,강릉시,,,,,,,,,,,1,1,,1,,,
형법범,기타형법범,기타,충주시,,,,,,,,,,,,2,,1,1,,
형법범,기타형법범,기타,안동시,,,,,,,,,,,,,,10,3,,
형법범,기타형법범,기타,아산시,,,,,,,,,,,,1,,1,1,,
형법범,기타형법범,기타,정읍시,,,,,,,,,,,,,,8,2,1,
형법범,기타형법범,기타,용인시,,,,,,,,,,,,,,7,15,,
형법범,기타형법범,기타,시흥시,,,,,,,,,,,,1,,,,,
형법범,기타형법범,기타,파주시,,,,,,,,,,,,,,1,,,
형법범,기타형법범,기타,양산시,,,,,,,,,,,,,,,3,,1
형법범,기타형법범,기타,이천시,,,,,,,,,,,,,,2,2,,
형법범,기타형법범,기타,서산시,,,,,,,,,,,,,,,2,,
형법범,기타형법범,기타,제천시,,,,,,,,,,,,,,2,2,,
형법범,기타형법범,기타,논산시,,,,,,,,,,,,,,3,1,,
형법범,기타형법범,기타,기타도시,,,,,,,,,,,7,2,5,37,39,,3
