죄종별,죄종별2,죄종별3,범죄발생지별,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
총범죄,계,소계,서울,358753,360468,368876,355430,355341,341925,319046,306661,305909,290816,252289,267778
총범죄,계,소계,부산,135399,137788,140078,135757,143713,133966,118854,115727,119267,120095,105737,112080
총범죄,계,소계,대구,96450,97968,96254,95802,98758,86094,75024,72270,75707,72171,67795,66441
총범죄,계,소계,인천,86641,92766,99056,96846,101931,103459,95244,88228,93347,91257,80589,84888
총범죄,계,소계,광주,63810,67513,68034,64748,61697,54287,48205,43515,44102,43179,39203,38408
총범죄,계,소계,대전,47401,45073,48417,47661,49577,49033,46904,45454,45047,44426,39711,43200
총범죄,계,소계,울산,37855,38716,41209,41326,45141,40330,36531,34389,34128,31834,31015,27385
총범죄,계,소계,세종,0,0,0,0,3660,4661,4866,5156,6095,6251,5921,6525
총범죄,계,소계,고양시,26421,28248,31010,31111,31178,31383,28577,26957,27903,27043,24320,24126
총범죄,계,소계,과천시,0,0,0,0,1691,2150,1781,1777,1679,1221,1116,1586
총범죄,계,소계,광명시,7920,8442,9118,9701,9936,10684,9012,8364,8557,8080,7263,7002
총범죄,계,소계,광주시,0,0,0,0,10222,11530,10360,9743,9777,10860,10281,10130
총범죄,계,소계,구리시,7337,7851,7438,7362,7671,8025,6977,6458,6983,5732,4801,4980
총범죄,계,소계,군포시,6734,7652,7559,7629,7205,8251,6995,5659,5554,5280,5234,5494
총범죄,계,소계,김포시,0,0,0,0,9935,11305,10361,11071,11182,12388,12646,12139
총범죄,계,소계,남양주시,13709,14262,14391,14984,16396,18327,16846,15561,15521,14813,13855,14348
총범죄,계,소계,동두천시,0,0,0,0,3484,3544,3245,3249,3142,2975,2564,2820
총범죄,계,소계,부천시,31393,35196,35796,34458,35173,36086,31124,29240,28107,28212,25515,25273
총범죄,계,소계,성남시,29500,30465,31555,30802,30862,37638,29661,27089,28066,27066,23681,23353
총범죄,계,소계,수원시,36741,38097,39449,40699,45531,50728,45991,42123,41697,40659,34060,33892
총범죄,계,소계,시흥시,16324,16666,17962,17072,19499,23536,18725,17268,17456,17726,17008,16349
총범죄,계,소계,안산시,25387,25968,26570,26711,33850,36446,28858,25522,25123,26263,23104,21809
총범죄,계,소계,안성시,0,0,0,0,7088,7290,7382,6507,6313,6513,6153,5907
총범죄,계,소계,안양시,17458,17627,18896,17918,18110,19743,17047,15349,14768,14135,12118,12206
총범죄,계,소계,양주시,0,0,0,0,7255,7307,6536,6726,6295,6486,5627,5755
총범죄,계,소계,여주시,0,0,0,0,4225,5025,4427,3504,3697,3752,3272,3302
총범죄,계,소계,오산시,0,0,0,0,7497,8870,7563,7402,7266,7391,6877,6607
총범죄,계,소계,용인시,18903,19559,20327,20445,22461,25154,22586,20473,21538,21502,20437,21159
총범죄,계,소계,의왕시,0,0,0,0,3598,3878,3145,3221,3114,2975,2600,2487
총범죄,계,소계,의정부시,15698,14971,15152,15573,15219,14872,14178,14347,14283,14351,12812,12726
총범죄,계,소계,이천시,6839,7292,7355,7187,7015,8332,7993,7805,7790,7454,6781,6433
총범죄,계,소계,파주시,11700,12040,12951,13585,14535,15183,13694,12397,11957,11544,11022,12783
총범죄,계,소계,평택시,18710,18230,18770,19927,20815,25222,23839,22629,23500,25466,24111,24072
총범죄,계,소계,포천시,0,0,0,0,7099,7131,6872,6343,6260,5489,4499,4427
총범죄,계,소계,하남시,0,0,0,0,5444,6443,5408,5382,5898,6815,6335,6586
총범죄,계,소계,화성시,0,0,0,0,17202,22887,19939,19129,21734,21374,19875,21179
총범죄,계,소계,강릉시,8116,8984,7999,7705,7734,7912,7127,6250,6861,6220,7202,5631
총범죄,계,소계,동해시,0,0,0,0,3626,3533,3125,3866,2248,2648,1973,2086
총범죄,계,소계,삼척시,0,0,0,0,3066,3288,2864,2196,1958,2130,1810,1820
총범죄,계,소계,속초시,0,0,0,0,3721,3974,4680,3170,3008,3029,2791,2915
총범죄,계,소계,원주시,14015,15704,14291,12823,14084,14901,13568,11107,11355,10716,9592,10001
총범죄,계,소계,춘천시,9767,10936,12074,10485,10498,11100,9571,8006,8129,8392,7449,7534
총범죄,계,소계,태백시,0,0,0,0,1449,1526,1233,1090,1365,1162,1142,944
총범죄,계,소계,제천시,4059,4584,4838,4851,4582,4367,4082,3647,3683,3739,3104,3027
총범죄,계,소계,청주시,22450,21854,22205,24941,27937,29608,27847,27047,25900,25572,23269,23353
총범죄,계,소계,충주시,6855,7458,7813,7146,8211,8338,6461,6210,6293,6155,5531,5843
총범죄,계,소계,계룡시,0,0,0,0,440,494,419,522,537,500,428,458
총범죄,계,소계,공주시,0,0,0,0,3189,3257,3125,3207,3006,2702,2602,2640
총범죄,계,소계,논산시,4013,3582,3974,3788,3888,3716,3834,3481,3258,3516,2804,3185
총범죄,계,소계,당진시,0,0,0,0,6675,8120,5045,5127,5032,4895,4456,4812
총범죄,계,소계,보령시,0,0,0,0,5107,3920,3444,3480,3443,3024,2921,3298
총범죄,계,소계,서산시,4416,5864,5215,5044,5353,5151,6485,5149,5080,6115,4534,4586
총범죄,계,소계,아산시,6912,7767,8052,8399,8716,8600,8607,8949,9106,9122,7892,8196
총범죄,계,소계,천안시,21379,23060,23512,24781,25048,23999,22376,22628,21797,21344,18630,20858
총범죄,계,소계,군산시,11338,14078,15042,10547,10819,10862,10084,9684,11451,10933,10562,10443
총범죄,계,소계,김제시,0,0,0,0,2671,2583,2297,2662,2199,2014,1493,1712
총범죄,계,소계,남원시,0,0,0,0,2337,2280,2269,2030,1997,2028,1801,1874
총범죄,계,소계,익산시,11604,12611,11242,9642,9745,9738,8129,7879,8103,7853,7248,7212
총범죄,계,소계,전주시,20622,22584,22027,21027,20458,18937,17661,17432,17187,17926,15956,16588
총범죄,계,소계,정읍시,3623,3566,3233,3296,3528,3102,2859,2824,2793,2920,2866,2720
총범죄,계,소계,광양시,0,0,0,0,5168,4889,5438,4256,4165,4592,4018,3897
총범죄,계,소계,나주시,0,0,0,0,900,732,2807,2831,2913,2905,2734,2495
총범죄,계,소계,목포시,12413,11786,13321,11926,12958,11719,9734,9064,9355,8551,9362,10129
총범죄,계,소계,순천시,11067,10654,10300,10547,10794,10177,8640,9474,8336,8053,7376,7256
총범죄,계,소계,여수시,15073,12704,16527,10046,13219,13138,9951,11672,13056,12274,9036,10556
총범죄,계,소계,경산시,8300,8766,9067,7972,7673,8048,7032,6962,7296,6803,6332,7018
총범죄,계,소계,경주시,9837,11304,11534,9787,10777,9176,8319,8126,9229,8324,6884,7583
총범죄,계,소계,구미시,17743,17847,19517,17795,18635,17984,15304,12598,13156,12755,11442,11891
총범죄,계,소계,김천시,3990,4195,4562,4226,4869,4271,3777,3727,3996,4076,3364,3253
총범죄,계,소계,문경시,0,0,0,0,2228,2053,1885,1633,1777,1481,1349,1271
총범죄,계,소계,상주시,0,0,0,0,2637,2533,2312,2408,2479,2323,2055,2123
총범죄,계,소계,안동시,5826,6150,5916,5373,5676,5661,4746,4500,4641,4843,3892,3793
총범죄,계,소계,영주시,0,0,0,0,3251,3138,2525,2347,2467,2250,2113,2090
총범죄,계,소계,영천시,0,0,0,0,3138,3054,2911,2993,3149,3070,2758,2652
총범죄,계,소계,포항시,18857,19720,22064,18067,18725,17894,17643,16513,16210,16132,15169,14614
총범죄,계,소계,거제시,11140,10104,11576,9771,11263,11726,10775,8638,7542,8121,6623,7386
총범죄,계,소계,김해시,21131,19616,20451,20918,21321,19639,18400,16982,18220,18004,16723,15281
총범죄,계,소계,마산시,16348,1953,0,0,87,0,0,0,0,0,0,0
총범죄,계,소계,밀양시,0,0,0,0,3278,3353,2888,2786,3017,2797,2582,2678
총범죄,계,소계,사천시,0,0,0,0,5599,4126,3292,3191,3808,3731,5440,3165
총범죄,계,소계,양산시,8180,9273,10363,9023,9678,10083,8258,8657,10519,9915,9699,8821
총범죄,계,소계,진주시,13221,11991,12455,10829,10671,11177,10238,8961,9107,10146,9228,10229
총범죄,계,소계,창원시,25155,33757,37845,34234,37867,35928,32654,28025,30027,30522,26824,28277
총범죄,계,소계,통영시,0,0,0,0,7261,7602,5613,6276,7163,5572,5100,7007
총범죄,계,소계,서귀포시,0,0,0,0,8736,9820,8385,7640,7483,8168,7038,7521
총범죄,계,소계,제주시,27926,29045,35240,31779,26870,27065,24885,21790,20111,20484,18865,19236
총범죄,계,소계,기타도시,131939,144465,150283,146221,9688,6673,3772,7769,12632,19592,21704,40205
총범죄,계,소계,도시이외,128200,124580,128515,113243,115794,113760,99169,100594,105501,104133,93833,94635
총범죄,강력범죄,소계,서울,6878,6033,6272,6268,6215,6683,7474,6974,6977,6246,5337,6250
총범죄,강력범죄,소계,부산,2110,1836,2203,1860,1774,1630,1936,1712,1716,1593,1481,1693
총범죄,강력범죄,소계,대구,1106,1196,1372,1154,1084,1028,999,1130,1095,917,925,1027
총범죄,강력범죄,소계,인천,1696,1522,1542,1478,1542,1817,1880,1743,1749,1524,1439,1599
총범죄,강력범죄,소계,광주,952,1059,978,953,860,796,803,792,753,629,587,631
총범죄,강력범죄,소계,대전,808,711,809,725,698,724,799,848,802,732,714,810
총범죄,강력범죄,소계,울산,542,471,550,534,532,523,485,496,516,502,480,500
총범죄,강력범죄,소계,세종,0,0,0,0,46,58,84,106,68,91,84,121
총범죄,강력범죄,소계,고양시,429,393,441,332,416,382,391,400,381,341,311,358
총범죄,강력범죄,소계,과천시,0,0,0,0,23,25,29,21,20,19,19,12
총범죄,강력범죄,소계,광명시,104,128,112,125,103,143,116,144,137,119,96,108
총범죄,강력범죄,소계,광주시,0,0,0,0,101,104,116,103,102,87,114,110
총범죄,강력범죄,소계,구리시,121,102,91,103,117,136,136,109,118,87,62,60
총범죄,강력범죄,소계,군포시,115,142,106,105,109,96,119,89,92,99,74,90
총범죄,강력범죄,소계,김포시,0,0,0,0,140,134,129,124,134,143,156,149
총범죄,강력범죄,소계,남양주시,175,181,172,172,242,266,238,241,241,202,183,188
총범죄,강력범죄,소계,동두천시,0,0,0,0,46,53,47,62,65,62,42,63
총범죄,강력범죄,소계,부천시,585,520,511,438,498,530,478,460,497,469,362,448
총범죄,강력범죄,소계,성남시,524,459,457,492,497,525,461,487,436,415,406,398
총범죄,강력범죄,소계,수원시,709,677,703,629,717,654,672,637,629,620,565,621
총범죄,강력범죄,소계,시흥시,263,276,225,180,272,221,243,254,260,273,255,239
총범죄,강력범죄,소계,안산시,513,444,460,348,428,491,482,427,416,396,371,379
총범죄,강력범죄,소계,안성시,0,0,0,0,76,86,89,83,86,93,88,105
총범죄,강력범죄,소계,안양시,284,281,279,352,267,298,323,277,234,250,208,214
총범죄,강력범죄,소계,양주시,0,0,0,0,83,71,62,85,82,94,78,83
총범죄,강력범죄,소계,여주시,0,0,0,0,43,70,61,66,75,65,55,53
총범죄,강력범죄,소계,오산시,0,0,0,0,120,103,131,97,133,112,109,117
총범죄,강력범죄,소계,용인시,252,256,273,279,316,267,303,302,300,230,286,297
총범죄,강력범죄,소계,의왕시,0,0,0,0,44,36,38,42,36,37,28,29
총범죄,강력범죄,소계,의정부시,233,272,248,242,284,242,265,255,256,245,210,249
총범죄,강력범죄,소계,이천시,93,106,97,90,112,97,104,110,118,123,87,92
총범죄,강력범죄,소계,파주시,128,159,143,156,144,145,181,162,159,130,126,198
총범죄,강력범죄,소계,평택시,250,205,264,244,267,252,264,268,246,273,294,290
총범죄,강력범죄,소계,포천시,0,0,0,0,95,103,83,89,87,81,57,74
총범죄,강력범죄,소계,하남시,0,0,0,0,43,28,46,60,67,68,69,91
총범죄,강력범죄,소계,화성시,0,0,0,0,212,195,228,212,243,243,276,281
총범죄,강력범죄,소계,강릉시,114,105,142,128,108,107,112,138,121,131,101,121
총범죄,강력범죄,소계,동해시,0,0,0,0,45,47,49,46,39,41,40,30
총범죄,강력범죄,소계,삼척시,0,0,0,0,31,27,30,26,28,24,30,34
총범죄,강력범죄,소계,속초시,0,0,0,0,34,46,46,48,38,39,36,51
총범죄,강력범죄,소계,원주시,171,180,164,180,157,144,157,168,197,135,111,137
총범죄,강력범죄,소계,춘천시,98,115,120,127,115,129,126,107,118,109,118,135
총범죄,강력범죄,소계,태백시,0,0,0,0,14,18,21,20,31,24,17,22
총범죄,강력범죄,소계,제천시,72,60,60,84,58,63,64,76,69,60,53,60
총범죄,강력범죄,소계,청주시,384,360,366,399,396,370,446,432,418,389,309,431
총범죄,강력범죄,소계,충주시,93,97,96,76,87,114,114,94,90,93,81,102
총범죄,강력범죄,소계,계룡시,0,0,0,0,7,6,7,6,8,10,11,13
총범죄,강력범죄,소계,공주시,0,0,0,0,48,59,51,53,44,51,48,40
총범죄,강력범죄,소계,논산시,75,60,67,67,71,51,59,64,46,37,49,41
총범죄,강력범죄,소계,당진시,0,0,0,0,52,72,76,62,74,72,53,86
총범죄,강력범죄,소계,보령시,0,0,0,0,56,63,69,55,66,51,51,61
총범죄,강력범죄,소계,서산시,66,83,71,92,80,85,75,66,81,77,94,88
총범죄,강력범죄,소계,아산시,104,115,134,123,110,127,126,165,142,118,113,146
총범죄,강력범죄,소계,천안시,366,359,410,368,331,347,325,343,328,342,310,360
총범죄,강력범죄,소계,군산시,123,118,119,146,111,93,107,120,149,120,96,116
총범죄,강력범죄,소계,김제시,0,0,0,0,39,24,30,38,30,34,35,27
총범죄,강력범죄,소계,남원시,0,0,0,0,38,28,26,32,35,31,30,21
총범죄,강력범죄,소계,익산시,163,170,160,150,130,133,104,113,119,96,112,97
총범죄,강력범죄,소계,전주시,292,319,341,299,297,274,289,342,347,305,276,313
총범죄,강력범죄,소계,정읍시,36,50,54,66,49,44,43,36,49,44,39,38
총범죄,강력범죄,소계,광양시,0,0,0,0,43,59,53,74,61,59,48,44
총범죄,강력범죄,소계,나주시,0,0,0,0,12,12,42,44,57,46,43,48
총범죄,강력범죄,소계,목포시,159,133,178,154,146,165,146,165,182,138,172,139
총범죄,강력범죄,소계,순천시,158,137,126,115,132,122,136,142,135,114,120,124
총범죄,강력범죄,소계,여수시,80,143,159,112,122,106,127,130,101,143,131,115
총범죄,강력범죄,소계,경산시,123,119,224,106,102,100,96,125,123,115,126,102
총범죄,강력범죄,소계,경주시,125,140,163,142,112,108,105,99,111,109,98,97
총범죄,강력범죄,소계,구미시,225,187,216,147,169,141,193,159,176,149,168,141
총범죄,강력범죄,소계,김천시,46,47,48,40,50,40,55,60,57,48,55,42
총범죄,강력범죄,소계,문경시,0,0,0,0,24,23,23,30,37,24,18,12
총범죄,강력범죄,소계,상주시,0,0,0,0,28,30,35,38,44,35,26,26
총범죄,강력범죄,소계,안동시,87,82,82,62,77,65,68,62,64,69,73,65
총범죄,강력범죄,소계,영주시,0,0,0,0,53,25,20,31,40,43,36,41
총범죄,강력범죄,소계,영천시,0,0,0,0,33,32,34,35,53,36,38,34
총범죄,강력범죄,소계,포항시,210,173,180,172,184,192,217,196,191,193,219,227
총범죄,강력범죄,소계,거제시,106,109,102,111,107,114,124,136,95,110,102,99
총범죄,강력범죄,소계,김해시,204,204,228,164,198,188,202,196,182,172,178,195
총범죄,강력범죄,소계,마산시,201,19,0,0,1,0,0,0,0,0,0,0
총범죄,강력범죄,소계,밀양시,0,0,0,0,41,31,28,47,42,41,33,39
총범죄,강력범죄,소계,사천시,0,0,0,0,53,42,48,39,37,42,41,48
총범죄,강력범죄,소계,양산시,78,115,100,108,117,128,128,112,111,127,108,113
총범죄,강력범죄,소계,진주시,150,118,145,169,155,127,155,139,125,148,114,154
총범죄,강력범죄,소계,창원시,280,426,476,382,357,357,399,374,413,386,383,380
총범죄,강력범죄,소계,통영시,0,0,0,0,58,50,48,260,58,66,48,74
총범죄,강력범죄,소계,서귀포시,0,0,0,0,65,128,92,110,118,103,115,124
총범죄,강력범죄,소계,제주시,336,348,498,398,331,365,352,322,358,347,336,326
총범죄,강력범죄,소계,기타도시,1633,1668,1912,1848,67,62,30,42,50,43,39,46
총범죄,강력범죄,소계,도시이외,1471,1364,1513,1483,1467,1470,1471,1503,1462,1383,1361,1502
총범죄,강력범죄,살인기수,서울,83,66,49,56,67,46,50,45,45,50,47,35
총범죄,강력범죄,살인기수,부산,27,28,26,21,20,29,21,26,22,21,15,29
총범죄,강력범죄,살인기수,대구,14,17,12,17,13,17,16,9,14,15,11,16
총범죄,강력범죄,살인기수,인천,26,21,13,16,17,20,11,23,20,12,21,14
총범죄,강력범죄,살인기수,광주,13,15,6,12,11,9,3,10,11,7,5,1
총범죄,강력범죄,살인기수,대전,12,10,12,12,8,16,8,4,7,9,11,6
총범죄,강력범죄,살인기수,울산,10,9,10,13,12,7,5,9,10,6,8,8
총범죄,강력범죄,살인기수,세종,0,0,0,0,2,1,1,2,2,4,1,2
총범죄,강력범죄,살인기수,고양시,9,5,4,4,8,6,4,3,5,4,6,6
총범죄,강력범죄,살인기수,과천시,0,0,0,0,2,0,0,0,0,0,0,0
총범죄,강력범죄,살인기수,광명시,3,1,1,1,1,1,1,1,1,1,1,2
총범죄,강력범죄,살인기수,광주시,0,0,0,0,4,3,1,2,0,3,1,0
총범죄,강력범죄,살인기수,구리시,1,1,0,2,0,1,0,2,1,0,1,1
총범죄,강력범죄,살인기수,군포시,2,2,0,1,1,0,0,0,1,3,0,2
총범죄,강력범죄,살인기수,김포시,0,0,0,0,2,2,1,1,6,2,1,1
총범죄,강력범죄,살인기수,남양주시,2,7,2,8,5,3,1,3,6,1,3,3
총범죄,강력범죄,살인기수,동두천시,0,0,0,0,0,1,0,2,1,1,0,1
총범죄,강력범죄,살인기수,부천시,3,1,6,6,7,6,2,4,5,5,3,4
총범죄,강력범죄,살인기수,성남시,10,7,3,7,4,5,4,7,2,5,5,5
총범죄,강력범죄,살인기수,수원시,8,7,5,4,6,10,2,7,5,10,5,6
총범죄,강력범죄,살인기수,시흥시,4,5,4,4,9,8,2,2,1,5,0,1
총범죄,강력범죄,살인기수,안산시,7,2,6,9,8,4,4,2,2,3,4,5
총범죄,강력범죄,살인기수,안성시,0,0,0,0,0,2,1,0,3,2,0,2
총범죄,강력범죄,살인기수,안양시,4,4,3,0,2,6,2,2,1,1,1,1
총범죄,강력범죄,살인기수,양주시,0,0,0,0,1,0,0,0,3,2,0,1
총범죄,강력범죄,살인기수,여주시,0,0,0,0,1,2,2,2,0,2,0,1
총범죄,강력범죄,살인기수,오산시,0,0,0,0,2,1,0,1,3,1,1,2
총범죄,강력범죄,살인기수,용인시,3,6,8,4,7,2,7,5,3,3,2,4
총범죄,강력범죄,살인기수,의왕시,0,0,0,0,0,1,0,0,1,0,0,2
총범죄,강력범죄,살인기수,의정부시,3,2,3,2,0,4,2,1,3,5,0,1
총범죄,강력범죄,살인기수,이천시,4,1,2,0,3,1,2,1,1,0,1,2
총범죄,강력범죄,살인기수,파주시,4,3,4,4,3,3,3,2,0,5,3,1
총범죄,강력범죄,살인기수,평택시,5,4,2,1,1,4,1,4,3,6,3,3
총범죄,강력범죄,살인기수,포천시,0,0,0,0,4,2,0,2,2,0,4,1
총범죄,강력범죄,살인기수,하남시,0,0,0,0,1,2,1,3,0,0,0,1
총범죄,강력범죄,살인기수,화성시,0,0,0,0,7,4,5,6,3,4,2,6
총범죄,강력범죄,살인기수,강릉시,4,3,5,1,1,0,1,2,1,0,3,2
총범죄,강력범죄,살인기수,동해시,0,0,0,0,1,0,2,1,0,1,1,2
총범죄,강력범죄,살인기수,삼척시,0,0,0,0,0,0,2,1,0,1,0,1
총범죄,강력범죄,살인기수,속초시,0,0,0,0,0,0,1,0,3,1,0,0
총범죄,강력범죄,살인기수,원주시,1,4,7,2,5,4,1,3,1,4,2,3
총범죄,강력범죄,살인기수,춘천시,0,2,3,1,3,3,3,3,0,5,0,2
총범죄,강력범죄,살인기수,태백시,0,0,0,0,0,0,0,2,0,0,0,0
총범죄,강력범죄,살인기수,제천시,3,1,0,1,2,1,4,1,0,1,1,0
총범죄,강력범죄,살인기수,청주시,1,5,3,2,4,1,6,8,4,1,5,5
총범죄,강력범죄,살인기수,충주시,3,2,2,2,1,2,3,1,1,2,1,0
총범죄,강력범죄,살인기수,계룡시,0,0,0,0,0,0,0,0,0,1,0,0
총범죄,강력범죄,살인기수,공주시,0,0,0,0,0,1,0,0,0,0,2,0
총범죄,강력범죄,살인기수,논산시,4,1,3,2,3,3,0,1,3,1,0,0
총범죄,강력범죄,살인기수,당진시,0,0,0,0,0,1,2,1,2,0,1,1
총범죄,강력범죄,살인기수,보령시,0,0,0,0,3,0,1,1,0,0,1,1
총범죄,강력범죄,살인기수,서산시,1,3,1,2,0,2,0,1,0,0,0,4
총범죄,강력범죄,살인기수,아산시,2,1,4,3,5,0,3,2,2,2,1,3
총범죄,강력범죄,살인기수,천안시,7,4,8,6,4,4,7,3,3,2,2,4
총범죄,강력범죄,살인기수,군산시,2,1,5,2,0,1,4,4,3,2,1,2
총범죄,강력범죄,살인기수,김제시,0,0,0,0,0,0,0,0,0,1,1,2
총범죄,강력범죄,살인기수,남원시,0,0,0,0,0,0,0,0,2,1,1,0
총범죄,강력범죄,살인기수,익산시,5,4,2,4,3,4,1,1,8,2,3,1
총범죄,강력범죄,살인기수,전주시,7,11,2,6,4,3,3,5,4,4,4,6
총범죄,강력범죄,살인기수,정읍시,2,3,0,2,0,0,0,1,1,2,3,1
총범죄,강력범죄,살인기수,광양시,0,0,0,0,0,0,0,1,0,2,0,2
총범죄,강력범죄,살인기수,나주시,0,0,0,0,0,0,0,0,1,3,2,0
총범죄,강력범죄,살인기수,목포시,1,0,3,1,2,1,2,2,0,0,1,2
총범죄,강력범죄,살인기수,순천시,0,5,0,4,1,3,1,0,1,2,2,2
총범죄,강력범죄,살인기수,여수시,2,1,5,3,4,3,1,4,2,3,3,3
총범죄,강력범죄,살인기수,경산시,4,1,0,3,1,2,0,0,2,1,0,0
총범죄,강력범죄,살인기수,경주시,6,2,4,3,3,3,3,0,2,1,1,0
총범죄,강력범죄,살인기수,구미시,3,3,3,5,3,1,6,3,3,0,3,3
총범죄,강력범죄,살인기수,김천시,0,0,1,0,0,1,2,0,0,0,2,1
총범죄,강력범죄,살인기수,문경시,0,0,0,0,1,0,0,1,1,0,0,0
총범죄,강력범죄,살인기수,상주시,0,0,0,0,1,0,2,0,0,1,0,0
총범죄,강력범죄,살인기수,안동시,6,4,1,0,2,1,1,0,1,2,0,2
총범죄,강력범죄,살인기수,영주시,0,0,0,0,1,1,1,0,0,1,1,0
총범죄,강력범죄,살인기수,영천시,0,0,0,0,0,2,1,1,1,1,0,1
총범죄,강력범죄,살인기수,포항시,3,3,2,6,1,5,2,5,3,3,4,3
총범죄,강력범죄,살인기수,거제시,1,4,1,1,2,2,3,2,2,2,2,2
총범죄,강력범죄,살인기수,김해시,3,4,3,2,1,5,3,4,2,7,2,0
총범죄,강력범죄,살인기수,마산시,3,1,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,살인기수,밀양시,0,0,0,0,1,2,0,0,1,0,1,1
총범죄,강력범죄,살인기수,사천시,0,0,0,0,0,0,2,1,0,2,2,2
총범죄,강력범죄,살인기수,양산시,1,3,0,1,2,3,2,2,1,4,1,1
총범죄,강력범죄,살인기수,진주시,0,4,2,7,4,2,1,4,2,4,3,2
총범죄,강력범죄,살인기수,창원시,3,13,13,7,7,3,9,4,8,4,3,5
총범죄,강력범죄,살인기수,통영시,0,0,0,0,2,0,1,0,0,0,1,0
총범죄,강력범죄,살인기수,서귀포시,0,0,0,0,0,0,0,3,1,3,2,1
총범죄,강력범죄,살인기수,제주시,9,7,10,5,11,4,4,5,7,5,4,3
총범죄,강력범죄,살인기수,기타도시,42,36,31,33,7,2,1,0,1,4,2,4
총범죄,강력범죄,살인기수,도시이외,41,51,37,51,30,51,46,32,24,21,29,19
총범죄,강력범죄,살인미수등,서울,176,112,101,100,96,100,91,97,89,88,76,68
총범죄,강력범죄,살인미수등,부산,80,56,50,50,41,43,41,27,42,30,30,24
총범죄,강력범죄,살인미수등,대구,23,16,28,17,23,12,30,21,27,13,13,15
총범죄,강력범죄,살인미수등,인천,43,29,26,34,34,28,24,21,28,25,21,38
총범죄,강력범죄,살인미수등,광주,12,13,17,7,7,8,6,8,5,3,4,2
총범죄,강력범죄,살인미수등,대전,20,20,18,17,16,9,14,11,11,9,8,11
총범죄,강력범죄,살인미수등,울산,18,14,8,10,11,15,12,2,9,6,7,7
총범죄,강력범죄,살인미수등,세종,0,0,0,0,1,1,5,3,1,4,3,3
총범죄,강력범죄,살인미수등,고양시,5,8,7,7,9,5,5,10,6,2,7,8
총범죄,강력범죄,살인미수등,과천시,0,0,0,0,0,1,0,0,1,0,0,0
총범죄,강력범죄,살인미수등,광명시,1,2,1,2,1,1,0,1,0,2,0,2
총범죄,강력범죄,살인미수등,광주시,0,0,0,0,8,10,5,4,1,1,8,3
총범죄,강력범죄,살인미수등,구리시,2,0,1,1,3,5,4,2,0,1,1,1
총범죄,강력범죄,살인미수등,군포시,1,3,0,0,1,1,2,3,3,0,1,0
총범죄,강력범죄,살인미수등,김포시,0,0,0,0,3,2,2,1,4,0,3,4
총범죄,강력범죄,살인미수등,남양주시,5,5,5,1,6,7,8,4,8,4,4,5
총범죄,강력범죄,살인미수등,동두천시,0,0,0,0,3,0,0,0,1,0,0,1
총범죄,강력범죄,살인미수등,부천시,11,11,9,6,13,11,1,8,10,6,7,3
총범죄,강력범죄,살인미수등,성남시,12,11,4,5,6,4,15,10,2,7,8,6
총범죄,강력범죄,살인미수등,수원시,26,13,9,12,7,19,12,9,11,5,10,7
총범죄,강력범죄,살인미수등,시흥시,10,4,5,8,6,7,4,7,2,8,4,7
총범죄,강력범죄,살인미수등,안산시,11,7,9,3,12,20,16,6,8,8,7,6
총범죄,강력범죄,살인미수등,안성시,0,0,0,0,2,4,1,3,2,4,2,3
총범죄,강력범죄,살인미수등,안양시,4,8,5,7,6,4,2,4,4,3,4,4
총범죄,강력범죄,살인미수등,양주시,0,0,0,0,2,2,1,3,2,3,2,0
총범죄,강력범죄,살인미수등,여주시,0,0,0,0,3,5,0,3,0,2,1,2
총범죄,강력범죄,살인미수등,오산시,0,0,0,0,2,4,6,4,0,1,3,1
총범죄,강력범죄,살인미수등,용인시,11,6,7,4,5,13,3,7,6,4,6,9
총범죄,강력범죄,살인미수등,의왕시,0,0,0,0,0,1,0,2,0,1,0,0
총범죄,강력범죄,살인미수등,의정부시,6,6,3,7,7,9,4,8,2,5,2,5
총범죄,강력범죄,살인미수등,이천시,2,3,5,4,2,0,6,1,1,1,0,3
총범죄,강력범죄,살인미수등,파주시,4,4,2,6,4,2,3,7,5,3,6,3
총범죄,강력범죄,살인미수등,평택시,6,7,7,7,6,6,7,5,5,5,9,5
총범죄,강력범죄,살인미수등,포천시,0,0,0,0,3,4,2,2,8,1,1,1
총범죄,강력범죄,살인미수등,하남시,0,0,0,0,0,1,1,1,0,0,1,3
총범죄,강력범죄,살인미수등,화성시,0,0,0,0,8,9,10,10,11,4,5,5
총범죄,강력범죄,살인미수등,강릉시,2,1,1,3,4,0,2,0,2,2,1,3
총범죄,강력범죄,살인미수등,동해시,0,0,0,0,1,3,1,0,1,1,0,1
총범죄,강력범죄,살인미수등,삼척시,0,0,0,0,0,2,0,1,0,1,1,0
총범죄,강력범죄,살인미수등,속초시,0,0,0,0,1,0,3,1,0,0,3,0
총범죄,강력범죄,살인미수등,원주시,6,1,4,4,5,3,4,0,0,1,1,0
총범죄,강력범죄,살인미수등,춘천시,1,4,2,1,3,3,3,0,5,1,0,2
총범죄,강력범죄,살인미수등,태백시,0,0,0,0,0,0,1,0,0,2,1,1
총범죄,강력범죄,살인미수등,제천시,2,1,2,5,5,3,2,2,3,2,2,2
