죄종별,죄종별2,죄종별3,범죄발생지별,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
총범죄,지능범죄,소계,서울,71386,72333,76756,72052,72851,72137,70294,74668,78857,82443,64838,72239
총범죄,지능범죄,소계,부산,28310,25502,28191,24263,25247,25052,23726,27672,31357,36784,30249,32816
총범죄,지능범죄,소계,대구,12957,12859,13639,12868,14195,13227,13206,15021,18218,19812,17979,18192
총범죄,지능범죄,소계,인천,12511,14059,18957,16580,16938,17248,16147,19366,21318,24407,19423,21815
총범죄,지능범죄,소계,광주,7973,8980,9812,9628,9724,8896,8401,8977,9651,10777,9162,10463
총범죄,지능범죄,소계,대전,7537,8243,9742,8782,9112,8979,8434,9819,10876,12157,10707,13735
총범죄,지능범죄,소계,울산,4631,5283,6168,6229,6898,6120,6426,7423,7940,8561,7519,6697
총범죄,지능범죄,소계,세종,0,0,0,0,680,821,1131,1324,1735,1862,1410,1910
총범죄,지능범죄,소계,고양시,4188,4606,5839,5699,5441,5307,5561,6572,7547,8093,7355,7227
총범죄,지능범죄,소계,과천시,0,0,0,0,280,280,310,342,358,308,302,417
총범죄,지능범죄,소계,광명시,1041,1355,1666,1625,1738,1501,1574,1739,1876,1989,1804,1844
총범죄,지능범죄,소계,광주시,0,0,0,0,1742,1662,1602,1996,2060,2750,2109,2358
총범죄,지능범죄,소계,구리시,1178,1393,1373,1415,1501,1501,1223,1184,1418,1410,1129,1078
총범죄,지능범죄,소계,군포시,941,1423,1213,1228,1304,1425,1264,1320,1440,1441,1434,1452
총범죄,지능범죄,소계,김포시,0,0,0,0,1607,2200,2352,2639,2973,3499,3082,2613
총범죄,지능범죄,소계,남양주시,1826,2164,2576,2507,2624,2901,2422,2730,3776,4071,3821,3886
총범죄,지능범죄,소계,동두천시,0,0,0,0,628,592,641,795,827,828,658,756
총범죄,지능범죄,소계,부천시,5239,5974,6356,5887,7154,6451,6185,6970,7578,8074,7013,7022
총범죄,지능범죄,소계,성남시,4849,4908,6029,5319,5587,5570,5016,5463,6933,7584,5598,5433
총범죄,지능범죄,소계,수원시,5571,5900,6496,6284,7417,7177,7973,8723,10117,10413,7683,8453
총범죄,지능범죄,소계,시흥시,2475,2362,3160,2806,3073,2856,2507,3255,3454,4465,4319,3812
총범죄,지능범죄,소계,안산시,4190,4152,4805,4584,5435,5376,4778,5121,5602,6664,5248,5035
총범죄,지능범죄,소계,안성시,0,0,0,0,959,925,980,1140,1168,1265,1170,1293
총범죄,지능범죄,소계,안양시,2862,2673,2987,2815,3021,3114,3197,3635,3695,3698,3198,3146
총범죄,지능범죄,소계,양주시,0,0,0,0,1164,1190,981,1268,1150,1420,1292,1505
총범죄,지능범죄,소계,여주시,0,0,0,0,704,666,582,677,727,771,797,869
총범죄,지능범죄,소계,오산시,0,0,0,0,1195,1061,1188,1223,1201,1744,1571,1712
총범죄,지능범죄,소계,용인시,2487,3119,3864,3542,4254,3916,3946,4351,5128,5602,4771,5030
총범죄,지능범죄,소계,의왕시,0,0,0,0,495,439,469,687,749,801,667,710
총범죄,지능범죄,소계,의정부시,2619,2808,2740,2906,2815,2573,2774,3098,3374,3909,3872,4034
총범죄,지능범죄,소계,이천시,925,1022,1123,1145,1093,1273,967,1249,1533,1646,1785,1543
총범죄,지능범죄,소계,파주시,1630,2370,2518,2712,2444,2529,2570,2814,3325,3380,2908,3983
총범죄,지능범죄,소계,평택시,2131,2389,2864,2519,3328,2999,3384,4666,4802,6161,5284,5174
총범죄,지능범죄,소계,포천시,0,0,0,0,1003,1034,1034,1170,1337,1192,995,1075
총범죄,지능범죄,소계,하남시,0,0,0,0,690,717,884,862,1293,1835,1661,2124
총범죄,지능범죄,소계,화성시,0,0,0,0,2674,3022,2928,3668,4317,5169,4366,4622
총범죄,지능범죄,소계,강릉시,1121,1174,1408,1173,1118,1206,1090,1086,1297,1324,1066,1341
총범죄,지능범죄,소계,동해시,0,0,0,0,427,367,319,347,349,297,311,323
총범죄,지능범죄,소계,삼척시,0,0,0,0,341,408,326,344,367,530,287,421
총범죄,지능범죄,소계,속초시,0,0,0,0,571,402,495,530,641,665,592,975
총범죄,지능범죄,소계,원주시,1665,2042,1847,1653,1798,2154,1977,2166,2558,2537,2404,2823
총범죄,지능범죄,소계,춘천시,1080,1124,1167,1011,1179,1265,1188,1501,1622,2066,1839,1877
총범죄,지능범죄,소계,태백시,0,0,0,0,221,179,146,141,326,281,251,217
총범죄,지능범죄,소계,제천시,528,666,689,654,659,585,569,724,834,760,616,717
총범죄,지능범죄,소계,청주시,2551,2687,2936,3004,4161,4191,4735,5256,5515,6412,6031,6617
총범죄,지능범죄,소계,충주시,967,1146,1153,963,1066,1157,959,1125,1400,1559,1484,1522
총범죄,지능범죄,소계,계룡시,0,0,0,0,88,94,78,125,118,157,89,131
총범죄,지능범죄,소계,공주시,0,0,0,0,522,525,438,619,579,633,623,671
총범죄,지능범죄,소계,논산시,610,570,688,734,770,664,855,797,820,1075,748,933
총범죄,지능범죄,소계,당진시,0,0,0,0,901,1604,1005,1038,1115,975,770,838
총범죄,지능범죄,소계,보령시,0,0,0,0,1032,666,614,701,736,624,468,551
총범죄,지능범죄,소계,서산시,786,1395,999,809,1021,942,1062,1014,1176,1153,1013,1134
총범죄,지능범죄,소계,아산시,1032,1299,1270,1427,1574,1374,1366,1814,1810,1987,1670,1775
총범죄,지능범죄,소계,천안시,3128,3263,3852,4052,3858,4059,4131,4992,5371,5992,4453,6431
총범죄,지능범죄,소계,군산시,1950,3262,4477,1687,1623,2474,2206,2461,2424,2306,2220,2414
총범죄,지능범죄,소계,김제시,0,0,0,0,362,394,361,368,452,399,286,452
총범죄,지능범죄,소계,남원시,0,0,0,0,421,414,513,417,456,602,435,554
총범죄,지능범죄,소계,익산시,1139,1225,1490,1276,1495,1489,1560,1743,1759,2225,2021,2455
총범죄,지능범죄,소계,전주시,2568,2741,3662,3327,3577,3567,3392,3684,4132,5219,4327,4964
총범죄,지능범죄,소계,정읍시,568,513,472,452,606,626,445,551,583,728,971,683
총범죄,지능범죄,소계,광양시,0,0,0,0,777,702,691,748,732,871,1046,1036
총범죄,지능범죄,소계,나주시,0,0,0,0,323,225,454,478,565,624,579,511
총범죄,지능범죄,소계,목포시,1891,1916,2257,2024,1907,1505,1531,2096,1702,1866,2573,2070
총범죄,지능범죄,소계,순천시,1428,1345,1343,1401,1501,1144,1186,2800,1550,1812,1666,1843
총범죄,지능범죄,소계,여수시,1276,1406,1567,1171,1687,2053,1371,1820,1676,2592,1795,2149
총범죄,지능범죄,소계,경산시,951,1205,1797,1202,1241,1194,1017,1077,1359,1458,1463,1878
총범죄,지능범죄,소계,경주시,1442,1501,1507,1355,1370,1338,1487,2224,2980,2652,1941,1864
총범죄,지능범죄,소계,구미시,2126,2842,3726,2757,3222,3091,2998,3179,3791,3748,3136,3537
총범죄,지능범죄,소계,김천시,395,544,608,550,683,479,427,684,752,977,742,765
총범죄,지능범죄,소계,문경시,0,0,0,0,277,225,282,269,331,279,303,321
총범죄,지능범죄,소계,상주시,0,0,0,0,358,317,273,374,455,425,420,525
총범죄,지능범죄,소계,안동시,826,984,1234,1038,958,1495,912,971,1043,1001,930,972
총범죄,지능범죄,소계,영주시,0,0,0,0,395,593,519,515,564,532,492,538
총범죄,지능범죄,소계,영천시,0,0,0,0,522,534,582,629,613,667,490,575
총범죄,지능범죄,소계,포항시,2289,2356,3670,2324,2493,2782,2891,3319,3425,4045,2860,3630
총범죄,지능범죄,소계,거제시,1457,1716,1870,1551,1711,2016,1810,1687,1694,2215,1784,1760
총범죄,지능범죄,소계,김해시,2177,2723,3248,2906,3158,3166,3025,3668,4987,5342,4589,3941
총범죄,지능범죄,소계,마산시,1981,325,0,0,54,0,0,0,0,0,0,0
총범죄,지능범죄,소계,밀양시,0,0,0,0,510,538,574,604,743,750,640,650
총범죄,지능범죄,소계,사천시,0,0,0,0,681,558,471,610,794,748,880,703
총범죄,지능범죄,소계,양산시,1044,1269,1640,1382,1511,1560,1593,2156,2212,2524,2970,2428
총범죄,지능범죄,소계,진주시,1526,1574,1771,1727,1700,1561,1766,1953,2188,2746,2343,2906
총범죄,지능범죄,소계,창원시,3459,5446,6448,6068,7230,6682,6672,6551,7662,9151,7224,8564
총범죄,지능범죄,소계,통영시,0,0,0,0,704,858,841,1567,1344,1179,820,1367
총범죄,지능범죄,소계,서귀포시,0,0,0,0,988,955,958,1196,1404,1451,1296,1875
총범죄,지능범죄,소계,제주시,3612,4211,3935,3741,3403,3108,3928,4534,3948,4719,4215,4879
총범죄,지능범죄,소계,기타도시,20541,22666,24765,23603,2495,2055,1831,4557,8069,13860,14713,27106
총범죄,지능범죄,소계,도시이외,22231,22088,23069,18235,17856,18300,15489,17261,18800,18917,17043,19820
총범죄,지능범죄,직무유기,서울,94,119,128,121,106,111,116,147,143,166,221,353
총범죄,지능범죄,직무유기,부산,13,35,40,34,37,64,32,44,68,54,108,130
총범죄,지능범죄,직무유기,대구,13,16,11,25,25,31,10,22,21,39,24,64
총범죄,지능범죄,직무유기,인천,14,7,21,19,14,13,12,20,18,32,37,95
총범죄,지능범죄,직무유기,광주,5,15,11,18,22,20,24,15,17,17,23,31
총범죄,지능범죄,직무유기,대전,13,11,14,24,20,10,10,13,14,12,32,33
총범죄,지능범죄,직무유기,울산,2,6,18,22,10,9,15,9,8,12,19,18
총범죄,지능범죄,직무유기,세종,0,0,0,0,16,10,12,16,15,6,22,26
총범죄,지능범죄,직무유기,고양시,1,8,13,6,10,7,4,9,11,10,7,5
총범죄,지능범죄,직무유기,과천시,0,0,0,0,1,1,2,3,0,4,3,23
총범죄,지능범죄,직무유기,광명시,1,0,0,2,1,2,0,2,0,0,1,4
총범죄,지능범죄,직무유기,광주시,0,0,0,0,2,1,2,1,5,4,4,2
총범죄,지능범죄,직무유기,구리시,2,3,3,0,2,2,4,1,4,7,4,4
총범죄,지능범죄,직무유기,군포시,0,0,0,3,0,2,0,0,0,0,0,6
총범죄,지능범죄,직무유기,김포시,0,0,0,0,1,2,2,2,3,4,4,3
총범죄,지능범죄,직무유기,남양주시,8,8,4,0,6,2,3,5,1,3,4,13
총범죄,지능범죄,직무유기,동두천시,0,0,0,0,0,2,1,1,0,2,6,2
총범죄,지능범죄,직무유기,부천시,7,6,4,3,3,6,2,2,3,2,14,31
총범죄,지능범죄,직무유기,성남시,4,11,6,10,8,6,8,7,4,10,10,11
총범죄,지능범죄,직무유기,수원시,6,6,17,13,7,7,11,13,8,16,8,33
총범죄,지능범죄,직무유기,시흥시,3,1,2,2,4,1,6,14,6,4,7,11
총범죄,지능범죄,직무유기,안산시,7,9,7,5,6,4,4,8,5,0,5,15
총범죄,지능범죄,직무유기,안성시,0,0,0,0,2,1,0,5,1,2,4,2
총범죄,지능범죄,직무유기,안양시,2,3,5,1,4,5,5,2,2,5,6,16
총범죄,지능범죄,직무유기,양주시,0,0,0,0,1,2,1,2,1,1,6,3
총범죄,지능범죄,직무유기,여주시,0,0,0,0,6,4,4,6,1,3,2,4
총범죄,지능범죄,직무유기,오산시,0,0,0,0,1,0,0,1,2,2,4,6
총범죄,지능범죄,직무유기,용인시,1,1,2,5,3,10,2,3,4,13,5,15
총범죄,지능범죄,직무유기,의왕시,0,0,0,0,2,4,1,1,2,10,3,19
총범죄,지능범죄,직무유기,의정부시,3,4,4,1,2,2,0,6,1,5,3,11
총범죄,지능범죄,직무유기,이천시,2,1,3,0,0,3,0,0,2,1,2,10
총범죄,지능범죄,직무유기,파주시,0,2,0,1,1,2,2,1,3,2,1,4
총범죄,지능범죄,직무유기,평택시,3,1,9,1,1,4,5,7,2,7,2,13
총범죄,지능범죄,직무유기,포천시,0,0,0,0,1,2,2,5,1,0,4,6
총범죄,지능범죄,직무유기,하남시,0,0,0,0,0,2,1,1,2,1,1,9
총범죄,지능범죄,직무유기,화성시,0,0,0,0,6,1,9,6,3,8,8,21
총범죄,지능범죄,직무유기,강릉시,3,10,9,23,3,2,4,2,4,5,1,3
총범죄,지능범죄,직무유기,동해시,0,0,0,0,1,1,2,0,1,2,4,3
총범죄,지능범죄,직무유기,삼척시,0,0,0,0,1,1,1,0,0,0,0,2
총범죄,지능범죄,직무유기,속초시,0,0,0,0,1,4,2,1,1,3,3,1
총범죄,지능범죄,직무유기,원주시,5,5,5,7,5,7,5,7,3,3,8,5
총범죄,지능범죄,직무유기,춘천시,5,6,7,11,5,3,7,6,5,3,4,10
총범죄,지능범죄,직무유기,태백시,0,0,0,0,2,0,1,0,0,0,0,0
총범죄,지능범죄,직무유기,제천시,1,2,4,3,2,3,1,2,0,0,2,3
총범죄,지능범죄,직무유기,청주시,4,12,6,5,8,8,1,2,9,6,17,18
총범죄,지능범죄,직무유기,충주시,2,0,1,0,1,1,3,2,4,2,5,4
총범죄,지능범죄,직무유기,계룡시,0,0,0,0,0,0,0,0,0,0,0,0
총범죄,지능범죄,직무유기,공주시,0,0,0,0,4,9,5,5,3,1,1,2
총범죄,지능범죄,직무유기,논산시,1,1,0,2,6,3,2,0,2,3,3,5
총범죄,지능범죄,직무유기,당진시,0,0,0,0,0,1,0,4,1,0,1,4
총범죄,지능범죄,직무유기,보령시,0,0,0,0,0,2,0,2,2,0,0,2
총범죄,지능범죄,직무유기,서산시,0,1,0,0,4,2,2,0,1,1,7,1
총범죄,지능범죄,직무유기,아산시,4,2,0,1,1,1,3,1,1,0,4,4
총범죄,지능범죄,직무유기,천안시,3,5,1,5,2,5,4,8,5,6,6,13
총범죄,지능범죄,직무유기,군산시,1,1,2,4,2,5,3,4,3,3,4,8
총범죄,지능범죄,직무유기,김제시,0,0,0,0,0,2,1,1,2,2,2,4
총범죄,지능범죄,직무유기,남원시,0,0,0,0,0,0,0,1,0,1,0,1
총범죄,지능범죄,직무유기,익산시,1,3,2,3,2,0,1,1,0,2,4,10
총범죄,지능범죄,직무유기,전주시,4,8,6,5,5,5,5,10,2,9,9,47
총범죄,지능범죄,직무유기,정읍시,2,5,0,3,5,1,3,5,7,3,1,3
총범죄,지능범죄,직무유기,광양시,0,0,0,0,1,0,1,0,1,3,6,1
총범죄,지능범죄,직무유기,나주시,0,0,0,0,2,0,1,0,0,0,2,3
총범죄,지능범죄,직무유기,목포시,2,1,1,1,2,2,4,2,3,0,9,11
총범죄,지능범죄,직무유기,순천시,2,1,3,1,3,0,4,3,3,2,7,7
총범죄,지능범죄,직무유기,여수시,0,2,2,1,1,3,2,4,5,2,3,8
총범죄,지능범죄,직무유기,경산시,3,1,1,1,2,0,1,2,1,1,3,7
총범죄,지능범죄,직무유기,경주시,0,3,1,1,5,1,5,5,2,2,4,2
총범죄,지능범죄,직무유기,구미시,1,0,2,1,1,2,2,1,2,1,9,5
총범죄,지능범죄,직무유기,김천시,1,0,0,1,0,3,0,1,3,4,9,5
총범죄,지능범죄,직무유기,문경시,0,0,0,0,2,0,0,0,0,2,6,0
총범죄,지능범죄,직무유기,상주시,0,0,0,0,0,0,0,1,0,2,3,1
총범죄,지능범죄,직무유기,안동시,3,1,3,2,2,2,3,4,10,5,7,6
총범죄,지능범죄,직무유기,영주시,0,0,0,0,0,0,1,0,0,1,0,2
총범죄,지능범죄,직무유기,영천시,0,0,0,0,0,1,1,0,0,2,2,4
총범죄,지능범죄,직무유기,포항시,6,2,3,0,2,0,4,4,2,2,7,12
총범죄,지능범죄,직무유기,거제시,0,2,9,1,2,2,2,0,1,0,2,3
총범죄,지능범죄,직무유기,김해시,1,2,4,6,4,0,9,3,0,4,3,5
총범죄,지능범죄,직무유기,마산시,2,0,0,0,0,0,0,0,0,0,0,0
총범죄,지능범죄,직무유기,밀양시,0,0,0,0,0,0,2,1,6,9,3,2
총범죄,지능범죄,직무유기,사천시,0,0,0,0,2,1,0,0,2,0,2,1
총범죄,지능범죄,직무유기,양산시,1,3,6,0,2,3,4,0,3,5,5,8
총범죄,지능범죄,직무유기,진주시,1,3,2,8,5,2,5,2,3,1,14,4
총범죄,지능범죄,직무유기,창원시,8,5,15,9,5,12,5,7,15,18,21,14
총범죄,지능범죄,직무유기,통영시,0,0,0,0,2,1,0,3,0,1,5,15
총범죄,지능범죄,직무유기,서귀포시,0,0,0,0,0,0,0,2,4,4,2,0
총범죄,지능범죄,직무유기,제주시,6,6,3,5,7,1,2,2,3,4,7,16
총범죄,지능범죄,직무유기,기타도시,38,51,52,64,2,0,2,2,4,14,15,37
총범죄,지능범죄,직무유기,도시이외,62,79,83,87,62,74,76,68,80,122,101,166
총범죄,지능범죄,직권남용,서울,73,77,93,84,98,129,137,191,201,181,238,392
총범죄,지능범죄,직권남용,부산,9,20,26,34,28,34,32,46,52,60,103,156
총범죄,지능범죄,직권남용,대구,6,7,11,16,14,23,14,18,21,16,26,47
총범죄,지능범죄,직권남용,인천,7,5,9,9,12,15,25,18,17,26,28,78
총범죄,지능범죄,직권남용,광주,4,6,3,10,10,8,11,13,18,14,16,64
총범죄,지능범죄,직권남용,대전,5,10,12,9,14,15,2,22,14,22,33,51
총범죄,지능범죄,직권남용,울산,5,7,8,6,12,13,11,10,8,8,15,19
총범죄,지능범죄,직권남용,세종,0,0,0,0,2,4,6,6,14,11,14,21
총범죄,지능범죄,직권남용,고양시,2,5,6,7,7,9,3,6,9,6,1,24
총범죄,지능범죄,직권남용,과천시,0,0,0,0,0,0,0,6,5,2,2,21
총범죄,지능범죄,직권남용,광명시,2,1,2,0,1,0,1,1,2,2,1,2
총범죄,지능범죄,직권남용,광주시,0,0,0,0,1,0,4,6,1,5,7,3
총범죄,지능범죄,직권남용,구리시,0,2,4,0,0,5,1,3,1,5,2,6
총범죄,지능범죄,직권남용,군포시,0,1,1,1,2,1,0,2,3,1,4,3
총범죄,지능범죄,직권남용,김포시,0,0,0,0,1,0,0,1,1,2,1,6
총범죄,지능범죄,직권남용,남양주시,2,1,2,5,3,2,1,5,0,8,5,22
총범죄,지능범죄,직권남용,동두천시,0,0,0,0,0,0,0,0,0,2,0,2
총범죄,지능범죄,직권남용,부천시,5,3,3,3,5,3,3,2,5,9,10,38
총범죄,지능범죄,직권남용,성남시,4,6,3,10,7,15,9,7,5,5,9,45
총범죄,지능범죄,직권남용,수원시,5,12,5,11,12,17,17,11,16,27,17,67
총범죄,지능범죄,직권남용,시흥시,3,0,2,4,3,2,7,3,4,5,6,8
총범죄,지능범죄,직권남용,안산시,5,2,3,3,4,7,6,9,4,4,9,22
총범죄,지능범죄,직권남용,안성시,0,0,0,0,1,1,1,3,1,3,1,7
총범죄,지능범죄,직권남용,안양시,1,4,1,4,6,8,5,2,10,5,9,28
총범죄,지능범죄,직권남용,양주시,0,0,0,0,0,0,0,0,0,1,5,4
총범죄,지능범죄,직권남용,여주시,0,0,0,0,3,3,8,2,5,4,3,4
총범죄,지능범죄,직권남용,오산시,0,0,0,0,2,0,1,2,2,5,2,7
총범죄,지능범죄,직권남용,용인시,1,3,0,6,2,6,8,4,5,5,1,18
총범죄,지능범죄,직권남용,의왕시,0,0,0,0,3,2,3,3,1,13,8,18
총범죄,지능범죄,직권남용,의정부시,0,2,7,6,2,2,2,2,3,7,4,15
총범죄,지능범죄,직권남용,이천시,1,0,1,0,0,2,1,2,1,7,4,8
총범죄,지능범죄,직권남용,파주시,0,2,1,2,3,0,2,3,5,1,1,6
총범죄,지능범죄,직권남용,평택시,2,5,6,3,4,1,3,3,11,13,8,11
총범죄,지능범죄,직권남용,포천시,0,0,0,0,0,1,4,2,0,0,5,6
총범죄,지능범죄,직권남용,하남시,0,0,0,0,0,0,1,2,3,2,5,8
총범죄,지능범죄,직권남용,화성시,0,0,0,0,3,0,3,7,5,11,7,22
총범죄,지능범죄,직권남용,강릉시,1,3,3,13,2,0,2,1,5,3,5,9
총범죄,지능범죄,직권남용,동해시,0,0,0,0,1,1,0,2,2,0,2,0
총범죄,지능범죄,직권남용,삼척시,0,0,0,0,1,1,1,0,0,0,1,1
총범죄,지능범죄,직권남용,속초시,0,0,0,0,2,0,1,2,0,0,1,3
총범죄,지능범죄,직권남용,원주시,2,0,2,4,3,0,1,1,2,6,4,4
총범죄,지능범죄,직권남용,춘천시,5,3,5,5,1,3,4,7,13,3,2,12
총범죄,지능범죄,직권남용,태백시,0,0,0,0,1,1,1,0,1,0,0,0
총범죄,지능범죄,직권남용,제천시,1,0,0,2,1,0,0,0,1,1,1,1
총범죄,지능범죄,직권남용,청주시,3,4,0,1,7,4,2,3,10,8,19,12
총범죄,지능범죄,직권남용,충주시,1,1,1,1,3,2,2,3,5,3,5,12
총범죄,지능범죄,직권남용,계룡시,0,0,0,0,0,1,2,0,1,0,0,1
총범죄,지능범죄,직권남용,공주시,0,0,0,0,3,3,3,6,2,0,1,2
총범죄,지능범죄,직권남용,논산시,0,0,4,2,1,2,3,2,0,0,3,14
총범죄,지능범죄,직권남용,당진시,0,0,0,0,0,1,1,0,1,0,1,4
총범죄,지능범죄,직권남용,보령시,0,0,0,0,0,2,1,0,1,0,0,0
총범죄,지능범죄,직권남용,서산시,0,0,0,1,1,0,1,1,0,2,1,2
총범죄,지능범죄,직권남용,아산시,0,2,0,0,1,4,2,0,4,0,4,4
총범죄,지능범죄,직권남용,천안시,1,3,1,10,4,9,5,9,1,5,6,17
총범죄,지능범죄,직권남용,군산시,6,1,4,1,0,1,2,6,4,4,5,10
총범죄,지능범죄,직권남용,김제시,0,0,0,0,1,0,0,0,1,0,1,5
총범죄,지능범죄,직권남용,남원시,0,0,0,0,1,0,2,0,2,1,0,2
총범죄,지능범죄,직권남용,익산시,1,1,3,1,3,2,3,1,2,4,3,1
총범죄,지능범죄,직권남용,전주시,1,0,2,2,7,4,3,10,8,6,6,36
총범죄,지능범죄,직권남용,정읍시,0,1,0,0,0,1,1,4,3,6,7,19
총범죄,지능범죄,직권남용,광양시,0,0,0,0,2,0,0,2,1,0,1,4
총범죄,지능범죄,직권남용,나주시,0,0,0,0,0,0,0,3,1,2,3,6
총범죄,지능범죄,직권남용,목포시,1,0,0,1,1,0,2,7,6,3,6,14
총범죄,지능범죄,직권남용,순천시,1,2,1,1,1,2,2,1,5,2,11,14
총범죄,지능범죄,직권남용,여수시,3,2,1,0,0,0,0,0,2,3,10,8
총범죄,지능범죄,직권남용,경산시,2,0,1,3,1,2,1,1,2,0,2,3
총범죄,지능범죄,직권남용,경주시,0,0,1,1,2,1,0,1,0,4,3,2
총범죄,지능범죄,직권남용,구미시,0,1,0,0,1,1,3,2,5,1,7,7
총범죄,지능범죄,직권남용,김천시,1,0,0,0,2,1,4,2,4,1,9,4
총범죄,지능범죄,직권남용,문경시,0,0,0,0,2,0,2,1,4,0,4,9
총범죄,지능범죄,직권남용,상주시,0,0,0,0,0,0,1,3,4,5,1,3
총범죄,지능범죄,직권남용,안동시,0,1,2,0,2,4,6,4,4,3,1,6
총범죄,지능범죄,직권남용,영주시,0,0,0,0,0,0,3,0,0,1,3,2
총범죄,지능범죄,직권남용,영천시,0,0,0,0,1,2,1,2,1,0,1,8
총범죄,지능범죄,직권남용,포항시,0,2,3,2,4,0,3,3,0,5,4,12
총범죄,지능범죄,직권남용,거제시,0,0,1,3,1,2,5,2,2,1,1,0
총범죄,지능범죄,직권남용,김해시,2,3,2,1,3,5,3,1,0,9,1,2
총범죄,지능범죄,직권남용,마산시,3,1,0,0,0,0,0,0,0,0,0,0
총범죄,지능범죄,직권남용,밀양시,0,0,0,0,0,0,4,0,4,2,2,2
총범죄,지능범죄,직권남용,사천시,0,0,0,0,2,0,2,0,2,0,0,0
총범죄,지능범죄,직권남용,양산시,1,0,0,0,5,3,2,2,1,4,4,18
총범죄,지능범죄,직권남용,진주시,0,4,0,0,3,3,4,3,5,3,10,10
총범죄,지능범죄,직권남용,창원시,3,4,6,3,4,3,6,11,18,10,13,14
총범죄,지능범죄,직권남용,통영시,0,0,0,0,1,0,1,3,3,2,4,5
총범죄,지능범죄,직권남용,서귀포시,0,0,0,0,2,0,2,3,3,4,3,4
총범죄,지능범죄,직권남용,제주시,7,6,5,5,10,5,5,6,9,7,8,19
총범죄,지능범죄,직권남용,기타도시,12,23,25,43,2,0,0,2,3,13,6,58
총범죄,지능범죄,직권남용,도시이외,26,27,43,25,40,33,57,57,63,89,69,128
총범죄,지능범죄,증수뢰,서울,106,72,52,64,57,45,54,62,60,61,50,71
총범죄,지능범죄,증수뢰,부산,76,13,24,17,15,28,25,66,18,24,18,17
총범죄,지능범죄,증수뢰,대구,16,9,11,5,8,9,10,6,6,5,4,7
총범죄,지능범죄,증수뢰,인천,22,8,12,10,11,12,13,14,7,9,170,21
총범죄,지능범죄,증수뢰,광주,16,13,2,11,10,9,6,12,6,7,8,11
총범죄,지능범죄,증수뢰,대전,15,10,12,6,3,6,5,13,7,9,8,13
총범죄,지능범죄,증수뢰,울산,8,19,7,3,0,6,4,4,8,3,5,7
총범죄,지능범죄,증수뢰,세종,0,0,0,0,1,3,0,1,1,4,2,1
총범죄,지능범죄,증수뢰,고양시,9,3,6,2,2,3,4,4,4,3,8,2
총범죄,지능범죄,증수뢰,과천시,0,0,0,0,2,1,1,1,1,1,0,2
총범죄,지능범죄,증수뢰,광명시,2,1,0,0,2,0,1,0,2,0,1,1
총범죄,지능범죄,증수뢰,광주시,0,0,0,0,1,0,1,2,1,0,0,1
총범죄,지능범죄,증수뢰,구리시,1,3,1,1,2,1,0,0,0,0,1,1
총범죄,지능범죄,증수뢰,군포시,0,1,0,6,0,0,0,0,1,0,1,2
총범죄,지능범죄,증수뢰,김포시,0,0,0,0,1,1,1,2,2,2,2,1
총범죄,지능범죄,증수뢰,남양주시,4,1,4,2,1,1,3,1,1,3,5,2
총범죄,지능범죄,증수뢰,동두천시,0,0,0,0,1,1,1,0,0,0,0,0
총범죄,지능범죄,증수뢰,부천시,9,2,2,1,3,4,10,5,4,6,3,1
총범죄,지능범죄,증수뢰,성남시,10,5,5,4,2,1,0,3,4,1,5,10
총범죄,지능범죄,증수뢰,수원시,8,4,5,5,3,2,8,4,7,3,2,5
총범죄,지능범죄,증수뢰,시흥시,2,2,1,0,17,1,1,3,2,4,2,0
총범죄,지능범죄,증수뢰,안산시,10,0,1,1,2,1,3,0,1,3,4,3
총범죄,지능범죄,증수뢰,안성시,0,0,0,0,5,0,2,0,1,0,1,0
총범죄,지능범죄,증수뢰,안양시,5,5,4,2,1,3,2,1,1,3,2,0
총범죄,지능범죄,증수뢰,양주시,0,0,0,0,0,1,2,0,0,2,0,1
총범죄,지능범죄,증수뢰,여주시,0,0,0,0,0,0,3,1,1,0,0,1
총범죄,지능범죄,증수뢰,오산시,0,0,0,0,0,0,0,0,1,1,0,0
총범죄,지능범죄,증수뢰,용인시,3,7,0,1,3,2,4,3,1,1,1,7
총범죄,지능범죄,증수뢰,의왕시,0,0,0,0,0,1,5,1,1,3,2,0
총범죄,지능범죄,증수뢰,의정부시,0,4,3,0,0,3,2,1,2,0,3,23
총범죄,지능범죄,증수뢰,이천시,0,0,0,0,0,0,0,0,2,0,0,1
총범죄,지능범죄,증수뢰,파주시,0,1,0,2,3,2,2,1,0,0,2,0
총범죄,지능범죄,증수뢰,평택시,4,4,0,0,2,1,4,2,2,3,0,4
총범죄,지능범죄,증수뢰,포천시,0,0,0,0,0,1,3,2,1,2,2,2
총범죄,지능범죄,증수뢰,하남시,0,0,0,0,0,1,1,0,1,0,1,2
총범죄,지능범죄,증수뢰,화성시,0,0,0,0,2,4,1,3,2,2,4,1
총범죄,지능범죄,증수뢰,강릉시,2,0,0,2,4,1,0,0,1,1,2,1
총범죄,지능범죄,증수뢰,동해시,0,0,0,0,1,1,0,0,0,0,0,1
총범죄,지능범죄,증수뢰,삼척시,0,0,0,0,0,1,0,0,0,1,0,1
