죄종별(1),죄종별(2),죄종별(3),시간별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,풍속영업의 규제에 관한 법률,소계,오전(07:00~12:00),246,254,370,363,603,233,63,72,67,62,23,6,2,16,,,
특별법범,풍속영업의 규제에 관한 법률,소계,오후(12:00~18:00),1430,1338,1425,1417,1948,1039,200,158,83,86,47,13,13,11,,,
특별법범,풍속영업의 규제에 관한 법률,소계,초저녁(18:00~20:00),896,954,871,732,694,328,43,66,42,28,15,7,4,1,,,
특별법범,하수도법,소계,미상,1,4,5,5,3,17,2,1,3,2,,,,,,,
특별법범,하수도법,소계,밤(20:00~24:00),,,,,,,,,,,,,,,2,1,-
특별법범,하수도법,소계,새벽(04:00~07:00),,,,,,,,,1,,,,,,-,1,-
특별법범,하수도법,소계,심야(00:00~04:00),,,,2,,,,,,,4,2,2,8,75,61,52
특별법범,하수도법,소계,오전(07:00~12:00),2,,4,2,3,3,,,2,,,,1,1,5,8,7
특별법범,하수도법,소계,오후(12:00~18:00),,1,3,,,,,1,,1,,,,,4,8,4
특별법범,하수도법,소계,초저녁(18:00~20:00),1,1,,1,,,,,1,,,,,,-,-,1
특별법범,하천법,소계,미상,116,94,103,128,86,72,97,125,128,97,,,,,,,
특별법범,하천법,소계,밤(20:00~24:00),11,10,5,3,3,5,4,3,1,3,1,1,3,1,2,1,-
특별법범,하천법,소계,새벽(04:00~07:00),2,2,2,2,2,2,1,2,7,4,2,,,,1,-,-
특별법범,하천법,소계,심야(00:00~04:00),4,3,4,1,12,4,2,,1,1,111,127,107,100,103,118,90
특별법범,하천법,소계,오전(07:00~12:00),38,52,45,32,29,43,53,66,52,35,28,26,32,10,11,18,30
특별법범,하천법,소계,오후(12:00~18:00),45,23,35,30,16,20,15,20,13,38,13,16,11,13,7,7,6
특별법범,하천법,소계,초저녁(18:00~20:00),10,3,3,4,7,1,4,7,2,6,2,1,2,1,-,-,-
특별법범,학교보건법,소계,밤(20:00~24:00),,,,,,,,,,,18,18,12,3,3,9,6
특별법범,학교보건법,소계,새벽(04:00~07:00),,,,,,,,,,,1,2,,1,-,-,-
특별법범,학교보건법,소계,심야(00:00~04:00),,,,,,,,,,,316,882,674,414,303,189,132
특별법범,학교보건법,소계,오전(07:00~12:00),,,,,,,,,,,26,82,66,43,26,24,10
특별법범,학교보건법,소계,오후(12:00~18:00),,,,,,,,,,,47,98,84,55,67,30,32
특별법범,학교보건법,소계,초저녁(18:00~20:00),,,,,,,,,,,4,5,13,1,5,3,9
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,밤(20:00~24:00),,,,,,,,,,,4,3,,4,1,12,15
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,새벽(04:00~07:00),,,,,,,,,,,1,,,,-,1,-
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,심야(00:00~04:00),,,,,,,,,,,203,229,157,206,361,3063,1956
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,오전(07:00~12:00),,,,,,,,,,,21,27,13,18,41,252,182
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,오후(12:00~18:00),,,,,,,,,,,16,16,8,9,29,226,168
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,초저녁(18:00~20:00),,,,,,,,,,,2,1,4,2,4,46,20
특별법범,학원의설립·운영에관한법률,소계,미상,377,176,154,121,223,302,130,68,12,21,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,밤(20:00~24:00),7,4,3,4,,2,9,,1,,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,새벽(04:00~07:00),1,1,,,2,1,,2,,,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,심야(00:00~04:00),4,5,3,4,13,40,11,,3,1,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,오전(07:00~12:00),86,43,30,76,75,129,46,16,4,4,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,오후(12:00~18:00),62,41,39,29,49,65,38,11,4,3,,,,,,,
특별법범,학원의설립·운영에관한법률,소계,초저녁(18:00~20:00),28,9,5,9,4,6,6,1,3,,,,,,,,
특별법범,항만운송사업법,소계,밤(20:00~24:00),,,,,,,,,,,,4,,22,6,42,1
특별법범,항만운송사업법,소계,새벽(04:00~07:00),,,,,,,,,,,,3,,3,2,47,-
특별법범,항만운송사업법,소계,심야(00:00~04:00),,,,,,,,,,,60,7,208,159,409,608,11
특별법범,항만운송사업법,소계,오전(07:00~12:00),,,,,,,,,,,8,110,6,263,684,294,10
특별법범,항만운송사업법,소계,오후(12:00~18:00),,,,,,,,,,,26,175,1,892,421,143,6
특별법범,항만운송사업법,소계,초저녁(18:00~20:00),,,,,,,,,,,1,40,,4,21,20,-
특별법범,해양오염방지법,소계,미상,17,12,48,42,131,396,209,605,340,435,,,,,,,
특별법범,해양오염방지법,소계,밤(20:00~24:00),12,10,13,40,39,58,47,32,22,28,52,54,84,34,,,
특별법범,해양오염방지법,소계,새벽(04:00~07:00),31,36,36,141,76,95,141,84,61,77,64,78,51,27,,,
특별법범,해양오염방지법,소계,심야(00:00~04:00),16,14,26,36,57,75,74,62,38,26,185,78,1101,1480,,,
특별법범,해양오염방지법,소계,오전(07:00~12:00),157,144,201,423,479,503,549,523,500,248,341,307,339,311,,,
특별법범,해양오염방지법,소계,오후(12:00~18:00),107,112,157,339,490,487,404,377,172,162,194,233,486,226,,,
특별법범,해양오염방지법,소계,초저녁(18:00~20:00),14,12,9,37,40,75,45,39,27,19,38,228,94,26,,,
특별법범,해양환경관리법,소계,밤(20:00~24:00),,,,,,,,,,,,,,,27,22,22
특별법범,해양환경관리법,소계,새벽(04:00~07:00),,,,,,,,,,,,,,,27,44,25
특별법범,해양환경관리법,소계,심야(00:00~04:00),,,,,,,,,,,,,,,273,62,56
특별법범,해양환경관리법,소계,오전(07:00~12:00),,,,,,,,,,,,,,,623,330,805
특별법범,해양환경관리법,소계,오후(12:00~18:00),,,,,,,,,,,,,,,420,183,595
특별법범,해양환경관리법,소계,초저녁(18:00~20:00),,,,,,,,,,,,,,,22,14,96
특별법범,향정신성의 약품관리법,소계,미상,136,165,209,283,511,788,611,683,948,439,,,,,,,
특별법범,향정신성의 약품관리법,소계,밤(20:00~24:00),130,198,168,212,497,628,553,593,619,350,,,,,,,
특별법범,향정신성의 약품관리법,소계,새벽(04:00~07:00),6,16,21,47,67,79,57,61,68,40,,,,,,,
특별법범,향정신성의 약품관리법,소계,심야(00:00~04:00),48,94,92,145,262,294,256,278,283,172,,,,,,,
특별법범,향정신성의 약품관리법,소계,오전(07:00~12:00),30,60,72,117,207,241,235,308,346,260,,,,,,,
특별법범,향정신성의 약품관리법,소계,오후(12:00~18:00),54,155,155,194,427,535,448,560,547,373,,,,,,,
특별법범,향정신성의 약품관리법,소계,초저녁(18:00~20:00),54,91,120,128,260,365,296,360,391,235,,,,,,,
특별법범,향토예비군설치법,소계,미상,31823,25213,23758,25623,21727,14034,12790,16443,18049,18456,,,,,,,
특별법범,향토예비군설치법,소계,밤(20:00~24:00),268,99,123,238,123,284,351,539,894,493,160,128,116,102,53,54,33
특별법범,향토예비군설치법,소계,새벽(04:00~07:00),71,158,32,45,33,48,29,27,24,56,35,12,21,18,17,19,4
특별법범,향토예비군설치법,소계,심야(00:00~04:00),885,786,619,603,570,956,460,258,231,790,22809,15996,16139,14858,13012,12668,9418
특별법범,향토예비군설치법,소계,오전(07:00~12:00),4479,5688,5758,5875,5476,3853,3509,4667,3842,3206,2186,1831,1939,1609,1418,1516,1334
특별법범,향토예비군설치법,소계,오후(12:00~18:00),3078,2472,2454,2479,2612,1802,1380,1309,1295,1676,626,468,489,340,304,343,348
특별법범,향토예비군설치법,소계,초저녁(18:00~20:00),482,470,343,251,222,213,341,537,780,694,97,79,86,98,70,72,82
특별법범,형사소송법,소계,미상,,3,2,4,1,1,,2,8,4,,,,,,,
특별법범,형사소송법,소계,밤(20:00~24:00),,1,,,1,,,2,2,1,,,,,,,
특별법범,형사소송법,소계,새벽(04:00~07:00),,,,1,2,,,,1,,,,,,,,
특별법범,형사소송법,소계,심야(00:00~04:00),,,2,,2,,,1,,1,,,,,,,
특별법범,형사소송법,소계,오전(07:00~12:00),,,,5,,,2,1,1,2,,,,,,,
특별법범,형사소송법,소계,오후(12:00~18:00),,2,,3,1,9,1,1,6,2,,,,,,,
특별법범,형사소송법,소계,초저녁(18:00~20:00),,,,,,,,1,1,,,,,,,,
특별법범,형시효등에 관한 법률,소계,미상,,1,2,,2,1,,7,1,,,,,,,,
특별법범,형시효등에 관한 법률,소계,밤(20:00~24:00),,,,,,,,1,,,,,,,,,
특별법범,형시효등에 관한 법률,소계,새벽(04:00~07:00),,,,,,,,1,,,,,,,,,
특별법범,형시효등에 관한 법률,소계,오전(07:00~12:00),,,,1,,1,1,1,,,,,,,,,
특별법범,형시효등에 관한 법률,소계,오후(12:00~18:00),,1,1,,,,,1,2,,,,,,,,
특별법범,형시효등에 관한 법률,소계,초저녁(18:00~20:00),,,,,,,,,1,,,,,,,,
특별법범,형의실효등에 관한 법률,소계,미상,1,,,,,,,,,1,,,,,,,
특별법범,형의실효등에 관한 법률,소계,밤(20:00~24:00),,,,,,,,,,,,,1,,,,
특별법범,형의실효등에 관한 법률,소계,심야(00:00~04:00),,,,,,,,,,,,3,1,,,,
특별법범,형의실효등에 관한 법률,소계,오전(07:00~12:00),,,,,,,,,,,,1,1,,,,
특별법범,형의실효등에 관한 법률,소계,오후(12:00~18:00),,,,,,,,,,1,,,,,,,
특별법범,화물자동차운수사업법,소계,밤(20:00~24:00),,,,,,,,,,,4,2,4,1,1,13,22
특별법범,화물자동차운수사업법,소계,새벽(04:00~07:00),,,,,,,,,,,3,,1,2,4,3,13
특별법범,화물자동차운수사업법,소계,심야(00:00~04:00),,,,,,,,,,,189,213,288,303,442,454,563
특별법범,화물자동차운수사업법,소계,오전(07:00~12:00),,,,,,,,,,,54,62,868,133,216,261,432
특별법범,화물자동차운수사업법,소계,오후(12:00~18:00),,,,,,,,,,,63,45,83,84,581,211,345
특별법범,화물자동차운수사업법,소계,초저녁(18:00~20:00),,,,,,,,,,,3,2,,2,4,14,28
특별법범,화염병사용등의 처벌에 관한 법률,소계,미상,,10,12,35,1,,2,6,3,2,,,,,,,
특별법범,화염병사용등의 처벌에 관한 법률,소계,밤(20:00~24:00),1,2,3,1,1,,,2,,1,1,1,1,,-,-,-
특별법범,화염병사용등의 처벌에 관한 법률,소계,새벽(04:00~07:00),4,16,2,1,1,,,1,4,,,1,,,-,-,-
특별법범,화염병사용등의 처벌에 관한 법률,소계,심야(00:00~04:00),,5,3,20,1,,3,2,,1,1,2,2,2,-,-,2
특별법범,화염병사용등의 처벌에 관한 법률,소계,오전(07:00~12:00),2,1,6,5,,3,,,1,,4,1,,,1,1,-
특별법범,화염병사용등의 처벌에 관한 법률,소계,오후(12:00~18:00),3,4,12,43,2,2,1,23,21,2,8,2,2,,2,-,2
특별법범,화염병사용등의 처벌에 관한 법률,소계,초저녁(18:00~20:00),,4,4,5,,3,,2,2,,,,,,-,-,-
특별법범,환경범죄의 단속에 관한 특별조치법,소계,밤(20:00~24:00),,,,,,,,,,,,,,,-,-,-
특별법범,환경범죄의 단속에 관한 특별조치법,소계,새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
특별법범,환경범죄의 단속에 관한 특별조치법,소계,심야(00:00~04:00),,,,,,,,,,,,1,5,2,2,1,1
특별법범,환경범죄의 단속에 관한 특별조치법,소계,오전(07:00~12:00),,,,,,,,,,,1,1,1,,1,-,1
특별법범,환경범죄의 단속에 관한 특별조치법,소계,오후(12:00~18:00),,,,,,,,,,,,,1,,2,-,-
특별법범,환경범죄의 단속에 관한 특별조치법,소계,초저녁(18:00~20:00),,,,,,,,,,,1,,,,-,-,-
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,미상,3,,,1,2,4,1,3,,1,,,,,,,
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,밤(20:00~24:00),,1,,,,,,,,,,,,,,,
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,새벽(04:00~07:00),,,1,,,,,,,,,,,,,,
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,심야(00:00~04:00),,,1,,1,,,,,,,,,,,,
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,오전(07:00~12:00),,1,,1,,1,,,,,,,,,,,
특별법범,환경범죄의 처벌에 관한 특별조치법,소계,오후(12:00~18:00),,1,1,,,2,,,,,,,,,,,
특별법범,환경보전법,소계,미상,12,10,3,6,2,,3,2,1,1,,,,,,,
특별법범,환경보전법,소계,밤(20:00~24:00),,,1,,,,,,,,,,,,,,
특별법범,환경보전법,소계,심야(00:00~04:00),,,1,1,,2,,,,,,,,,,,
특별법범,환경보전법,소계,오전(07:00~12:00),2,6,11,3,2,1,3,3,,,,,,,,,
특별법범,환경보전법,소계,오후(12:00~18:00),2,4,3,3,1,,2,,1,,,,,,,,
특별법범,환경보전법,소계,초저녁(18:00~20:00),,2,1,,,1,,,,,,,,,,,
특별법범,후천성면역결핍증예방법,소계,미상,,,,,,,,,1,1,,,,,,,
특별법범,후천성면역결핍증예방법,소계,밤(20:00~24:00),,,,,,,,,,,,,1,,,,
특별법범,후천성면역결핍증예방법,소계,심야(00:00~04:00),,,,,,,,,,,1,1,3,,,,
특별법범,후천성면역결핍증예방법,소계,오전(07:00~12:00),,,,2,,,,,2,,,,,,,,
특별법범,후천성면역결핍증예방법,소계,오후(12:00~18:00),,,,,1,,,,1,,,,,,,,
형법범,강력범,강간,미상,1462,973,1248,1391,1434,1395,1498,1539,1510,1667,,,,,,,
형법범,강력범,강간,미상,556,,,,,,,,,,,,,,,,
형법범,강력범,강간,밤(20:00~24:00),1077,949,935,914,986,1030,1066,1105,903,998,1476,1549,1963,1844,2002,2052,3336
형법범,강력범,강간,밤(20:00~24:00),349,,,,,,,,,,,,,,,,
형법범,강력범,강간,새벽(04:00~07:00),284,227,308,297,329,431,516,498,542,557,1006,1178,1377,1378,1332,1390,2016
형법범,강력범,강간,새벽(04:00~07:00),100,,,,,,,,,,,,,,,,
형법범,강력범,강간,심야(00:00~04:00),1620,1298,1448,1414,1452,1677,1759,1710,1543,1616,2639,2672,2928,3201,4014,4251,7226
형법범,강력범,강간,심야(00:00~04:00),630,,,,,,,,,,,,,,,,
형법범,강력범,강간,오전(07:00~12:00),434,362,465,477,607,596,723,685,588,673,669,679,868,896,961,993,2263
형법범,강력범,강간,오전(07:00~12:00),157,,,,,,,,,,,,,,,,
형법범,강력범,강간,오후(12:00~18:00),907,723,828,791,812,823,865,811,689,673,832,881,1003,967,1111,1073,2249
형법범,강력범,강간,오후(12:00~18:00),248,,,,,,,,,,,,,,,,
형법범,강력범,강간,초저녁(18:00~20:00),389,312,348,343,358,407,428,403,344,347,328,357,616,440,463,433,1130
형법범,강력범,강간,초저녁(18:00~20:00),124,,,,,,,,,,,,,,,,
형법범,강력범,강간치사(준),미상,1,,,,,,,,,,,,,,,,
형법범,강력범,강간치사(준),밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,강력범,강간치사(준),심야(00:00~04:00),4,,,,,,,,,,,,,,,,
형법범,강력범,강간치사(준),오후(12:00~18:00),3,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),미상,373,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),밤(20:00~24:00),364,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),새벽(04:00~07:00),95,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),심야(00:00~04:00),577,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),오전(07:00~12:00),93,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),오후(12:00~18:00),172,,,,,,,,,,,,,,,,
형법범,강력범,강간치상(준),초저녁(18:00~20:00),97,,,,,,,,,,,,,,,,
형법범,강력범,강도,미상,939,522,630,832,951,902,881,1036,1316,1514,,,,,,,
형법범,강력범,강도,미상,169,,,,,,,,,,,,,,,,
형법범,강력범,강도,밤(20:00~24:00),849,668,609,670,845,703,784,717,715,969,1085,917,858,786,819,1027,717
형법범,강력범,강도,밤(20:00~24:00),136,,,,,,,,,,,,,,,,
형법범,강력범,강도,새벽(04:00~07:00),176,206,211,209,339,324,385,406,425,514,875,868,814,762,736,853,582
형법범,강력범,강도,새벽(04:00~07:00),27,,,,,,,,,,,,,,,,
형법범,강력범,강도,심야(00:00~04:00),1366,1188,1172,1485,1749,1562,1823,1711,1712,1910,1915,1710,1607,1550,1931,2713,1885
형법범,강력범,강도,심야(00:00~04:00),241,,,,,,,,,,,,,,,,
형법범,강력범,강도,오전(07:00~12:00),409,308,351,403,581,521,592,694,712,884,620,529,528,407,414,581,384
형법범,강력범,강도,오전(07:00~12:00),82,,,,,,,,,,,,,,,,
형법범,강력범,강도,오후(12:00~18:00),573,529,500,581,724,679,681,809,717,1054,967,827,779,681,661,832,600
형법범,강력범,강도,오후(12:00~18:00),109,,,,,,,,,,,,,,,,
형법범,강력범,강도,초저녁(18:00~20:00),268,253,197,240,327,281,315,319,309,447,370,319,252,253,250,345,241
형법범,강력범,강도,초저녁(18:00~20:00),53,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,미상,25,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,밤(20:00~24:00),18,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,새벽(04:00~07:00),12,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,심야(00:00~04:00),38,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,오전(07:00~12:00),8,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,오후(12:00~18:00),16,,,,,,,,,,,,,,,,
형법범,강력범,강도강간,초저녁(18:00~20:00),5,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",미상,7,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",밤(20:00~24:00),9,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",새벽(04:00~07:00),2,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",심야(00:00~04:00),18,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",오전(07:00~12:00),5,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",오후(12:00~18:00),6,,,,,,,,,,,,,,,,
형법범,강력범,"강도살인, 치사",초저녁(18:00~20:00),5,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",미상,356,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",밤(20:00~24:00),328,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",새벽(04:00~07:00),57,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",심야(00:00~04:00),579,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",오전(07:00~12:00),114,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",오후(12:00~18:00),161,,,,,,,,,,,,,,,,
형법범,강력범,"강도상해, 치상",초저녁(18:00~20:00),86,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),미상,252,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),밤(20:00~24:00),208,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),새벽(04:00~07:00),44,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),심야(00:00~04:00),214,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),오전(07:00~12:00),93,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),오후(12:00~18:00),166,,,,,,,,,,,,,,,,
형법범,강력범,강제추행(준),초저녁(18:00~20:00),80,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치사(준),미상,2,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치사(준),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치사(준),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),미상,35,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),밤(20:00~24:00),30,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),새벽(04:00~07:00),3,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),심야(00:00~04:00),31,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),오전(07:00~12:00),7,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),오후(12:00~18:00),21,,,,,,,,,,,,,,,,
형법범,강력범,강제추행치상(준),초저녁(18:00~20:00),17,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",미상,41,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",밤(20:00~24:00),25,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",새벽(04:00~07:00),5,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",심야(00:00~04:00),20,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",오전(07:00~12:00),10,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",오후(12:00~18:00),58,,,,,,,,,,,,,,,,
형법범,강력범,"미성년자등간음, 추행(심신미약자)",초저녁(18:00~20:00),14,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),미상,93,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),밤(20:00~24:00),40,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),새벽(04:00~07:00),10,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),심야(00:00~04:00),20,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),오전(07:00~12:00),56,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),오후(12:00~18:00),197,,,,,,,,,,,,,,,,
형법범,강력범,미성년자의 제강간(강제추행치상치사),초저녁(18:00~20:00),34,,,,,,,,,,,,,,,,
형법범,강력범,방화,미상,129,77,106,137,186,172,192,243,279,301,,,,,,,
형법범,강력범,방화,밤(20:00~24:00),136,109,106,129,167,198,231,232,205,301,379,456,429,402,410,448,428
형법범,강력범,방화,새벽(04:00~07:00),37,37,48,37,69,77,71,70,86,100,128,190,182,166,200,139,203
형법범,강력범,방화,심야(00:00~04:00),174,148,172,181,258,260,254,288,284,381,452,490,467,490,626,564,608
