대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,도로교통법(사고후미조치),소계,사행심,,,,,,,,,,,,,,,2,9,6
특별법범,도로교통법(사고후미조치),소계,보복,,,,,,,,,,,,,,,,5,1
특별법범,도로교통법(사고후미조치),소계,가정불화,,,,,,,,,,,,,,,,1,6
특별법범,도로교통법(사고후미조치),소계,호기심,,,,,,,,,,,,,,,,19,17
특별법범,도로교통법(사고후미조치),소계,유혹,,,,,,,,,,,,,,,,17,13
특별법범,도로교통법(사고후미조치),소계,우발적,,,,,,,,,,,,,,,60,764,883
특별법범,도로교통법(사고후미조치),소계,현실불만,,,,,,,,,,,,,,,,4,1
특별법범,도로교통법(사고후미조치),소계,부주의,,,,,,,,,,,,,,,357,4909,5625
특별법범,도로교통법(사고후미조치),소계,기타,,,,,,,,,,,,,,,505,9638,13967
특별법범,도로교통법(음주운전),소계,이욕,,,,,,,,,,,1569,1378,764,1421,2879,1610,39533
특별법범,도로교통법(음주운전),소계,사행심,,,,,,,,,,,357,286,247,284,379,350,105
특별법범,도로교통법(음주운전),소계,보복,,,,,,,,,,,600,408,251,444,717,325,234
특별법범,도로교통법(음주운전),소계,가정불화,,,,,,,,,,,426,216,190,168,187,132,137
특별법범,도로교통법(음주운전),소계,호기심,,,,,,,,,,,427,297,665,745,806,544,324
특별법범,도로교통법(음주운전),소계,유혹,,,,,,,,,,,3061,1597,1537,2843,2983,2197,1969
특별법범,도로교통법(음주운전),소계,우발적,,,,,,,,,,,55856,36855,31653,45608,55912,48354,44688
특별법범,도로교통법(음주운전),소계,현실불만,,,,,,,,,,,429,197,219,329,438,353,169
특별법범,도로교통법(음주운전),소계,부주의,,,,,,,,,,,142044,91310,82962,114094,135595,106654,97482
특별법범,도로교통법(음주운전),소계,기타,,,,,,,,,,,261668,192968,166858,183088,184728,127167,83411
특별법범,도로교통법(음주측정거부),소계,이욕,,,,,,,,,,,25,13,9,14,24,18,404
특별법범,도로교통법(음주측정거부),소계,사행심,,,,,,,,,,,4,3,2,4,2,2,3
특별법범,도로교통법(음주측정거부),소계,보복,,,,,,,,,,,11,7,2,1,4,4,2
특별법범,도로교통법(음주측정거부),소계,가정불화,,,,,,,,,,,13,4,3,10,8,3,7
특별법범,도로교통법(음주측정거부),소계,호기심,,,,,,,,,,,1,1,2,3,7,4,1
특별법범,도로교통법(음주측정거부),소계,유혹,,,,,,,,,,,32,14,18,24,31,23,32
특별법범,도로교통법(음주측정거부),소계,우발적,,,,,,,,,,,710,510,416,538,624,548,586
특별법범,도로교통법(음주측정거부),소계,현실불만,,,,,,,,,,,28,9,3,8,21,11,17
특별법범,도로교통법(음주측정거부),소계,부주의,,,,,,,,,,,1867,1220,1102,1254,1347,1076,974
특별법범,도로교통법(음주측정거부),소계,기타,,,,,,,,,,,3431,2471,2099,2109,1967,1530,998
특별법범,도로법,소계,이욕,5670,2772,2320,2058,1707,2144,2048,2682,3368,4188,1293,1837,2229,2357,2404,2254,8357
특별법범,도로법,소계,사행심,59,24,18,15,32,29,5,9,17,35,30,83,72,22,23,39,1
특별법범,도로법,소계,보복,,4,2,,,,2,,1,2,49,51,48,54,5,,23
특별법범,도로법,소계,가정불화,1,1,2,,1,1,5,2,3,,25,17,23,24,5,8,5
특별법범,도로법,소계,호기심,31,18,103,168,62,18,26,33,44,25,20,9,10,9,11,5,8
특별법범,도로법,소계,유혹,12,6,6,8,19,8,4,34,49,14,16,5,10,10,11,18,6
특별법범,도로법,소계,우발적,477,239,240,212,123,95,137,282,469,188,526,414,380,385,601,649,386
특별법범,도로법,소계,현실불만,20,15,24,19,10,9,12,11,12,17,9,9,24,13,2,21,11
특별법범,도로법,소계,부주의,10588,7451,6127,6153,4262,4728,5722,6224,10023,11376,14078,10244,10377,11252,13584,13821,10793
특별법범,도로법,소계,기타,25457,14113,15295,15654,11504,12635,12932,14596,22117,25501,27824,22537,25215,27081,24836,21445,13872
특별법범,도로운송차량법,소계,이욕,31,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,우발적,3,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,부주의,44,1,,,,,,,2,,,,,,,,
특별법범,도로운송차량법,소계,기타,126,,,,,3,,,,,,,,,,,
특별법범,도시가스사업법,소계,이욕,1,11,18,8,2,8,3,1,2,4,,1,,,,1,6
특별법범,도시가스사업법,소계,호기심,,,,2,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,우발적,,4,6,,,2,,1,2,,1,,,3,2,2,
특별법범,도시가스사업법,소계,부주의,7,18,33,16,25,16,6,10,8,12,8,7,5,6,5,5,5
특별법범,도시가스사업법,소계,기타,25,38,56,56,20,33,18,7,12,43,48,28,18,20,17,7,12
특별법범,도시계획법,소계,이욕,408,555,448,457,384,271,396,265,214,106,,,,,,,
특별법범,도시계획법,소계,사행심,1,3,8,3,1,2,4,1,3,,,,,,,,
특별법범,도시계획법,소계,보복,1,,1,,,,,,,,,,,,,,
특별법범,도시계획법,소계,호기심,,1,3,27,2,,2,4,2,1,,,,,,,
특별법범,도시계획법,소계,유혹,2,,3,1,,,1,1,1,,,,,,,,
특별법범,도시계획법,소계,우발적,8,15,13,7,20,16,10,17,11,6,,,,,,,
특별법범,도시계획법,소계,현실불만,1,4,5,2,2,1,1,1,,,,,,,,,
특별법범,도시계획법,소계,부주의,205,295,259,200,202,245,242,136,143,37,,,,,,,
특별법범,도시계획법,소계,기타,1385,1649,2040,2229,1927,1934,2093,1069,982,340,,1,,,,,
특별법범,도시공원및녹지등에관한법률,소계,이욕,,,,,,,,,,,,,,10,10,16,29
특별법범,도시공원및녹지등에관한법률,소계,사행심,,,,,,,,,,,,,,,,1,
특별법범,도시공원및녹지등에관한법률,소계,유혹,,,,,,,,,,,,,,,1,1,
특별법범,도시공원및녹지등에관한법률,소계,우발적,,,,,,,,,,,,,,3,3,5,
특별법범,도시공원및녹지등에관한법률,소계,현실불만,,,,,,,,,,,,,,1,,,
특별법범,도시공원및녹지등에관한법률,소계,부주의,,,,,,,,,,,,,,16,13,34,16
특별법범,도시공원및녹지등에관한법률,소계,기타,,,,,,,,,,,,,,132,99,99,51
특별법범,도시공원법,소계,이욕,,,,,,,,,,,9,18,,,,,
특별법범,도시공원법,소계,우발적,,,,,,,,,,,,4,1,,,,
특별법범,도시공원법,소계,부주의,,,,,,,,,,,25,20,8,,,,
특별법범,도시공원법,소계,기타,,,,,,,,,,,193,217,11,,,,
특별법범,독물 및 극물에 관한 법률,소계,우발적,,,1,,,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,이욕,2,,,,,2,9,,,,,1,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,우발적,,,,,,,1,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,현실불만,,,,,,,,,1,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,부주의,,,1,1,,1,,2,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,기타,3,1,2,1,4,7,4,18,4,2,4,21,11,,,,
특별법범,디자인보호법,소계,이욕,,,,,,,,,,,,,,,,,24
특별법범,디자인보호법,소계,유혹,,,,,,,,,,,,,,,,,1
특별법범,디자인보호법,소계,우발적,,,,,,,,,,,,,,,,,1
특별법범,디자인보호법,소계,부주의,,,,,,,,,,,,,,,,,14
특별법범,디자인보호법,소계,기타,,,,,,,,,,,,,,,,,239
특별법범,마약류 관리에 관한 법률(마약),소계,이욕,,,,,,,,,,,9,5,9,2,7,18,425
특별법범,마약류 관리에 관한 법률(마약),소계,사행심,,,,,,,,,,,,1,2,1,7,1,
특별법범,마약류 관리에 관한 법률(마약),소계,보복,,,,,,,,,,,2,,1,2,1,,
특별법범,마약류 관리에 관한 법률(마약),소계,가정불화,,,,,,,,,,,1,,,,2,,
특별법범,마약류 관리에 관한 법률(마약),소계,호기심,,,,,,,,,,,94,79,57,81,168,377,46
특별법범,마약류 관리에 관한 법률(마약),소계,유혹,,,,,,,,,,,24,21,14,32,18,81,25
특별법범,마약류 관리에 관한 법률(마약),소계,우발적,,,,,,,,,,,13,23,23,34,61,193,11
특별법범,마약류 관리에 관한 법률(마약),소계,현실불만,,,,,,,,,,,1,2,1,3,5,2,1
특별법범,마약류 관리에 관한 법률(마약),소계,부주의,,,,,,,,,,,85,59,84,74,236,533,172
특별법범,마약류 관리에 관한 법률(마약),소계,기타,,,,,,,,,,,593,308,467,535,693,813,223
특별법범,마약류관리에 관한법률(대마),소계,이욕,,,,,,,,,,,10,8,16,12,10,13,281
특별법범,마약류관리에 관한법률(대마),소계,사행심,,,,,,,,,,,1,2,9,2,8,5,
특별법범,마약류관리에 관한법률(대마),소계,보복,,,,,,,,,,,1,,,1,,,1
특별법범,마약류관리에 관한법률(대마),소계,가정불화,,,,,,,,,,,6,1,3,2,1,,1
특별법범,마약류관리에 관한법률(대마),소계,호기심,,,,,,,,,,,204,119,103,129,152,314,228
특별법범,마약류관리에 관한법률(대마),소계,유혹,,,,,,,,,,,184,124,127,154,181,249,221
특별법범,마약류관리에 관한법률(대마),소계,우발적,,,,,,,,,,,52,55,65,56,78,107,94
특별법범,마약류관리에 관한법률(대마),소계,현실불만,,,,,,,,,,,20,5,11,14,12,32,26
특별법범,마약류관리에 관한법률(대마),소계,부주의,,,,,,,,,,,19,9,14,24,35,53,17
특별법범,마약류관리에 관한법률(대마),소계,기타,,,,,,,,,,,513,434,341,453,286,482,434
특별법범,마약류관리에 관한법률(향정),소계,이욕,,,,,,,,,,,130,60,121,137,137,74,671
특별법범,마약류관리에 관한법률(향정),소계,사행심,,,,,,,,,,,6,11,18,25,14,9,
특별법범,마약류관리에 관한법률(향정),소계,보복,,,,,,,,,,,2,,2,2,1,4,18
특별법범,마약류관리에 관한법률(향정),소계,가정불화,,,,,,,,,,,12,6,9,18,4,2,4
특별법범,마약류관리에 관한법률(향정),소계,호기심,,,,,,,,,,,291,284,343,498,544,921,333
특별법범,마약류관리에 관한법률(향정),소계,유혹,,,,,,,,,,,741,637,912,1341,1405,1241,734
특별법범,마약류관리에 관한법률(향정),소계,우발적,,,,,,,,,,,80,87,175,200,268,316,144
특별법범,마약류관리에 관한법률(향정),소계,현실불만,,,,,,,,,,,55,48,61,77,52,59,51
특별법범,마약류관리에 관한법률(향정),소계,부주의,,,,,,,,,,,52,35,59,113,121,261,91
특별법범,마약류관리에 관한법률(향정),소계,기타,,,,,,,,,,,1540,1667,1934,3103,2269,2078,1616
특별법범,마약법,소계,이욕,71,35,38,47,33,52,85,53,71,71,,,,,,,
특별법범,마약법,소계,사행심,8,,1,,3,1,2,1,1,,,,,,,,
특별법범,마약법,소계,보복,,,,,,,,1,,,,,,,,,
특별법범,마약법,소계,가정불화,,,,,,,5,,,2,,,,,,,
특별법범,마약법,소계,호기심,49,37,15,45,25,46,110,47,71,69,,,,,,,
특별법범,마약법,소계,유혹,12,1,,1,2,7,58,49,55,34,,,,,,,
특별법범,마약법,소계,우발적,12,16,11,12,8,16,19,15,19,27,,,,,,,
특별법범,마약법,소계,현실불만,,1,,1,,3,9,3,5,6,,,,,,,
특별법범,마약법,소계,부주의,55,100,67,93,102,96,156,50,76,84,,,,,,,
특별법범,마약법,소계,기타,491,387,322,224,311,306,470,308,461,534,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,이욕,9,15,10,4,14,17,9,8,8,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,사행심,,,,,2,3,,,,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,보복,,1,,,,,,,,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,호기심,,,,1,,,,,,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,우발적,1,2,1,1,,1,,,1,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,부주의,12,32,17,16,31,57,30,17,15,1,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,기타,134,95,109,141,131,224,180,80,62,14,,,,,,,
특별법범,문화재보호법,소계,이욕,20,12,7,9,19,29,43,22,39,68,17,22,10,10,4,20,31
특별법범,문화재보호법,소계,사행심,,,,,,1,1,,1,6,1,2,1,2,6,14,
특별법범,문화재보호법,소계,보복,,,,,,1,,,,,,,,,,,2
특별법범,문화재보호법,소계,가정불화,,,,,,,,,,,,,,1,,,
특별법범,문화재보호법,소계,호기심,1,,,2,1,,,7,,2,4,4,22,5,1,3,1
특별법범,문화재보호법,소계,유혹,,,,1,,2,,,,,,8,7,,,3,5
특별법범,문화재보호법,소계,우발적,,,1,,1,,,1,1,1,3,,7,6,7,4,2
특별법범,문화재보호법,소계,현실불만,,,,,1,,1,,,,,,1,1,3,2,
특별법범,문화재보호법,소계,부주의,1,3,2,3,7,5,11,5,6,23,34,19,23,14,6,13,19
특별법범,문화재보호법,소계,기타,15,22,13,32,33,41,93,61,58,85,159,110,60,65,50,96,74
특별법범,물가안정에 관한 법률,소계,이욕,18,,,,13,,,,,,,,,,,,
특별법범,물가안정에 관한 법률,소계,기타,18,1,,,8,,,,,1,,,,,,,
특별법범,미성년자보호법,소계,이욕,187,265,281,341,303,170,2,,,,,,,,,,
특별법범,미성년자보호법,소계,사행심,5,,6,4,2,1,,,,,,,,,,,
특별법범,미성년자보호법,소계,호기심,,,2,5,1,2,,,,,,,,,,,
특별법범,미성년자보호법,소계,유혹,1,,2,,2,,,,,,,,,,,,
특별법범,미성년자보호법,소계,우발적,17,9,15,16,13,12,,,1,,,,,,,,
특별법범,미성년자보호법,소계,부주의,59,91,147,164,208,167,,1,,,,,,,,,
특별법범,미성년자보호법,소계,기타,194,210,284,352,367,221,2,,,,,,,,,,
특별법범,민방위기본법,소계,이욕,92,10,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,사행심,5,,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,호기심,3,,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,우발적,9,2,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,부주의,310,25,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,기타,1118,81,2,,,,,,1,,,,,,,,
특별법범,민사소송법,소계,이욕,,,,,,,,,,,1,1,,,1,,3
특별법범,민사소송법,소계,우발적,,,,,,,,,,,,,,,1,,1
특별법범,민사소송법,소계,부주의,,,,,,,,,,,1,2,3,,5,,1
특별법범,민사소송법,소계,기타,,,,,,,,,,,60,34,35,8,10,13,5
특별법범,밀항단속법,소계,이욕,57,54,48,43,32,29,32,57,67,66,60,91,123,112,103,70,33
특별법범,밀항단속법,소계,사행심,,,,1,,,,,,,,,,,,,
특별법범,밀항단속법,소계,가정불화,,,,,,,,,1,,,,,1,,,
특별법범,밀항단속법,소계,호기심,,1,,1,2,,,,1,,,1,,,,,1
특별법범,밀항단속법,소계,유혹,3,3,,,,,,2,,,,,,1,2,2,5
특별법범,밀항단속법,소계,우발적,,1,1,,,3,,,,,1,1,1,9,,1,4
특별법범,밀항단속법,소계,현실불만,6,3,,2,2,4,1,,,,,2,1,1,,,
특별법범,밀항단속법,소계,부주의,4,,1,,1,,,,,,,,,,,1,
특별법범,밀항단속법,소계,기타,21,27,18,16,5,12,18,26,30,43,114,63,136,209,169,113,62
특별법범,방문판매등에 관한 법률,소계,이욕,66,32,247,151,505,205,292,763,524,171,110,107,101,204,177,653,213
특별법범,방문판매등에 관한 법률,소계,사행심,1,,1,5,4,1,9,,1,3,,1,8,4,13,56,
특별법범,방문판매등에 관한 법률,소계,보복,,,,,,,1,,,,,,,,,,20
특별법범,방문판매등에 관한 법률,소계,가정불화,,,,,,,,,,,,1,,,,,
특별법범,방문판매등에 관한 법률,소계,호기심,,,1,2,10,3,2,31,15,,,,,,3,6,1
특별법범,방문판매등에 관한 법률,소계,유혹,7,1,2,1,4,2,1,7,,1,1,,1,2,23,78,16
특별법범,방문판매등에 관한 법률,소계,우발적,,,1,1,17,9,6,5,12,2,3,,3,1,12,51,12
특별법범,방문판매등에 관한 법률,소계,현실불만,,,,,,1,,,,,,,,,12,28,
특별법범,방문판매등에 관한 법률,소계,부주의,6,5,55,36,30,30,33,61,58,12,18,7,2,4,27,63,49
특별법범,방문판매등에 관한 법률,소계,기타,90,42,339,305,538,226,329,527,649,296,454,856,456,497,671,1605,556
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,이욕,,,,,,,,,,,129,147,46,38,69,92,163
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,사행심,,,,,,,,,,,,,2,,,,1
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,가정불화,,,,,,,,,,,2,,,1,1,1,
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,유혹,,,,,,,,,,,,,,,,,2
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,우발적,,,,,,,,,,,,,6,,,8,4
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,부주의,,,,,,,,,,,12,93,131,84,83,46,23
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,기타,,,,,,,,,,,545,590,487,530,405,236,201
특별법범,변호사법,소계,이욕,148,122,153,107,144,194,153,182,162,120,38,57,64,51,59,60,127
특별법범,변호사법,소계,사행심,3,8,4,3,3,2,2,4,2,,7,4,6,5,3,3,1
특별법범,변호사법,소계,보복,,,,,,,2,,,,,4,1,,,,9
특별법범,변호사법,소계,가정불화,1,,,1,,,,,,1,,,1,,,1,1
특별법범,변호사법,소계,호기심,,,2,3,2,1,,1,7,1,,2,,,1,,
특별법범,변호사법,소계,유혹,5,9,3,,4,,5,,5,1,5,3,1,3,3,7,3
특별법범,변호사법,소계,우발적,,3,1,3,9,8,1,5,8,5,6,5,11,11,11,13,8
특별법범,변호사법,소계,현실불만,,,1,,,1,,,,,,,1,1,1,,
특별법범,변호사법,소계,부주의,12,6,15,9,15,15,20,14,9,7,5,10,6,7,9,15,19
특별법범,변호사법,소계,기타,263,229,226,226,236,308,324,295,246,283,489,569,462,469,514,550,471
특별법범,병역법,소계,이욕,960,814,286,235,290,394,541,786,890,1303,166,207,181,186,156,138,2327
특별법범,병역법,소계,사행심,8,4,3,3,5,2,5,2,7,3,7,10,8,4,5,3,
특별법범,병역법,소계,보복,1,,1,,,,,,,,22,16,14,10,5,,6
특별법범,병역법,소계,가정불화,6,8,9,11,11,16,28,26,31,20,66,42,49,36,24,16,22
특별법범,병역법,소계,호기심,9,7,23,42,30,9,10,59,48,31,7,5,4,3,3,1,
특별법범,병역법,소계,유혹,6,2,1,2,10,5,3,18,44,10,15,8,5,4,7,17,5
특별법범,병역법,소계,우발적,114,59,55,43,103,97,125,188,220,115,259,274,209,200,207,219,115
특별법범,병역법,소계,현실불만,19,11,32,29,39,41,96,104,115,122,125,113,86,54,68,105,50
특별법범,병역법,소계,부주의,4903,4663,1467,1048,1155,1288,1912,1998,2521,2972,3015,2161,1514,1640,1915,1773,1584
특별법범,병역법,소계,기타,10859,8672,3755,3283,4176,4626,7646,8562,11379,13784,16364,13388,10614,9948,7978,7140,6917
특별법범,병역의무특례규제에 관한 법률,소계,기타,3,1,,,,,,1,,,,,,,,,
특별법범,보건범죄특조법(부정식품),소계,이욕,19,20,29,9,13,36,35,32,23,24,2,9,2,,9,41,1
특별법범,보건범죄특조법(부정식품),소계,가정불화,,,,,,,,,,,,,,,,,1
특별법범,보건범죄특조법(부정식품),소계,호기심,,,1,,,,,,,,,,,,,,
특별법범,보건범죄특조법(부정식품),소계,유혹,,,,,,4,1,1,,,,,,1,,,
특별법범,보건범죄특조법(부정식품),소계,우발적,,,1,,,1,,,1,,,,,,,,
특별법범,보건범죄특조법(부정식품),소계,부주의,,,1,,1,1,2,,,2,1,,,,,,
특별법범,보건범죄특조법(부정식품),소계,기타,10,4,13,18,13,50,34,25,15,22,7,3,3,5,5,51,30
특별법범,보건범죄특조법(부정유독물),소계,이욕,9,2,1,2,,1,2,1,2,1,1,,,,,,
특별법범,보건범죄특조법(부정유독물),소계,기타,2,1,1,,,,1,1,,2,2,,,,,,
특별법범,보건범죄특조법(부정의료업자),소계,이욕,121,168,120,132,105,354,379,314,215,300,477,291,155,167,267,341,277
특별법범,보건범죄특조법(부정의료업자),소계,사행심,3,1,1,2,2,4,1,2,,,9,8,5,8,3,3,1
특별법범,보건범죄특조법(부정의료업자),소계,보복,,,,1,,,,,,,,1,,,,,2
특별법범,보건범죄특조법(부정의료업자),소계,호기심,,1,,,,2,,1,,,1,1,,,,2,1
특별법범,보건범죄특조법(부정의료업자),소계,유혹,,1,1,1,,1,1,,,,3,1,4,1,5,5,3
